step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.497734,0.497873,0.496647,0.496656,0.496325,0.496259,0.498224,0.497688,0.497358,0.497346,0.498302,0.498270,0.497894,0.497888,0.497687,0.497704,0.498774,0.498811,0.497935,0.497920,0.497874,0.497876,0.499247,0.499252,0.497708,0.497773,0.498231,0.498217,0.499870,0.499826,0.498069,0.497905,0.498170,0.498186,0.499787,0.499777
400,0.493670,0.495104,0.491961,0.492059,0.486913,0.486876,0.504884,0.500788,0.494393,0.494763,0.496129,0.495636,0.504207,0.500561,0.495371,0.495680,0.497201,0.496900,0.504269,0.500467,0.495267,0.495593,0.495403,0.494764,0.500305,0.498552,0.497760,0.497800,0.500485,0.500096,0.499998,0.497988,0.497642,0.497712,0.499794,0.499666
600,0.486618,0.490686,0.487407,0.487842,0.472497,0.473106,0.521962,0.513941,0.487199,0.488230,0.486771,0.485628,0.520367,0.511573,0.490619,0.491043,0.493102,0.491811,0.520846,0.511061,0.487842,0.488343,0.485527,0.484567,0.509529,0.502987,0.497477,0.497465,0.502492,0.501284,0.505818,0.500194,0.497239,0.497319,0.500121,0.499858
800,0.478632,0.484747,0.482193,0.483340,0.456388,0.458242,0.546518,0.531857,0.476232,0.477331,0.472140,0.469602,0.543774,0.526807,0.483622,0.483274,0.485187,0.482188,0.545924,0.529657,0.478404,0.477034,0.467069,0.466077,0.525444,0.511138,0.496698,0.496322,0.505557,0.502820,0.517588,0.505195,0.496798,0.496730,0.500698,0.500212
1000,0.473142,0.479617,0.475750,0.478011,0.441170,0.444090,0.574637,0.550834,0.465743,0.464768,0.458874,0.453437,0.572740,0.546800,0.477426,0.474831,0.479291,0.472943,0.576122,0.551578,0.471112,0.463426,0.445875,0.444362,0.548548,0.525057,0.495089,0.493453,0.509233,0.504188,0.536906,0.514147,0.496612,0.496079,0.501451,0.500578
1200,0.470643,0.476335,0.468715,0.472318,0.429575,0.432664,0.602256,0.566824,0.461502,0.454825,0.451089,0.440002,0.602393,0.565641,0.475493,0.467639,0.476013,0.463723,0.607905,0.573462,0.475027,0.453852,0.427752,0.424794,0.573011,0.538472,0.494485,0.490565,0.512547,0.505052,0.558165,0.523905,0.496941,0.495380,0.501966,0.500678
1400,0.469969,0.473617,0.461977,0.466924,0.419765,0.422081,0.628869,0.579832,0.464919,0.449687,0.451563,0.430929,0.631523,0.581333,0.477865,0.461437,0.478200,0.458175,0.639834,0.591689,0.488306,0.448631,0.413386,0.407295,0.599737,0.553045,0.495089,0.487250,0.515618,0.505541,0.581890,0.534988,0.498239,0.494936,0.502238,0.500532
1600,0.470957,0.472722,0.455513,0.461768,0.412332,0.412232,0.656123,0.593028,0.474121,0.447156,0.458361,0.424328,0.660502,0.595076,0.485502,0.457175,0.484452,0.454622,0.672032,0.606930,0.507101,0.448506,0.403363,0.391290,0.627442,0.566921,0.497133,0.483471,0.517846,0.505365,0.609177,0.549149,0.500908,0.494592,0.502412,0.500082
1800,0.472069,0.471440,0.450228,0.457409,0.408002,0.403696,0.681695,0.602220,0.486930,0.447641,0.470438,0.422239,0.688696,0.604660,0.497168,0.454835,0.494177,0.453689,0.703961,0.618583,0.529285,0.453072,0.402917,0.380236,0.656316,0.579011,0.501413,0.480703,0.519578,0.504989,0.636321,0.562487,0.504593,0.494486,0.502147,0.499288
2000,0.474162,0.471021,0.445406,0.453309,0.405477,0.395458,0.706001,0.610437,0.503871,0.450647,0.484938,0.422580,0.717100,0.613782,0.512041,0.455301,0.506856,0.454826,0.737302,0.629525,0.553271,0.459159,0.408475,0.372123,0.685266,0.589024,0.506802,0.478321,0.521226,0.504389,0.663967,0.575102,0.510155,0.494766,0.501558,0.498174
2200,0.476288,0.470570,0.441149,0.449521,0.406564,0.389143,0.728251,0.615650,0.521192,0.455065,0.501202,0.425746,0.745471,0.622288,0.528254,0.456578,0.519667,0.456716,0.766668,0.635994,0.578118,0.467142,0.419324,0.368415,0.715154,0.599244,0.515215,0.476651,0.522826,0.503628,0.691450,0.586154,0.516976,0.495514,0.500856,0.496917
2400,0.479680,0.470949,0.437111,0.445744,0.408739,0.383124,0.750971,0.619563,0.539939,0.460511,0.518114,0.428086,0.773861,0.628251,0.545994,0.459169,0.535678,0.460846,0.796692,0.640848,0.603601,0.475219,0.432864,0.367778,0.744461,0.607530,0.525998,0.476364,0.524573,0.502783,0.720505,0.597302,0.524946,0.496359,0.499898,0.495341
2600,0.482375,0.470914,0.434141,0.442787,0.415082,0.379354,0.771623,0.621601,0.561043,0.467364,0.536926,0.431854,0.797957,0.629694,0.565437,0.462405,0.551060,0.464273,0.824811,0.642901,0.629173,0.482869,0.448498,0.368645,0.773855,0.614428,0.536189,0.475276,0.525366,0.501428,0.748929,0.606962,0.533774,0.497631,0.498938,0.493745
