step,train_loss,val_bpb,ln2_norm_L0,ln2_norm_L1,ln2_norm_L2,ln2_norm_L3,ln2_norm_L4,ln2_norm_L5,ln2_mean_L0,ln2_mean_L1,ln2_mean_L2,ln2_mean_L3,ln2_mean_L4,ln2_mean_L5,ln1_norm_L0,ln1_norm_L1,ln1_norm_L2,ln1_norm_L3,ln1_norm_L4,ln1_norm_L5
500,7.110755,2.029904,19.811569,19.740448,19.697708,19.701164,19.709921,19.748209,1.011004,1.007374,1.005193,1.005368,1.005814,1.007764,19.655487,19.660780,19.659298,19.677357,19.691305,19.667284
1000,5.949917,1.778964,19.837095,19.716955,19.733301,19.820532,19.970476,19.990366,1.012303,1.006170,1.007003,1.011450,1.019099,1.020106,19.469875,19.566383,19.581211,19.680153,19.759935,19.778908
1500,5.449023,1.642208,19.699781,19.603338,19.653458,19.903185,20.148857,20.188976,1.005288,1.000358,1.002911,1.015638,1.028163,1.030187,19.077948,19.268160,19.338711,19.586006,19.722908,19.826073
2000,5.110803,1.547904,19.454096,19.391979,19.466211,19.920012,20.227091,20.270306,0.992739,0.989547,0.993323,1.016442,1.032081,1.034235,18.516338,18.844528,18.995440,19.420486,19.606321,19.863316
2500,4.898733,1.488624,19.248383,19.215422,19.337061,19.958128,20.288961,20.396280,0.982229,0.980508,0.986696,1.018320,1.035143,1.040558,17.965111,18.426533,18.668308,19.244610,19.464808,19.967871
3000,4.728212,1.436983,19.122068,19.124977,19.274445,19.997190,20.309553,20.570454,0.975767,0.975869,0.983463,1.020228,1.036081,1.049321,17.431980,18.040819,18.361666,19.060066,19.298504,20.225834
3500,4.577146,1.394982,19.036001,19.074003,19.260830,20.079247,20.358603,20.787176,0.971359,0.973242,0.982718,1.024318,1.038460,1.060250,16.924551,17.689823,18.089611,18.873501,19.137665,20.490917
4000,4.484173,1.364515,18.990288,19.063004,19.294888,20.194767,20.461939,21.023920,0.969011,0.972641,0.984409,1.030095,1.043611,1.072183,16.457037,17.369602,17.836338,18.697735,18.984497,20.687288
4500,4.399742,1.343402,18.956724,19.073278,19.361868,20.331392,20.591576,21.259510,0.967280,0.973121,0.987755,1.036948,1.050107,1.084070,16.040997,17.086851,17.614336,18.536963,18.844433,20.830257
5000,4.345422,1.324696,18.944757,19.122700,19.482086,20.489801,20.731476,21.470963,0.966653,0.975590,0.993816,1.044898,1.057134,1.094705,15.689622,16.836645,17.418695,18.392424,18.716904,20.947031
5500,4.304575,1.309525,18.949015,19.183487,19.602592,20.650415,20.886450,21.684097,0.966854,0.978641,0.999875,1.052951,1.064935,1.105442,15.397914,16.619675,17.252708,18.260534,18.599842,21.042734
6000,4.242272,1.296275,18.963230,19.260384,19.732126,20.816719,21.045687,21.861813,0.967561,0.982507,1.006387,1.061325,1.072973,1.114361,15.151032,16.429617,17.105227,18.147909,18.497166,21.122152
6500,4.207364,1.284939,19.006306,19.356236,19.879757,20.978935,21.196461,22.042934,0.969738,0.987346,1.013832,1.069484,1.080564,1.123476,14.950463,16.267120,16.979973,18.052624,18.408865,21.195444
7000,4.162654,1.276162,19.041090,19.454132,20.016935,21.142683,21.350935,22.209764,0.971500,0.992287,1.020742,1.077725,1.088359,1.131862,14.783539,16.127369,16.872442,17.966379,18.333872,21.257914
7500,4.133538,1.267051,19.088058,19.561033,20.161192,21.296413,21.506336,22.372189,0.973880,0.997697,1.028031,1.085472,1.096217,1.140046,14.661147,16.006958,16.783714,17.896236,18.269426,21.315037
8000,4.097626,1.259685,19.133749,19.668131,20.306026,21.446260,21.654324,22.534956,0.976199,1.003126,1.035340,1.093023,1.103703,1.148261,14.558810,15.911925,16.710917,17.835880,18.218784,21.373075
8500,4.068141,1.252293,19.190662,19.770153,20.436741,21.592978,21.803831,22.683390,0.979090,1.008294,1.041942,1.100439,1.111280,1.155753,14.484468,15.832049,16.653111,17.792143,18.177385,21.422443
9000,4.058712,1.246797,19.246246,19.872999,20.571520,21.730843,21.944832,22.829437,0.981922,1.013513,1.048752,1.107416,1.118415,1.163136,14.431408,15.763250,16.609261,17.759787,18.146238,21.471142
9500,4.019532,1.240637,19.299282,19.969608,20.692390,21.860485,22.077620,22.960453,0.984616,1.018415,1.054866,1.113977,1.125139,1.169756,14.391047,15.711276,16.572550,17.730333,18.119755,21.520700
10000,4.003638,1.235493,19.351652,20.070156,20.810894,21.984676,22.197346,23.080177,0.987282,1.023516,1.060867,1.120275,1.131212,1.175811,14.370433,15.672832,16.546328,17.713371,18.104853,21.569815
10500,4.012401,1.230552,19.406399,20.153162,20.915655,22.088478,22.308245,23.202753,0.990070,1.027738,1.066174,1.125529,1.136832,1.182024,14.358285,15.645091,16.530411,17.699612,18.093302,21.614538
