step,L0.qkv_lut.T_soft,L0.qkv_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qkv_lut.T_soft,L1.qkv_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qkv_lut.T_soft,L2.qkv_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qkv_lut.T_soft,L3.qkv_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qkv_lut.T_soft,L4.qkv_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qkv_lut.T_soft,L5.qkv_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.502398,0.502448,0.498759,0.498786,0.498972,0.498963,0.496989,0.497010,0.498959,0.498861,0.498523,0.498677,0.499368,0.499349,0.500041,0.499861,0.499302,0.499355,0.499409,0.499480,0.500883,0.500863,0.503139,0.503147,0.499920,0.499920,0.499981,0.499896,0.498709,0.498696,0.503006,0.502782,0.500745,0.501128,0.500727,0.501157,0.502106,0.502104,0.503165,0.503222,0.500697,0.500764,0.500775,0.500845,0.502264,0.502273,0.503254,0.503268
400,0.512572,0.512705,0.504723,0.505005,0.495310,0.495629,0.488537,0.488655,0.497447,0.496105,0.491379,0.491869,0.496826,0.496786,0.493831,0.493596,0.496352,0.496178,0.495601,0.495752,0.500268,0.499539,0.513824,0.513405,0.504669,0.503653,0.504664,0.503680,0.492810,0.492512,0.513406,0.511897,0.504399,0.498917,0.504362,0.499213,0.501108,0.500780,0.513608,0.513181,0.506599,0.503678,0.506479,0.503839,0.495251,0.495042,0.513434,0.513020
600,0.530333,0.530556,0.519547,0.520161,0.487112,0.487804,0.478951,0.479354,0.493439,0.489493,0.477612,0.478203,0.492208,0.492101,0.484504,0.484274,0.494532,0.493794,0.491312,0.491581,0.496933,0.494162,0.524290,0.523154,0.516244,0.514229,0.516210,0.514837,0.489008,0.483050,0.529577,0.520738,0.507722,0.488637,0.507848,0.488493,0.494246,0.491147,0.528412,0.527621,0.512013,0.494447,0.512179,0.495703,0.486448,0.484832,0.527753,0.528162
800,0.556241,0.556578,0.541685,0.542691,0.470030,0.470874,0.466707,0.467475,0.488099,0.479215,0.458455,0.458873,0.483212,0.482768,0.471373,0.471135,0.493174,0.491076,0.485267,0.485750,0.491630,0.487693,0.532129,0.530130,0.526014,0.524252,0.526208,0.525534,0.495252,0.479908,0.543621,0.530773,0.508537,0.480123,0.509866,0.480405,0.500382,0.487682,0.540507,0.536279,0.514941,0.490148,0.515450,0.491997,0.490166,0.478891,0.539564,0.536869
1000,0.588020,0.588446,0.569546,0.570898,0.447887,0.448258,0.451936,0.453059,0.488053,0.470420,0.437856,0.437609,0.469815,0.468070,0.455726,0.455199,0.492597,0.487996,0.477084,0.477620,0.487140,0.481030,0.538847,0.533718,0.536437,0.534660,0.537480,0.537074,0.503164,0.482651,0.555047,0.539814,0.502736,0.472894,0.505967,0.474595,0.507740,0.486156,0.550735,0.539696,0.518365,0.482996,0.519270,0.485361,0.495321,0.476746,0.550667,0.540654
1200,0.621160,0.621680,0.598216,0.599948,0.427095,0.426236,0.437690,0.438975,0.490119,0.462467,0.419765,0.418325,0.457358,0.453139,0.440784,0.439665,0.492944,0.485196,0.468512,0.468870,0.483053,0.473830,0.545456,0.535485,0.545535,0.543582,0.546554,0.545871,0.509856,0.486702,0.564106,0.547735,0.505715,0.474417,0.509587,0.476753,0.512079,0.483590,0.557540,0.542239,0.524857,0.480016,0.526073,0.482830,0.500761,0.476255,0.559651,0.543292
1400,0.655878,0.656490,0.628685,0.630770,0.408972,0.405925,0.421221,0.422518,0.496149,0.455492,0.403635,0.400389,0.445730,0.437289,0.424239,0.422362,0.495030,0.482669,0.459019,0.458796,0.480216,0.467387,0.549498,0.534149,0.549233,0.547568,0.550482,0.550047,0.513694,0.488915,0.575142,0.555616,0.507501,0.475680,0.510860,0.477623,0.515114,0.485455,0.561305,0.544179,0.529738,0.477399,0.532167,0.481952,0.507181,0.479927,0.564951,0.545508
1600,0.690947,0.691681,0.660105,0.662563,0.395894,0.387942,0.406274,0.407390,0.503447,0.450141,0.391130,0.384657,0.437928,0.422781,0.409829,0.406631,0.497174,0.480112,0.449992,0.449178,0.478671,0.461659,0.551387,0.530447,0.561670,0.561003,0.563680,0.564724,0.523449,0.494531,0.595884,0.567417,0.516372,0.482424,0.518924,0.483590,0.523700,0.485683,0.566094,0.545590,0.535362,0.468767,0.538445,0.474167,0.516385,0.482646,0.572536,0.547097
1800,0.726644,0.727487,0.690965,0.693764,0.389266,0.371479,0.391447,0.392260,0.512857,0.445391,0.382301,0.370229,0.435109,0.410277,0.397092,0.392195,0.500208,0.477677,0.440511,0.438984,0.478333,0.455824,0.552776,0.526233,0.574152,0.572474,0.576126,0.577784,0.532716,0.499558,0.615182,0.578885,0.523914,0.487674,0.526829,0.489244,0.530144,0.486977,0.569609,0.546653,0.542879,0.461329,0.546008,0.466715,0.526602,0.485392,0.578396,0.548199
