seed,update,env_steps,ep_ret_mean,ep_ret_max,ep_len_mean,lr,logstd,kl
0,1,262144,-1.7460324208618934,21.591289520263672,16.330770655798442,0.0002999988705149873,-0.007461962755769491,0.018487125635147095
0,10,2621440,24.394198890493698,416.40631103515625,50.938058035714285,0.0002998870670902326,-0.05057601258158684,0.005522624589502811
0,20,5242880,259.8159680638723,662.15380859375,167.20570287995437,0.0002995484573067394,-0.07918476313352585,0.01177235972136259
0,30,7864320,310.36029549865395,679.7361450195312,154.91166343204156,0.0002989847371708259,-0.14128893613815308,0.011455152183771133
0,40,10485760,461.59292163235824,1065.0777587890625,182.68284579270494,0.0002981968498314587,-0.20881983637809753,0.013855382800102234
0,50,13107200,630.7478401727861,1189.26416015625,211.26934845212384,0.00029718611348730165,-0.2703607976436615,0.017297405749559402
0,60,15728640,907.0560353691137,1935.2818603515625,285.4143532798684,0.0002959542191812635,-0.3242781162261963,0.01906019076704979
0,70,18350080,1500.1757518796992,2747.997314453125,461.7228786251343,0.0002945032279712482,-0.3795166015625,0.020375758409500122
0,80,20971520,3104.575364154528,3861.881591796875,886.9493350221659,0.0002928355674818394,-0.4297199249267578,0.024210520088672638
0,90,23592960,3564.2166143443615,3968.328857421875,981.5624245351364,0.0002909540278426898,-0.482511043548584,0.022325413301587105
0,100,26214400,3297.2439782439783,4148.572265625,843.1810411810412,0.00028886175702041143,-0.5321283340454102,0.02830253355205059
0,110,28835840,3896.6859205776173,4311.9462890625,951.2884075411151,0.0002865622555517741,-0.5739200711250305,0.02907772734761238
0,120,31457280,4148.39587628866,4453.69921875,984.8847651775487,0.00028405937068702803,-0.6099076271057129,0.030379528179764748
0,130,34078720,3833.394277108434,4535.3837890625,885.0451807228916,0.0002813572899531447,-0.6429164409637451,0.030571704730391502
0,140,36700160,4136.636057692308,4621.03662109375,935.15,0.0002784605341477492,-0.6755306720733643,0.031022822484374046
0,150,39321600,4424.886964448496,4684.50244140625,984.6861896080219,0.000275373949775464,-0.7047592997550964,0.031021982431411743
0,160,41943040,4287.10603588907,4736.05517578125,941.6258836324089,0.00027210270093931693,-0.7310325503349304,0.031196163967251778
0,170,44564480,4346.360335195531,4793.20166015625,946.0050279329608,0.0002686522607007845,-0.7525486946105957,0.030305594205856323
0,180,47185920,4563.451141552511,4858.51025390625,984.196803652968,0.00026502840192292,-0.7703683376312256,0.031590696424245834
0,190,49807360,4427.9838862559245,4877.80517578125,947.4630331753555,0.0002612371876118919,-0.7873067855834961,0.03252002224326134
0,200,52428800,4425.328088578089,4881.02294921875,939.9965034965035,0.0002572849607730884,-0.8029439449310303,0.03241235762834549
0,210,55050240,4669.374969973576,4953.48486328125,984.548883017055,0.0002531783337987607,-0.8172155618667603,0.030358465388417244
0,220,57671680,4538.795813754806,4950.7548828125,953.948312686886,0.0002489241774049615,-0.8299580812454224,0.03314828872680664
0,230,60293120,4506.776053215078,4949.81787109375,942.6047671840355,0.0002445296091362855,-0.8434803485870361,0.0328509584069252
0,240,62914560,4675.043300025622,4981.32666015625,972.9185242121445,0.00024000198145764752,-0.8550674915313721,0.030069401487708092
0,250,65536000,4597.302636757182,5007.15869140625,952.5600157418339,0.00023534886945301934,-0.8653713464736938,0.031847380101680756
0,260,68157440,4530.57185778668,5023.10693359375,934.4191286930395,0.00023057805815170703,-0.875575065612793,0.030576759949326515
0,270,70778880,4715.289900426743,5067.78564453125,967.4648648648649,0.00022569752950337294,-0.8857828974723816,0.033872656524181366
0,280,73400320,4646.540930400289,5086.54833984375,949.664983772088,0.0002207154490235943,-0.8963319659233093,0.03257922828197479
0,290,76021760,4498.498649864987,5105.82373046875,914.5328532853285,0.00021564015213230116,-0.9056157469749451,0.031223837286233902
0,300,78643200,4759.533854166667,5151.09912109375,961.9544270833334,0.00021048013020795065,-0.9149512648582458,0.030636170879006386
0,310,81264640,4739.535726045439,5185.5224609375,953.8900230490616,0.00020524401638077083,-0.9231705665588379,0.0308355912566185
0,320,83886080,4643.210799136069,5251.7119140625,929.5974082073434,0.00019994057108884122,-0.9318410754203796,0.031062422320246696
0,330,86507520,4788.913924050633,5288.02783203125,953.0929475587703,0.00019457866742117827,-0.9381442070007324,0.033331431448459625
0,340,89128960,4809.929192546584,5344.478515625,952.2568322981366,0.00018916727627234616,-0.9442529678344727,0.034526847302913666
0,350,91750400,4763.756218905472,5358.01611328125,939.570895522388,0.0001837154513334313,-0.9521705508232117,0.03064468502998352
0,360,94371840,4766.716704288939,5380.62841796875,938.0173062452972,0.00017823231394449137,-0.9587329626083374,0.03305266425013542
0,370,96993280,4821.198719902469,5399.876953125,945.6894239561109,0.00017272703783382252,-0.9658955335617065,0.031255029141902924
0,380,99614720,4772.827641623142,5453.8857421875,933.1044596223383,0.00016720883376957643,-0.9726302623748779,0.03203712776303291
0,390,102236160,4754.212733511246,5434.43310546875,927.9942813572245,0.00016168693414940754,-0.9787575006484985,0.03270188346505165
0,400,104857600,4935.665207877461,5436.17138671875,961.1106595811191,0.00015617057755393137,-0.9856318235397339,0.03240193426609039
0,410,107479040,4850.631578947368,5457.85888671875,941.7323886639676,0.00015066899328983896,-0.9933375716209412,0.030050650238990784
0,420,110100480,4818.693258426966,5469.015625,932.9307116104869,0.00014519138594852683,-0.9989637732505798,0.03041514754295349
0,430,112721920,4920.135845471817,5517.48486328125,949.5262824572515,0.0001397469200060784,-1.0048542022705078,0.032580479979515076
0,440,115343360,4848.087143415397,5551.220703125,934.3985932004689,0.0001343447044903603,-1.0102161169052124,0.03049582988023758
0,450,117964800,4895.115980355119,5619.87890625,940.6426142803174,0.00012899377774088948,-1.0164363384246826,0.032010141760110855
0,460,120586240,4875.890694710007,5519.93798828125,936.7259400892289,0.0001237030922869661,-1.0222985744476318,0.03079110197722912
0,470,123207680,4823.703199705774,5555.6435546875,924.1596175064362,0.00011848149986937494,-1.028188943862915,0.03209014981985092
0,480,125829120,4744.893299344501,5570.1640625,907.2782228696285,0.00011333773663071365,-1.0331144332885742,0.031146354973316193
0,490,128450560,4941.517275747508,5628.978515625,938.1272425249169,0.00010828040849912587,-1.0382091999053955,0.03097093105316162
0,500,131072000,4876.576768046903,5605.361328125,925.2693294246977,0.00010331797678989386,-1.0436203479766846,0.03141314908862114
0,510,133693440,4853.305752840909,5600.41943359375,919.6999289772727,9.845874404897978e-05,-1.0479552745819092,0.03329019248485565
0,520,136314880,4892.986468200271,5637.78955078125,923.3545331529093,9.371084016220086e-05,-1.053073763847351,0.03125368803739548
0,530,138936320,4930.030248469571,5657.65478515625,927.020165646381,8.908220875327915e-05,-1.057849645614624,0.030027594417333603
0,540,141557760,4960.208732694356,5678.85498046875,927.7412140575079,8.458059389352199e-05,-1.0634636878967285,0.031730569899082184
0,550,144179200,5017.669534050179,5708.0390625,933.7290322580645,8.021352714537036e-05,-1.0684223175048828,0.03096143901348114
0,560,146800640,5057.626258992806,5687.43994140625,939.0190647482015,7.598831496149118e-05,-1.0738263130187988,0.031317371875047684
0,570,149422080,5082.3452380952385,5698.619140625,943.2958152958153,7.191202646049642e-05,-1.0787746906280518,0.030133109539747238
0,580,152043520,5073.660478400571,5721.50048828125,940.8629061049625,6.799148159974119e-05,-1.0829882621765137,0.03172147274017334
