step,train_loss,val_bpb,ln2_norm_L0,ln2_norm_L1,ln2_norm_L2,ln2_norm_L3,ln2_norm_L4,ln2_norm_L5,ln2_mean_L0,ln2_mean_L1,ln2_mean_L2,ln2_mean_L3,ln2_mean_L4,ln2_mean_L5,ln1_norm_L0,ln1_norm_L1,ln1_norm_L2,ln1_norm_L3,ln1_norm_L4,ln1_norm_L5,tau_L0,tau_L1,tau_L2,tau_L3,tau_L4,tau_L5
500,8.194281,2.342142,19.688562,19.661062,19.644009,19.661726,19.627672,19.622623,1.004727,1.003324,1.002454,1.003357,1.001620,1.001362,19.692854,19.636587,19.631678,19.634487,19.619865,19.613808,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
1000,6.601552,1.961321,19.729261,19.686331,19.680435,19.696604,19.699556,19.719883,1.006804,1.004613,1.004311,1.005136,1.005285,1.006323,19.700392,19.685184,19.694958,19.715418,19.710054,19.700029,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
1500,6.002872,1.809669,19.753603,19.709837,19.750458,19.764463,19.835560,19.826727,1.008045,1.005811,1.007881,1.008596,1.012220,1.011769,19.659691,19.698586,19.725573,19.762732,19.776392,19.777836,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
2000,5.634002,1.704113,19.753330,19.745169,19.872976,19.882769,20.061365,19.963123,1.008029,1.007611,1.014122,1.014623,1.023729,1.018714,19.580269,19.698198,19.734957,19.790018,19.817118,19.860931,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
2500,5.333834,1.615766,19.728935,19.784634,20.047291,20.062206,20.335543,20.119207,1.006782,1.009618,1.022992,1.023759,1.037694,1.026651,19.438572,19.680573,19.715815,19.796431,19.831783,19.963438,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
3000,5.093738,1.544344,19.679670,19.819580,20.252243,20.291943,20.609106,20.288498,1.004265,1.011393,1.033414,1.035449,1.051620,1.035252,19.232889,19.650623,19.664474,19.782627,19.826904,20.088270,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
3500,4.894269,1.488209,19.598667,19.837816,20.455538,20.525120,20.837418,20.452938,1.000126,1.012311,1.043741,1.047304,1.063235,1.043603,18.962397,19.609808,19.576401,19.750784,19.806459,20.293919,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
4000,4.721340,1.431500,19.424967,19.832083,20.605862,20.706219,20.986345,20.614382,0.991253,1.012002,1.051361,1.056504,1.070794,1.051795,18.591925,19.553753,19.445061,19.690636,19.767204,20.680840,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
4500,4.560639,1.388484,19.139496,19.768892,20.707535,20.830450,21.077492,20.756149,0.976675,1.008761,1.056497,1.062802,1.075405,1.058992,18.134907,19.490562,19.270334,19.611506,19.704233,21.028540,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
5000,4.454284,1.355304,18.758976,19.666048,20.758472,20.876194,21.119423,20.853411,0.957236,1.003497,1.059035,1.065093,1.077512,1.063923,17.614948,19.418177,19.070686,19.520596,19.639858,21.324699,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
5500,4.373015,1.327334,18.383678,19.547886,20.751909,20.878017,21.118908,20.922771,0.938060,0.997450,1.058645,1.065147,1.077446,1.067439,17.107460,19.343756,18.864357,19.440685,19.576736,21.566126,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
6000,4.284963,1.307483,18.026596,19.419390,20.727839,20.867138,21.100548,20.966379,0.919814,0.990870,1.057364,1.064555,1.076485,1.069655,16.618198,19.269911,18.660378,19.364782,19.529448,21.773993,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
6500,4.234859,1.291994,17.697138,19.297750,20.684538,20.817610,21.059645,21.001535,0.902970,0.984642,1.055110,1.061992,1.074370,1.071430,16.149469,19.197170,18.466099,19.292934,19.482538,21.960575,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
7000,4.180099,1.278074,17.362070,19.178417,20.634748,20.760984,21.011631,21.029354,0.885831,0.978529,1.052521,1.059072,1.071897,1.072835,15.698908,19.131929,18.276470,19.237158,19.439159,22.131123,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
7500,4.144322,1.266570,17.043657,19.057919,20.573137,20.698530,20.946217,21.046947,0.869539,0.972359,1.049330,1.055844,1.068535,1.073717,15.269732,19.067503,18.101934,19.192633,19.405819,22.291311,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
