step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.499248,0.499313,0.499281,0.499284,0.499322,0.499273,0.499236,0.498983,0.499821,0.499224,0.499052,0.499041,0.499812,0.499774,0.500686,0.499685,0.500102,0.499472,0.499328,0.499295,0.500047,0.500037,0.500954,0.500594,0.500123,0.499574,0.499233,0.499207,0.500018,0.500010,0.501061,0.500850,0.499980,0.499564,0.499367,0.499336,0.500051,0.500046,0.501133,0.500955,0.500010,0.499757,0.499692,0.499672,0.500114,0.500112,0.501192,0.501051
400,0.497524,0.497936,0.496392,0.496427,0.496107,0.495977,0.499092,0.496290,0.501288,0.498101,0.496526,0.496250,0.497974,0.497777,0.503438,0.500134,0.499888,0.497837,0.497458,0.497321,0.499378,0.499269,0.503566,0.502032,0.499217,0.497964,0.497688,0.497618,0.499334,0.499252,0.503757,0.502706,0.499019,0.498047,0.497871,0.497869,0.499532,0.499420,0.503777,0.502894,0.499308,0.498947,0.498539,0.498578,0.500039,0.500001,0.504019,0.503263
600,0.494771,0.495892,0.490994,0.491082,0.490365,0.490191,0.501700,0.494927,0.504659,0.496785,0.492623,0.491834,0.493456,0.493087,0.506399,0.499949,0.498828,0.494699,0.494986,0.494467,0.496301,0.495896,0.506390,0.502450,0.497884,0.495210,0.494343,0.494197,0.497276,0.496957,0.507018,0.503542,0.497031,0.495184,0.495496,0.495211,0.498314,0.497978,0.507704,0.504795,0.498606,0.498006,0.496576,0.496684,0.499438,0.499240,0.508208,0.505464
800,0.490935,0.492954,0.483151,0.483301,0.482334,0.482074,0.505925,0.494794,0.509620,0.494285,0.485584,0.484409,0.485924,0.485405,0.509897,0.498077,0.498412,0.490473,0.491253,0.490028,0.490466,0.489709,0.509139,0.500236,0.497436,0.491735,0.488359,0.488237,0.493268,0.492445,0.510913,0.501723,0.495369,0.491019,0.492105,0.491277,0.495983,0.495238,0.512702,0.504663,0.497716,0.496355,0.494242,0.494189,0.497634,0.497142,0.513386,0.505623
1000,0.486138,0.489148,0.473306,0.473527,0.472246,0.471828,0.512163,0.496193,0.515639,0.491539,0.476645,0.474786,0.475767,0.475078,0.514241,0.495509,0.499867,0.484573,0.485849,0.483539,0.482802,0.481658,0.511643,0.496635,0.498585,0.487944,0.480274,0.480009,0.487313,0.485796,0.514736,0.497555,0.495031,0.486250,0.487107,0.485602,0.492142,0.490702,0.519336,0.501527,0.496769,0.493938,0.490353,0.490191,0.494307,0.493316,0.520059,0.502845
1200,0.480048,0.484203,0.461609,0.461921,0.460303,0.459618,0.520556,0.499016,0.523255,0.488011,0.467127,0.463679,0.463939,0.462880,0.520177,0.492497,0.504630,0.477424,0.479196,0.475262,0.473379,0.471639,0.514372,0.492205,0.501695,0.483443,0.470797,0.469963,0.479550,0.477010,0.518981,0.492690,0.496897,0.481511,0.480895,0.478306,0.486823,0.484235,0.526306,0.496596,0.496856,0.491306,0.485820,0.485423,0.488728,0.487002,0.527198,0.498365
1400,0.473535,0.478686,0.448365,0.448716,0.447206,0.445921,0.531778,0.503178,0.531895,0.484239,0.459302,0.451805,0.450950,0.448982,0.528481,0.489202,0.513063,0.470098,0.471160,0.464637,0.462567,0.459739,0.518323,0.486854,0.507799,0.478479,0.460361,0.458472,0.471052,0.466813,0.524268,0.486195,0.501078,0.476745,0.473462,0.469643,0.481458,0.477240,0.534486,0.489838,0.497696,0.488631,0.479620,0.478992,0.481511,0.478832,0.535483,0.492054
1600,0.465984,0.471830,0.434417,0.434672,0.434200,0.431150,0.545575,0.508903,0.543847,0.479869,0.456776,0.439474,0.439963,0.434145,0.540127,0.486132,0.524436,0.463361,0.463283,0.452805,0.451168,0.446363,0.523661,0.480328,0.515044,0.473100,0.449840,0.445162,0.462228,0.455100,0.530546,0.478774,0.508072,0.472076,0.466081,0.460468,0.476387,0.469622,0.543728,0.481589,0.499070,0.485624,0.472057,0.470936,0.473024,0.468994,0.543552,0.484206
1800,0.458240,0.464592,0.420252,0.420084,0.426886,0.416149,0.561390,0.515059,0.555097,0.474627,0.463925,0.429191,0.442331,0.419981,0.552176,0.482943,0.538549,0.455953,0.457125,0.440795,0.440955,0.432334,0.528999,0.474520,0.525696,0.467705,0.440297,0.431021,0.455052,0.442705,0.535983,0.471656,0.516321,0.467207,0.458026,0.450257,0.470519,0.459933,0.552415,0.473784,0.501282,0.483143,0.464600,0.462548,0.464820,0.458615,0.551587,0.475351
