step,train_loss,val_bpb,ln2_norm_L0,ln2_norm_L1,ln2_norm_L2,ln2_norm_L3,ln2_norm_L4,ln2_norm_L5,ln2_mean_L0,ln2_mean_L1,ln2_mean_L2,ln2_mean_L3,ln2_mean_L4,ln2_mean_L5,ln1_norm_L0,ln1_norm_L1,ln1_norm_L2,ln1_norm_L3,ln1_norm_L4,ln1_norm_L5
7000,4.045591,1.240377,19.610161,19.610752,19.612820,19.608961,19.597239,19.451330,1.000615,1.000522,1.000606,1.000399,0.999829,0.992317,14.144436,18.319971,20.990700,20.375803,19.796465,21.950382
7500,4.015029,1.231657,19.610834,19.610651,19.613636,19.608967,19.597061,19.434847,1.000642,1.000503,1.000626,1.000384,0.999808,0.991450,13.984196,18.236660,21.016228,20.378218,19.796619,22.069710
8000,3.975719,1.223938,19.610741,19.610893,19.614594,19.608849,19.596708,19.420862,1.000627,1.000496,1.000665,1.000368,0.999781,0.990711,13.848171,18.167145,21.044437,20.380342,19.800570,22.174599
8500,3.943304,1.217436,19.611416,19.610264,19.614782,19.608683,19.595724,19.409140,1.000659,1.000454,1.000661,1.000343,0.999718,0.990091,13.735796,18.101460,21.060463,20.386148,19.806507,22.273708
9000,3.931587,1.211100,19.611916,19.609673,19.614847,19.608303,19.594336,19.397371,1.000676,1.000412,1.000653,1.000312,0.999642,0.989470,13.644535,18.048101,21.075527,20.394222,19.813776,22.358870
9500,3.890507,1.205405,19.611946,19.609140,19.614862,19.607948,19.593388,19.387348,1.000677,1.000375,1.000643,1.000286,0.999592,0.988942,13.573447,18.002487,21.102922,20.403662,19.822788,22.443838
10000,3.871044,1.199793,19.612541,19.608534,19.615246,19.607851,19.591866,19.379429,1.000706,1.000340,1.000658,1.000275,0.999507,0.988526,13.522224,17.964844,21.127796,20.413834,19.838495,22.520082
10500,3.878554,1.195017,19.612509,19.608690,19.614750,19.606794,19.591930,19.372786,1.000698,1.000345,1.000628,1.000212,0.999506,0.988179,13.480394,17.932600,21.146637,20.430220,19.851610,22.587709
11000,3.817087,1.190994,19.613247,19.608551,19.614861,19.606783,19.591030,19.365627,1.000735,1.000332,1.000626,1.000207,0.999454,0.987801,13.453024,17.908401,21.167133,20.446070,19.869696,22.649757
11500,3.804471,1.186684,19.613438,19.608923,19.614906,19.606640,19.590778,19.360113,1.000746,1.000351,1.000623,1.000196,0.999439,0.987510,13.436718,17.887753,21.185980,20.459133,19.883720,22.707129
12000,3.795819,1.183199,19.613300,19.608669,19.614519,19.606400,19.590233,19.355026,1.000737,1.000337,1.000601,1.000181,0.999408,0.987245,13.429741,17.874508,21.206474,20.472002,19.897543,22.757788
12500,3.769694,1.180006,19.613344,19.608494,19.614643,19.606434,19.589947,19.351061,1.000738,1.000326,1.000607,1.000182,0.999390,0.987038,13.425062,17.864229,21.222183,20.485243,19.911818,22.803083
13000,3.752539,1.177511,19.613228,19.608410,19.614737,19.606968,19.589672,19.347540,1.000734,1.000317,1.000611,1.000211,0.999375,0.986851,13.426324,17.857775,21.237041,20.497913,19.925383,22.840616
13500,3.746195,1.174820,19.613169,19.608351,19.614685,19.606558,19.589214,19.345295,1.000731,1.000313,1.000607,1.000189,0.999349,0.986732,13.430954,17.851948,21.251566,20.508858,19.937574,22.874804
14000,3.725086,1.172849,19.613241,19.608360,19.614719,19.606627,19.588747,19.342936,1.000734,1.000313,1.000608,1.000191,0.999324,0.986608,13.432550,17.848347,21.262400,20.520397,19.949121,22.903727
14500,3.708132,1.171288,19.613255,19.608284,19.614601,19.606472,19.588690,19.341370,1.000733,1.000308,1.000601,1.000182,0.999323,0.986526,13.437724,17.845480,21.273705,20.530554,19.958929,22.930120
15000,3.710220,1.169980,19.613298,19.608089,19.614567,19.606230,19.588310,19.339828,1.000736,1.000297,1.000599,1.000169,0.999303,0.986444,13.443101,17.843147,21.283373,20.538496,19.969004,22.953245
15500,3.699389,1.168829,19.613258,19.608171,19.614470,19.606140,19.588257,19.338814,1.000734,1.000301,1.000593,1.000163,0.999301,0.986392,13.446949,17.842663,21.295460,20.547821,19.978148,22.974550
16000,3.692481,1.168194,19.613304,19.608288,19.614382,19.606060,19.588259,19.337557,1.000735,1.000308,1.000589,1.000159,0.999301,0.986326,13.453901,17.841764,21.305141,20.556177,19.987246,22.996162
