step,train_loss,val_bpb,ln2_norm_L0,ln2_norm_L1,ln2_norm_L2,ln2_norm_L3,ln2_norm_L4,ln2_norm_L5,ln2_mean_L0,ln2_mean_L1,ln2_mean_L2,ln2_mean_L3,ln2_mean_L4,ln2_mean_L5,ln1_norm_L0,ln1_norm_L1,ln1_norm_L2,ln1_norm_L3,ln1_norm_L4,ln1_norm_L5
500,6.930632,1.969821,19.596685,19.600445,19.599041,19.600632,19.598629,19.597675,1.000038,1.000230,1.000158,1.000239,1.000138,1.000089,19.667795,19.658998,19.656429,19.665983,19.667587,19.657681
1000,5.765477,1.722367,19.598789,19.604315,19.602396,19.604012,19.601423,19.600098,1.000143,1.000424,1.000326,1.000409,1.000276,1.000208,19.514000,19.666164,19.686569,19.706568,19.740948,19.736111
1500,5.279739,1.591804,19.601019,19.608191,19.606022,19.606819,19.603436,19.601542,1.000254,1.000614,1.000502,1.000542,1.000368,1.000271,19.094524,19.627043,19.676056,19.749933,19.788830,19.873613
2000,4.962816,1.502771,19.603048,19.611717,19.607288,19.608181,19.605360,19.599037,1.000350,1.000777,1.000550,1.000594,1.000445,1.000124,18.449804,19.545950,19.704618,19.834173,19.830158,20.103184
2500,4.728734,1.434763,19.603937,19.611713,19.608709,19.609083,19.606255,19.591900,1.000387,1.000760,1.000599,1.000619,1.000469,0.999736,17.766644,19.429365,20.067366,20.004366,19.852242,20.369921
3000,4.543526,1.382288,19.604607,19.611038,19.608555,19.609423,19.605665,19.582933,1.000411,1.000701,1.000566,1.000610,1.000416,0.999252,17.124422,19.283197,20.387171,20.151571,19.861095,20.585361
3500,4.417436,1.348273,19.605318,19.610504,19.609243,19.609762,19.605907,19.568876,1.000437,1.000653,1.000571,1.000601,1.000407,0.998509,16.553732,19.141546,20.559742,20.243813,19.859722,20.785004
4000,4.343290,1.322396,19.605614,19.611248,19.610661,19.608822,19.605114,19.555071,1.000442,1.000672,1.000624,1.000525,1.000343,0.997779,16.046684,19.007536,20.669386,20.296377,19.850452,20.984688
4500,4.268640,1.302284,19.606152,19.611980,19.610783,19.608704,19.602724,19.537518,1.000459,1.000686,1.000605,1.000494,1.000195,0.996854,15.594879,18.870827,20.753462,20.332701,19.840395,21.172144
5000,4.221351,1.287003,19.606571,19.612753,19.611729,19.609497,19.601774,19.521715,1.000467,1.000705,1.000634,1.000508,1.000129,0.996020,15.203473,18.744934,20.821751,20.354763,19.826834,21.356251
5500,4.184139,1.272029,19.607166,19.612782,19.612263,19.609455,19.600651,19.504053,1.000485,1.000681,1.000635,1.000485,1.000055,0.995090,14.861663,18.625458,20.876955,20.368765,19.819670,21.524235
6000,4.124514,1.259966,19.608244,19.611361,19.613604,19.608440,19.599169,19.485399,1.000535,1.000584,1.000683,1.000408,0.999958,0.994108,14.583398,18.515903,20.922991,20.374613,19.812263,21.682898
6500,4.092145,1.249448,19.609116,19.611406,19.613037,19.608393,19.598763,19.467756,1.000571,1.000571,1.000633,1.000389,0.999921,0.993180,14.341688,18.411892,20.961340,20.380316,19.799747,21.822203
