step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.499171,0.499258,0.499509,0.499510,0.500020,0.499979,0.498909,0.498550,0.499550,0.498896,0.498742,0.498720,0.500024,0.500004,0.500736,0.499738,0.499730,0.499077,0.498769,0.498735,0.500074,0.500069,0.501364,0.500950,0.500341,0.499427,0.498832,0.498794,0.499957,0.499948,0.501525,0.501230,0.499625,0.499221,0.499298,0.499278,0.500080,0.500078,0.501614,0.501393,0.499702,0.499555,0.499350,0.499340,0.500034,0.500031,0.501731,0.501567
400,0.497248,0.497765,0.495795,0.495865,0.495876,0.495777,0.502805,0.499677,0.501476,0.497480,0.494538,0.494211,0.497510,0.497328,0.506016,0.504184,0.501607,0.498323,0.496282,0.495802,0.500199,0.500081,0.506873,0.506164,0.503436,0.500026,0.495571,0.495167,0.497725,0.497585,0.506906,0.506168,0.500097,0.498134,0.496875,0.496723,0.499951,0.499857,0.506985,0.506356,0.500169,0.499344,0.498421,0.498384,0.500043,0.500018,0.507176,0.506694
600,0.494264,0.495630,0.488043,0.488246,0.487285,0.487122,0.509544,0.504254,0.504938,0.496049,0.486754,0.486114,0.489732,0.489392,0.513041,0.509148,0.504012,0.496630,0.490110,0.488967,0.497017,0.496397,0.515153,0.512958,0.507782,0.500549,0.489789,0.488609,0.492801,0.492409,0.514124,0.511404,0.501176,0.495653,0.492515,0.492098,0.497801,0.497264,0.514364,0.511991,0.501014,0.499050,0.496219,0.496053,0.499020,0.498810,0.515116,0.513133
800,0.489795,0.492366,0.476916,0.477217,0.475505,0.475253,0.518340,0.510238,0.510001,0.493814,0.476186,0.475139,0.478393,0.477897,0.520760,0.512674,0.507746,0.494054,0.481442,0.479321,0.490856,0.489342,0.524900,0.518203,0.513931,0.499804,0.482510,0.479465,0.485085,0.484352,0.521478,0.514187,0.503420,0.492248,0.486767,0.485734,0.494543,0.493318,0.521571,0.515379,0.502744,0.498656,0.492476,0.492106,0.496755,0.496004,0.524113,0.518082
1000,0.484539,0.488433,0.462477,0.462795,0.460679,0.460299,0.529226,0.517281,0.515641,0.490856,0.463719,0.461784,0.464733,0.463832,0.529444,0.514585,0.513538,0.490517,0.470252,0.466690,0.481439,0.478395,0.534425,0.520357,0.521804,0.498492,0.473400,0.467430,0.474425,0.473047,0.528635,0.514403,0.508691,0.487684,0.478755,0.476579,0.489579,0.487131,0.528292,0.516446,0.504940,0.497777,0.486203,0.485456,0.493233,0.491664,0.533863,0.520591
1200,0.478200,0.483929,0.446794,0.446894,0.443704,0.442923,0.543901,0.526851,0.523249,0.487659,0.450703,0.446570,0.449233,0.447191,0.539416,0.515238,0.523249,0.485734,0.457577,0.451682,0.470615,0.465126,0.544056,0.520403,0.533064,0.496769,0.463586,0.452845,0.462265,0.459416,0.536269,0.512502,0.516966,0.482202,0.468286,0.464422,0.482354,0.478023,0.535583,0.515752,0.508701,0.497258,0.479710,0.478349,0.489595,0.486369,0.544077,0.520186
1400,0.472105,0.479310,0.431632,0.430777,0.426712,0.424090,0.561973,0.538352,0.532451,0.483571,0.442808,0.431377,0.436658,0.429578,0.551252,0.515911,0.535512,0.480446,0.446987,0.435819,0.460605,0.449542,0.554733,0.519458,0.546309,0.494499,0.456525,0.436111,0.451608,0.444872,0.545527,0.509486,0.529977,0.476461,0.457665,0.451246,0.473804,0.466563,0.543875,0.513703,0.512924,0.495555,0.472976,0.470583,0.486870,0.481256,0.555094,0.518188
1600,0.466637,0.475004,0.418159,0.414573,0.419253,0.405510,0.584402,0.552618,0.547725,0.480250,0.447247,0.417098,0.441496,0.413396,0.566651,0.517261,0.553037,0.475415,0.443057,0.419556,0.461174,0.436977,0.566738,0.518445,0.562954,0.493279,0.457980,0.420335,0.445422,0.429725,0.557841,0.506168,0.547416,0.471387,0.446113,0.436086,0.465925,0.453861,0.553575,0.510470,0.519446,0.494401,0.465528,0.461651,0.485092,0.475126,0.567708,0.514598
1800,0.460823,0.469892,0.411930,0.402035,0.435771,0.392546,0.611672,0.570679,0.563893,0.476648,0.467302,0.408198,0.462707,0.403833,0.587034,0.519840,0.574824,0.471168,0.452661,0.406252,0.472850,0.426463,0.582975,0.517409,0.581802,0.490087,0.473543,0.406884,0.450341,0.417171,0.573892,0.501689,0.571907,0.466226,0.437690,0.420735,0.459863,0.439947,0.566467,0.505915,0.525503,0.491996,0.458284,0.452141,0.485933,0.469551,0.583729,0.509279
