step,train_loss,val_bpb,ln2_norm_L0,ln2_norm_L1,ln2_norm_L2,ln2_norm_L3,ln2_norm_L4,ln2_norm_L5,ln2_mean_L0,ln2_mean_L1,ln2_mean_L2,ln2_mean_L3,ln2_mean_L4,ln2_mean_L5,ln1_norm_L0,ln1_norm_L1,ln1_norm_L2,ln1_norm_L3,ln1_norm_L4,ln1_norm_L5,lm_g_L0,lm_g_L1,lm_g_L2,lm_g_L3,lm_g_L4,lm_g_L5,lm_beta_L0,lm_beta_L1,lm_beta_L2,lm_beta_L3,lm_beta_L4,lm_beta_L5,lm_gamma_L0,lm_gamma_L1,lm_gamma_L2,lm_gamma_L3,lm_gamma_L4,lm_gamma_L5,lut_tv,lut_tv_L0,lut_tv_L1,lut_tv_L2,lut_tv_L3,lut_tv_L4,lut_tv_L5
500,7.298630,2.117601,19.834141,19.702799,19.690340,19.678120,19.743587,19.740398,1.012155,1.005451,1.004816,1.004192,1.007531,1.007367,19.710634,19.634941,19.643242,19.639656,19.654322,19.659473,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.03191018,2.01942444,2.01604009,2.01558900,2.02652669,2.02591705,0.98824435,0.99168897,0.99221903,0.99243087,0.98641092,0.98720425,7.23045129e-05,2.80035485e-04,4.36694863e-05,3.15111174e-05,3.06493785e-05,2.69087905e-05,2.10528196e-05
1000,7.592511,2.272916,19.900335,19.700335,19.738495,19.700701,19.853630,20.055553,1.015527,1.005320,1.007265,1.005334,1.013141,1.023441,19.722441,19.572306,19.581797,19.611065,19.624971,19.729700,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.04343987,2.02068734,2.02655935,2.01814795,2.04187655,2.07079768,0.98514664,0.99087316,0.98713565,0.99140638,0.97991794,0.96595675,3.35596014e-04,7.70990388e-04,3.03171721e-04,2.76060891e-04,2.49197648e-04,1.77351583e-04,2.36803855e-04
1500,7.351530,2.288383,19.942284,19.694996,19.731510,19.826725,19.913675,20.331978,1.017633,1.005032,1.006895,1.011753,1.016193,1.037534,19.740046,19.493855,19.460764,19.504143,19.639271,19.756989,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.05234194,2.02275157,2.02939820,2.04172945,2.05766606,2.10671473,0.98078096,0.99027812,0.98583418,0.98104030,0.97325021,0.95264822,8.37619251e-04,1.62377034e-03,8.21105088e-04,8.60517437e-04,7.10135093e-04,5.13404200e-04,4.96783352e-04
2000,9.599216,3.417820,19.799152,19.953564,20.148113,20.320461,20.464815,21.197067,1.010333,1.018186,1.028116,1.036886,1.044270,1.081640,19.740973,19.569687,19.409676,19.715446,19.761881,20.152439,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.02811861,2.07259679,2.09327435,2.11082411,2.13877439,2.21993303,0.99172616,0.96787828,0.95681673,0.95064223,0.93800789,0.90426397,1.42480218e-03,2.53451802e-03,1.67451450e-03,1.52216270e-03,1.21237454e-03,8.30463774e-04,7.74779532e-04
2500,13.301616,4.090830,19.915339,20.084747,20.407417,20.747679,21.134718,22.189758,1.016224,1.024859,1.041340,1.058478,1.078386,1.132255,19.748602,19.583431,19.371050,19.838602,19.852831,20.559179,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.05967021,2.10174251,2.13842988,2.19619656,2.23292017,2.33826137,0.97654235,0.95638585,0.93737370,0.91702843,0.89801025,0.86115569,1.78518945e-03,3.40636214e-03,2.12541944e-03,1.89428427e-03,1.46417762e-03,9.49399371e-04,8.71493830e-04
3000,12.139733,3.782355,19.841988,20.346279,20.620878,20.987366,21.464237,22.842058,1.012482,1.038133,1.052163,1.070451,1.095137,1.165511,19.754267,19.575058,19.495665,19.899994,19.866056,20.717464,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.06209445,2.14050388,2.19010639,2.23291850,2.29625130,2.43164515,0.97628903,0.94204926,0.91864288,0.90538919,0.87745064,0.83412200,1.97797660e-03,3.87222040e-03,2.47309916e-03,2.08140723e-03,1.55662571e-03,9.71167174e-04,9.13339900e-04
3500,9.975641,2.819824,19.948095,20.354696,20.850502,21.409088,21.933846,23.594048,1.017899,1.038540,1.063847,1.091666,1.118946,1.203830,19.744307,19.523653,19.545301,19.983490,19.925455,20.784468,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.07772136,2.14069510,2.23085308,2.31447983,2.39960647,2.52883649,0.96930951,0.94448018,0.90539861,0.88420045,0.84318835,0.81523842,2.09577747e-03,4.29490302e-03,2.55882763e-03,2.23570596e-03,1.58883235e-03,9.76950629e-04,9.19445243e-04
4000,9.972759,3.167632,19.866196,20.267155,21.360533,21.931856,21.901297,23.604570,1.013713,1.034080,1.089620,1.117643,1.117282,1.204365,19.744576,19.616365,19.569681,20.097506,19.928463,20.786446,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.06490135,2.13886118,2.28158164,2.48916793,2.36179423,2.53437448,0.97453922,0.94949883,0.89083606,0.82865363,0.85715830,0.81418669,2.24249758e-03,4.62215720e-03,2.91376724e-03,2.42935028e-03,1.59346766e-03,9.76784737e-04,9.19458340e-04
4500,10.438432,3.104001,19.901833,20.596783,21.672964,22.567331,22.196695,23.719744,1.015495,1.050910,1.105642,1.149347,1.132212,1.210214,19.738855,19.666748,19.783783,20.291420,19.995831,20.848583,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.07791114,2.17560887,2.33881068,2.61808372,2.46674132,2.59344935,0.96986675,0.94012147,0.87681031,0.79450333,0.82674223,0.80083132,2.46188819e-03,5.18872403e-03,3.56268277e-03,2.48495536e-03,1.63355737e-03,9.81602119e-04,9.19807469e-04
5000,10.278293,3.089826,20.025211,20.802406,22.282898,23.317060,22.318560,23.729460,1.021777,1.061395,1.136560,1.186313,1.138352,1.210707,19.729149,19.669052,19.989353,20.555668,20.002146,20.855534,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.09163189,2.20271730,2.43688583,2.77020335,2.54781032,2.60186052,0.96564299,0.93475932,0.84744412,0.75403249,0.80549347,0.79904109,2.59632614e-03,5.60816471e-03,3.82378418e-03,2.59669381e-03,1.64722872e-03,9.82256955e-04,9.19828482e-04
