step,train_loss,val_bpb
200,5.232769,1.593829
400,4.900332,1.517848
600,4.840535,1.487394
800,4.766549,1.463949
1000,4.668273,1.450042
1200,4.678363,1.441679
1400,4.627868,1.435841
1600,4.652584,1.425024
1800,4.553049,1.417609
2000,4.463846,1.405324
2200,4.533958,1.397849
2400,4.489505,1.391547
2600,4.438254,1.381631
2800,4.477043,1.371718
3000,4.410729,1.365957
3200,4.344237,1.361699
3400,4.348792,1.356698
3600,4.345930,1.353053
3800,4.359389,1.348519
4000,4.351227,1.346814
