step,L0.qkv_lut.T_soft,L0.qkv_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qkv_lut.T_soft,L1.qkv_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qkv_lut.T_soft,L2.qkv_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qkv_lut.T_soft,L3.qkv_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qkv_lut.T_soft,L4.qkv_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qkv_lut.T_soft,L5.qkv_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.499986,0.500040,0.497732,0.497730,0.497916,0.497934,0.496844,0.496794,0.498874,0.497448,0.497951,0.497895,0.498949,0.498949,0.499829,0.499209,0.498936,0.498175,0.498142,0.498144,0.498329,0.498308,0.503005,0.502810,0.498934,0.498847,0.498706,0.498706,0.498686,0.498686,0.503021,0.502849,0.499045,0.498910,0.498837,0.498793,0.498499,0.498497,0.503174,0.503027,0.498893,0.498482,0.498721,0.498399,0.498139,0.498136,0.503114,0.502920
400,0.503012,0.503172,0.491372,0.491588,0.487357,0.487380,0.487533,0.487181,0.504931,0.491854,0.489512,0.489132,0.489670,0.489713,0.493806,0.491634,0.499517,0.496382,0.495444,0.495518,0.496315,0.496444,0.509661,0.508141,0.495256,0.494871,0.495333,0.495247,0.494749,0.494864,0.513210,0.511847,0.494828,0.493293,0.494850,0.493205,0.492717,0.492810,0.513249,0.511454,0.492756,0.491471,0.492638,0.491431,0.491527,0.491506,0.512843,0.510895
600,0.506807,0.507124,0.482589,0.483442,0.470159,0.469931,0.475717,0.474366,0.518027,0.485344,0.474277,0.473190,0.472296,0.472166,0.486692,0.481252,0.506601,0.495180,0.488872,0.488571,0.485536,0.486296,0.515241,0.508670,0.493126,0.490218,0.493300,0.491355,0.486608,0.486902,0.529620,0.521061,0.491394,0.483994,0.491726,0.483748,0.484202,0.484735,0.526271,0.521344,0.488972,0.484587,0.488554,0.484101,0.483272,0.483676,0.525592,0.519893
800,0.506440,0.506791,0.466135,0.467573,0.447732,0.447112,0.461413,0.458525,0.536799,0.481514,0.455324,0.452026,0.450217,0.449507,0.477628,0.467980,0.518322,0.494057,0.478764,0.477396,0.466554,0.467624,0.517966,0.504974,0.493578,0.488598,0.496451,0.492332,0.475500,0.473110,0.545079,0.528013,0.486918,0.470326,0.487317,0.469860,0.470406,0.470619,0.548914,0.540524,0.497037,0.474922,0.497058,0.472300,0.468952,0.468801,0.548775,0.536742
1000,0.497248,0.497334,0.444733,0.446404,0.423409,0.422236,0.446482,0.441232,0.558904,0.478105,0.441051,0.431117,0.427647,0.425674,0.468072,0.452855,0.534123,0.494001,0.467115,0.463227,0.445968,0.446295,0.518874,0.498840,0.496617,0.490095,0.497661,0.492637,0.470186,0.461960,0.560873,0.536326,0.481403,0.460506,0.485092,0.462573,0.459750,0.458945,0.571111,0.562470,0.503671,0.467118,0.502895,0.464743,0.454233,0.452406,0.571139,0.558894
1200,0.485601,0.485290,0.423313,0.425026,0.401123,0.399078,0.432497,0.424026,0.582071,0.475767,0.439035,0.416600,0.409455,0.404449,0.460308,0.437827,0.549914,0.493697,0.455919,0.448462,0.426312,0.425116,0.519833,0.491742,0.496546,0.488162,0.497131,0.491420,0.467489,0.455637,0.582617,0.547104,0.484849,0.454053,0.492488,0.457025,0.451467,0.445946,0.596648,0.584878,0.509557,0.458624,0.508597,0.455276,0.445693,0.436942,0.596201,0.577784
1400,0.470462,0.469806,0.403292,0.405006,0.381867,0.377780,0.421699,0.408814,0.605176,0.472825,0.446456,0.405561,0.397452,0.385656,0.456159,0.424631,0.565610,0.492877,0.449145,0.436028,0.409200,0.405313,0.521039,0.485048,0.495925,0.484258,0.494392,0.488139,0.463481,0.448244,0.598290,0.556224,0.488349,0.450100,0.500316,0.452722,0.449503,0.435818,0.623872,0.603780,0.520150,0.450115,0.518214,0.446398,0.443086,0.426394,0.616329,0.585142
1600,0.455353,0.454275,0.383623,0.385277,0.368683,0.358499,0.413192,0.394808,0.630171,0.471521,0.459839,0.398488,0.394230,0.368756,0.454487,0.412860,0.583054,0.491708,0.446216,0.426177,0.394945,0.386413,0.522214,0.478144,0.495448,0.480391,0.490695,0.483991,0.458882,0.441463,0.607126,0.561126,0.490754,0.448898,0.505896,0.452245,0.450739,0.430236,0.651500,0.619709,0.528392,0.442926,0.528125,0.439213,0.444512,0.418884,0.634591,0.590906
1800,0.439991,0.438442,0.365106,0.366691,0.368810,0.341647,0.406110,0.380173,0.653266,0.467696,0.474799,0.393863,0.400949,0.355038,0.456326,0.400599,0.600390,0.489577,0.445358,0.416783,0.386017,0.369911,0.524387,0.471371,0.494572,0.476203,0.486242,0.479683,0.454376,0.433445,0.609493,0.559715,0.499438,0.455229,0.518678,0.460910,0.450939,0.423515,0.680437,0.634038,0.537040,0.436072,0.538334,0.432425,0.446615,0.411469,0.648790,0.595324
