step,train_loss,val_bpb,ln2_norm_L0,ln2_norm_L1,ln2_norm_L2,ln2_norm_L3,ln2_norm_L4,ln2_norm_L5,ln2_mean_L0,ln2_mean_L1,ln2_mean_L2,ln2_mean_L3,ln2_mean_L4,ln2_mean_L5,ln1_norm_L0,ln1_norm_L1,ln1_norm_L2,ln1_norm_L3,ln1_norm_L4,ln1_norm_L5,lm_g_L0,lm_g_L1,lm_g_L2,lm_g_L3,lm_g_L4,lm_g_L5,lm_beta_L0,lm_beta_L1,lm_beta_L2,lm_beta_L3,lm_beta_L4,lm_beta_L5,lm_gamma_L0,lm_gamma_L1,lm_gamma_L2,lm_gamma_L3,lm_gamma_L4,lm_gamma_L5,lut_tv,lut_tv_L0,lut_tv_L1,lut_tv_L2,lut_tv_L3,lut_tv_L4,lut_tv_L5
500,8.169021,2.334199,19.674120,19.651724,19.650562,19.662933,19.648462,19.640594,1.003991,1.002847,1.002788,1.003419,1.002681,1.002279,19.672401,19.614946,19.623236,19.631388,19.622318,19.618528,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.00870466,2.01123738,2.00935435,2.01150346,2.00969744,2.00874686,0.99614412,0.99449885,0.99533606,0.99431980,0.99515432,0.99548793,3.54011393e-05,1.55836125e-04,1.53069541e-05,1.31711513e-05,1.34273841e-05,8.99467159e-06,5.67054940e-06
1000,6.585712,1.959076,19.713634,19.675062,19.684469,19.708750,19.706635,19.713585,1.006007,1.004037,1.004518,1.005756,1.005648,1.006002,19.671734,19.647396,19.664921,19.694263,19.726881,19.710018,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.01337504,2.01567984,2.01573563,2.02733231,2.02420998,2.02916384,0.99477935,0.99245834,0.99228168,0.98627853,0.98782235,0.98464751,1.03338553e-04,2.81480025e-04,5.81065360e-05,6.68994471e-05,7.78507092e-05,7.07747968e-05,6.49198046e-05
1500,5.999078,1.809072,19.757317,19.699080,19.737782,19.763903,19.777830,19.798998,1.008235,1.005262,1.007236,1.008569,1.009279,1.010357,19.628504,19.664129,19.685120,19.728142,19.792795,19.788105,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.01951194,2.01914835,2.02906251,2.04806781,2.04717398,2.05096340,0.99319667,0.99120796,0.98637468,0.97746515,0.97685927,0.97357982,2.48407477e-04,5.05818753e-04,1.26939325e-04,1.81104566e-04,2.25236945e-04,2.25809374e-04,2.25535900e-04
2000,5.630224,1.702781,19.785494,19.724257,19.810038,19.841179,19.895504,19.925825,1.009672,1.006543,1.010918,1.012508,1.015279,1.016820,19.546453,19.663254,19.681273,19.740416,19.829510,19.859509,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.02337956,2.02242613,2.04933119,2.07786369,2.09117317,2.08094978,0.99314147,0.99053198,0.97882634,0.96716666,0.95715356,0.95950961,4.90277186e-04,8.23415583e-04,2.29725381e-04,3.72657727e-04,4.68454120e-04,5.22378832e-04,5.25031472e-04
2500,5.329865,1.614310,19.777262,19.734005,19.891115,19.925974,20.034117,20.050005,1.009249,1.007037,1.015047,1.016827,1.022343,1.023144,19.402622,19.642742,19.650450,19.728775,19.846931,19.943985,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.02030754,2.02130795,2.07724309,2.11178899,2.14939618,2.11014938,0.99633980,0.99278492,0.96914482,0.95838451,0.93388343,0.94568062,8.61388738e-04,1.21325650e-03,3.76854790e-04,6.92415226e-04,8.40303604e-04,1.02147786e-03,1.02402444e-03
3000,5.086403,1.542765,19.712046,19.719608,19.963110,20.003012,20.138388,20.146540,1.005918,1.006298,1.018708,1.020746,1.027652,1.028057,19.194790,19.608112,19.590635,19.687931,19.844435,20.062466,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.00419879,2.01105857,2.10444880,2.14486957,2.19939899,2.13919902,1.00494587,1.00062430,0.96347016,0.95242906,0.91698706,0.93094051,1.37605259e-03,1.64091145e-03,5.88669616e-04,1.18290889e-03,1.38731906e-03,1.73328572e-03,1.72322080e-03
3500,4.883772,1.484670,19.602425,19.678133,20.005630,20.044678,20.183075,20.214773,1.000321,1.004175,1.020860,1.022856,1.029920,1.031528,18.916101,19.562124,19.497566,19.612017,19.826077,20.254166,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.97733295,1.98944533,2.12173700,2.16755080,2.22738004,2.16103172,1.01763380,1.01453102,0.96475995,0.95327997,0.90956485,0.91749948,2.02943227e-03,2.08544917e-03,8.78389226e-04,1.85245916e-03,2.11793208e-03,2.63410388e-03,2.60826014e-03
4000,4.720229,1.432007,19.444984,19.615231,20.009098,20.039791,20.153843,20.255732,0.992282,1.000955,1.021015,1.022589,1.028411,1.033604,18.549294,19.507656,19.380167,19.501013,19.776716,20.615221,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.93468344,1.96013904,2.12220311,2.16716051,2.21538305,2.17819476,1.03528810,1.03162074,0.97354186,0.96286047,0.91575462,0.90290844,2.80884589e-03,2.54560565e-03,1.24344940e-03,2.68778717e-03,3.01057007e-03,3.68731422e-03,3.67834885e-03
4500,4.558243,1.386225,19.238907,19.527103,19.982878,20.003405,20.095802,20.272568,0.981758,0.996444,1.019657,1.020713,1.025427,1.034448,18.097897,19.443705,19.231630,19.366302,19.712431,20.990887,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.88355100,1.92002869,2.10853243,2.15052867,2.19008970,2.18821239,1.05500829,1.05468690,0.98883772,0.97723663,0.92443401,0.88733464,3.66341505e-03,2.94440077e-03,1.66526809e-03,3.65622249e-03,4.00618650e-03,4.81710490e-03,4.89130756e-03
5000,4.447199,1.353077,18.997038,19.402498,19.926947,19.955614,20.021194,20.264040,0.969405,0.990068,1.016771,1.018248,1.021598,1.033996,17.574650,19.373449,19.059229,19.213221,19.647785,21.301382,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.82428861,1.87016547,2.07973409,2.12600112,2.15444469,2.18794131,1.07725763,1.08200896,1.00959134,0.99454254,0.93463093,0.87387449,4.49557905e-03,3.17371683e-03,2.05495674e-03,4.66062035e-03,5.04424982e-03,5.92551427e-03,6.11441629e-03
