step,train_loss,val_bpb
200,8.848601,2.418684
400,7.869791,2.374662
600,7.746111,2.373918
800,7.716945,2.374757
1000,7.718870,2.373853
1200,7.709245,2.371654
1400,7.708020,2.371536
