step,train_loss,val_bpb,ln2_norm_L0,ln2_norm_L1,ln2_norm_L2,ln2_norm_L3,ln2_norm_L4,ln2_norm_L5,ln2_mean_L0,ln2_mean_L1,ln2_mean_L2,ln2_mean_L3,ln2_mean_L4,ln2_mean_L5,ln1_norm_L0,ln1_norm_L1,ln1_norm_L2,ln1_norm_L3,ln1_norm_L4,ln1_norm_L5,lm_g_L0,lm_g_L1,lm_g_L2,lm_g_L3,lm_g_L4,lm_g_L5,lm_beta_L0,lm_beta_L1,lm_beta_L2,lm_beta_L3,lm_beta_L4,lm_beta_L5,lm_gamma_L0,lm_gamma_L1,lm_gamma_L2,lm_gamma_L3,lm_gamma_L4,lm_gamma_L5,lut_tv,lut_tv_L0,lut_tv_L1,lut_tv_L2,lut_tv_L3,lut_tv_L4,lut_tv_L5
5500,4.274259,1.299965,18.757454,22.798702,23.706644,23.915178,24.949486,24.157118,0.957032,1.162963,1.209351,1.219916,1.272785,1.232199,16.220673,19.557034,18.887327,19.271097,21.208746,21.572035,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.52831411,3.55367684,4.48127842,4.45850468,4.77020788,3.91500640,2.12365413,1.05604398,0.70334101,0.69377506,0.53779489,0.56667781,2.75860808e-02,1.97794363e-02,2.81624608e-02,2.78725643e-02,2.77159084e-02,3.01295742e-02,3.18565406e-02
6000,4.216549,1.288157,18.374567,23.063997,24.066668,24.277857,25.456034,24.582680,0.937435,1.176433,1.227673,1.238351,1.298584,1.253815,16.034628,19.544756,18.815176,19.242401,21.319149,21.705303,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.45302165,3.61633182,4.66918612,4.63238668,4.96983147,4.07764816,2.35917044,1.11657429,0.69704425,0.68683285,0.51841569,0.54300719,3.00503429e-02,2.05885861e-02,3.07315998e-02,3.06667145e-02,3.03895287e-02,3.29720527e-02,3.49535756e-02
6500,4.186739,1.278774,18.100561,23.322397,24.413303,24.625912,25.945543,24.999327,0.923410,1.189554,1.245316,1.256028,1.323510,1.274977,15.887219,19.532701,18.752680,19.218536,21.420624,21.831463,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.40268624,3.66738176,4.83103657,4.78191614,5.13064814,4.24298716,2.60192537,1.17798972,0.69260526,0.67938632,0.50276297,0.52010691,3.22870960e-02,2.12254301e-02,3.30906846e-02,3.32334377e-02,3.28300335e-02,3.55469808e-02,3.77960093e-02
7000,4.142931,1.269612,17.903446,23.567755,24.747162,24.967407,26.433527,25.406509,0.913315,1.202009,1.262303,1.273367,1.348368,1.295647,15.751452,19.521454,18.698866,19.204020,21.517094,21.941469,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.36813676,3.69910812,4.95656586,4.93212986,5.28237009,4.40470552,2.85112429,1.23866880,0.68924564,0.67116690,0.48691809,0.49936500,3.43042957e-02,2.17091907e-02,3.52097452e-02,3.55858505e-02,3.50582898e-02,3.78942974e-02,4.03684005e-02
7500,4.115192,1.261045,17.805574,23.796963,25.074099,25.295197,26.906067,25.811069,0.908291,1.213646,1.278940,1.290016,1.372438,1.316183,15.646102,19.508387,18.651739,19.192480,21.604013,22.050755,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.35277450,3.72425652,5.09903765,5.07151413,5.43590546,4.55526733,3.08967042,1.30053079,0.68247414,0.66141212,0.47090125,0.48069438,3.61002029e-02,2.20825654e-02,3.70839462e-02,3.77060920e-02,3.70447114e-02,4.00022790e-02,4.26816233e-02
8000,4.081271,1.254666,17.758444,24.019142,25.387510,25.611885,27.358360,26.202366,0.905873,1.224919,1.294883,1.306091,1.395475,1.336049,15.556899,19.498497,18.615288,19.189785,21.683249,22.146669,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.34500086,3.75516295,5.22799683,5.19989014,5.58912802,4.70507193,3.30289364,1.36145091,0.67285460,0.65256673,0.45553383,0.46374661,3.76934490e-02,2.23807320e-02,3.87484469e-02,3.96082401e-02,3.88189331e-02,4.18710038e-02,4.47333381e-02
8500,4.052739,1.247301,17.750292,24.226267,25.689455,25.913071,27.794077,26.564304,0.905449,1.235428,1.310256,1.321380,1.417672,1.354419,15.483954,19.488365,18.585178,19.191559,21.750187,22.232908,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.34334004,3.77728319,5.35856199,5.31939888,5.75727081,4.82474613,3.47553825,1.42102361,0.66210794,0.64295876,0.44055763,0.45040953,3.90936624e-02,2.26363670e-02,4.01946455e-02,4.12964374e-02,4.03912403e-02,4.35132049e-02,4.65300791e-02
9000,4.045709,1.241852,17.758568,24.417522,25.969231,26.200064,28.206245,26.916208,0.905860,1.245134,1.324505,1.335940,1.438666,1.372277,15.423781,19.480585,18.563782,19.194473,21.811077,22.314083,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.34416485,3.79323173,5.46566725,5.45044994,5.90704918,4.94903183,3.61054087,1.48111618,0.65500122,0.63151211,0.42697033,0.43757117,4.03111962e-02,2.28405707e-02,4.14379612e-02,4.27754112e-02,4.17758860e-02,4.49453890e-02,4.80919592e-02
9500,4.007082,1.236692,17.781584,24.592146,26.232307,26.461529,28.595221,27.246044,0.907027,1.253993,1.337891,1.349195,1.458483,1.389021,15.371845,19.473537,18.544271,19.200079,21.871572,22.383898,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.34959006,3.80797338,5.57770491,5.56642723,6.05675364,5.06176281,3.71536565,1.53618681,0.64517015,0.62195599,0.41490161,0.42622083,4.13590965e-02,2.29879785e-02,4.24908064e-02,4.40761037e-02,4.29708138e-02,4.61812541e-02,4.94476222e-02
10000,3.992907,1.231977,17.796530,24.760712,26.471867,26.707283,28.950603,27.552452,0.907784,1.262545,1.350088,1.361662,1.476589,1.404577,15.329084,19.468782,18.531981,19.207977,21.924006,22.455456,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.35301757,3.85221481,5.67886734,5.69396448,6.19735098,5.16378546,3.80230737,1.57934034,0.63560987,0.61139935,0.40345800,0.41644934,4.22465876e-02,2.30933428e-02,4.33817841e-02,4.51793149e-02,4.39952351e-02,4.72349003e-02,5.05949482e-02
10500,4.002136,1.226978,17.837246,24.909719,26.694832,26.931097,29.273848,27.835474,0.909854,1.270103,1.361439,1.373008,1.493054,1.418947,15.301834,19.464640,18.523722,19.216944,21.974625,22.514486,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.36265004,3.87702513,5.78682804,5.82407665,6.32171917,5.26367855,3.84904575,1.62500203,0.62574291,0.59962404,0.39410436,0.40751415,4.29880486e-02,2.31552962e-02,4.41236980e-02,4.61194217e-02,4.48613316e-02,4.81003001e-02,5.15682437e-02
11000,3.946820,1.222538,17.873852,25.042015,26.894033,27.131153,29.570717,28.087032,0.911712,1.276814,1.371580,1.383152,1.508175,1.431720,15.284600,19.462381,18.518263,19.229698,22.020887,22.569237,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.37155902,3.90277505,5.87319708,5.93147039,6.43764544,5.34521437,3.88331223,1.67358470,0.61887360,0.59050697,0.38630244,0.40015441,4.35977656e-02,2.31822748e-02,4.47227545e-02,4.68996800e-02,4.55802530e-02,4.88327779e-02,5.23688532e-02
11500,3.937681,1.219246,17.914375,25.161348,27.070980,27.310619,29.836655,28.313536,0.913771,1.282869,1.380592,1.392241,1.521722,1.443218,15.277225,19.461287,18.518415,19.240328,22.062700,22.617485,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.38160956,3.92635870,5.95443201,6.03621387,6.55337667,5.41083860,3.91846967,1.71308839,0.61173910,0.58145672,0.37856814,0.39431319,4.40937144e-02,2.31761225e-02,4.52198274e-02,4.75416966e-02,4.61758524e-02,4.94352877e-02,5.30134998e-02
12000,3.931001,1.215892,17.953531,25.266865,27.226536,27.465246,30.068268,28.510530,0.915761,1.288220,1.388512,1.400070,1.533518,1.453218,15.270517,19.462908,18.516870,19.252817,22.101576,22.660122,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.39203215,3.95513773,6.03280401,6.11462975,6.64375401,5.46117306,3.92557979,1.75128996,0.60459965,0.57515353,0.37235087,0.38969964,4.44913836e-02,2.31676139e-02,4.56111021e-02,4.80696261e-02,4.66547310e-02,4.99183945e-02,5.35268337e-02
12500,3.908356,1.212894,17.994040,25.355551,27.366329,27.604832,30.274076,28.686295,0.917817,1.292718,1.395633,1.407146,1.544001,1.462143,15.264322,19.463547,18.517262,19.263821,22.134073,22.697052,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.40300226,3.97571516,6.10330915,6.20080280,6.73497820,5.51036215,3.92950082,1.78791094,0.59837532,0.56805170,0.36676776,0.38557482,4.48072702e-02,2.31305659e-02,4.59142551e-02,4.85044383e-02,4.70505208e-02,5.03038503e-02,5.39399907e-02
13000,3.894999,1.210449,18.026171,25.432350,27.485691,27.723623,30.452425,28.838305,0.919450,1.296612,1.401709,1.413158,1.553085,1.469859,15.267756,19.465656,18.519449,19.275166,22.164223,22.729250,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.41141725,3.99536729,6.15762329,6.26764631,6.81845188,5.54805660,3.93264937,1.81864488,0.59392959,0.56292993,0.36202374,0.38228765,4.50565293e-02,2.30844915e-02,4.61588576e-02,4.88518588e-02,4.73692529e-02,5.06104976e-02,5.42642176e-02
13500,3.893113,1.207906,18.064436,25.500196,27.589125,27.828384,30.605772,28.969353,0.921400,1.300051,1.406978,1.418463,1.560898,1.476513,15.271795,19.467249,18.521067,19.286255,22.190012,22.756315,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.42244530,4.02037859,6.20856524,6.33008718,6.89177084,5.57964277,3.92241263,1.84578598,0.58980447,0.55844361,0.35758626,0.37959415,4.52529453e-02,2.30299756e-02,4.63484600e-02,4.91344929e-02,4.76267636e-02,5.08544520e-02,5.45235276e-02
14000,3.874914,1.206190,18.101660,25.557682,27.681515,27.919449,30.741175,29.083490,0.923292,1.302967,1.411685,1.423077,1.567795,1.482309,15.272388,19.467562,18.523922,19.296881,22.212860,22.780787,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.43254805,4.04000473,6.25912094,6.38954496,6.96269035,5.60479879,3.91183710,1.87169862,0.58595902,0.55373865,0.35340220,0.37739897,4.54104130e-02,2.29786057e-02,4.64995094e-02,4.93672453e-02,4.78404760e-02,5.10527343e-02,5.47239073e-02
14500,3.860710,1.204696,18.139460,25.608772,27.760332,27.997011,30.858206,29.180668,0.925216,1.305555,1.415697,1.427001,1.573758,1.487245,15.279582,19.469475,18.526873,19.304495,22.231701,22.802067,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.44346237,4.06279802,6.30053759,6.43517208,7.01253748,5.62467718,3.89538884,1.89375651,0.58285254,0.55031675,0.35052145,0.37556189,4.55391938e-02,2.29309928e-02,4.66259196e-02,4.95584235e-02,4.80167717e-02,5.12155220e-02,5.48875332e-02
15000,3.865713,1.203326,18.169163,25.655838,27.831099,28.068384,30.963009,29.267807,0.926729,1.307940,1.419301,1.430613,1.579097,1.491670,15.283998,19.470594,18.528778,19.311682,22.248795,22.819357,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.45168412,4.08888578,6.33838844,6.48548126,7.06418467,5.64111233,3.88484597,1.91302764,0.57982755,0.54693317,0.34790698,0.37412429,4.56505648e-02,2.28888765e-02,4.67331149e-02,4.97236550e-02,4.81707677e-02,5.13594821e-02,5.50274923e-02
15500,3.857066,1.202411,18.199453,25.697313,27.894650,28.132238,31.056255,29.348946,0.928272,1.310041,1.422536,1.433845,1.583849,1.495792,15.287706,19.472826,18.532248,19.319159,22.264942,22.836607,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.45997572,4.10952806,6.36996746,6.52966785,7.10772896,5.65682983,3.87041783,1.93112433,0.57746816,0.54392022,0.34558612,0.37278375,4.57487395e-02,2.28532869e-02,4.68279198e-02,4.98696268e-02,4.83057536e-02,5.14805354e-02,5.51553145e-02
16000,3.851918,1.201621,18.229637,25.737759,27.957003,28.193415,31.145296,29.426769,0.929808,1.312091,1.425711,1.436941,1.588384,1.499747,15.291456,19.473360,18.535631,19.326900,22.281355,22.853979,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.46866822,4.13040876,6.40025806,6.57397079,7.14925528,5.67434454,3.85728407,1.94823170,0.57498389,0.54093480,0.34337541,0.37140217,4.58414303e-02,2.28205975e-02,4.69171405e-02,5.00075929e-02,4.84328121e-02,5.15960716e-02,5.52743673e-02
