step,train_loss,val_bpb,ln2_norm_L0,ln2_norm_L1,ln2_norm_L2,ln2_norm_L3,ln2_norm_L4,ln2_norm_L5,ln2_mean_L0,ln2_mean_L1,ln2_mean_L2,ln2_mean_L3,ln2_mean_L4,ln2_mean_L5,ln1_norm_L0,ln1_norm_L1,ln1_norm_L2,ln1_norm_L3,ln1_norm_L4,ln1_norm_L5,tau_L0,tau_L1,tau_L2,tau_L3,tau_L4,tau_L5
5500,4.323355,1.313571,18.117205,19.583189,19.625837,19.648960,19.768761,19.990143,0.924492,0.999253,1.001387,1.002554,1.008656,1.020018,16.920887,19.251347,18.914413,19.185360,20.513878,21.205599,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
6000,4.236457,1.291917,17.616711,19.397654,19.421171,19.435160,19.598478,19.884501,0.898931,0.989766,0.990924,0.991618,0.999949,1.014603,16.379002,19.184286,18.772083,19.066923,20.617466,21.388941,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
6500,4.186341,1.277074,17.145447,19.203295,19.219860,19.236719,19.424887,19.789688,0.874856,0.979822,0.980628,0.981467,0.991063,1.009736,15.854532,19.119158,18.643974,18.964283,20.705645,21.557749,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
7000,4.132502,1.263304,16.693796,19.013161,19.019722,19.047617,19.259676,19.696493,0.851772,0.970098,0.970390,0.971794,0.982609,1.004950,15.350780,19.060432,18.526888,18.870844,20.776424,21.720320,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
7500,4.095956,1.251775,16.274622,18.828896,18.829021,18.855162,19.098961,19.608444,0.830345,0.960667,0.960631,0.961944,0.974380,1.000421,14.866078,19.006529,18.416092,18.782467,20.845152,21.870745,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
8000,4.055704,1.244086,15.872865,18.641325,18.641808,18.676086,18.937544,19.529140,0.809807,0.951068,0.951047,0.952777,0.966120,0.996336,14.398686,18.953709,18.320101,18.699366,20.905186,22.016945,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
8500,4.023040,1.233681,15.505712,18.457624,18.467390,18.498999,18.788345,19.448040,0.791022,0.941665,0.942116,0.943716,0.958478,0.992159,13.965193,18.912130,18.224297,18.619316,20.959488,22.161154,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
9000,4.011292,1.228396,15.136469,18.285900,18.299429,18.336952,18.653973,19.370909,0.772116,0.932877,0.933519,0.935411,0.951594,0.988175,13.552322,18.870146,18.145981,18.551031,21.007370,22.299156,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
9500,3.968936,1.220797,14.789482,18.110683,18.138592,18.183601,18.518785,19.297672,0.754356,0.923913,0.925284,0.927555,0.944671,0.984396,13.159537,18.832659,18.069036,18.482317,21.060827,22.431026,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
10000,3.949583,1.215029,14.471374,17.950153,17.988312,18.044863,18.387823,19.229443,0.738050,0.915687,0.917584,0.920447,0.937963,0.980861,12.802654,18.796320,18.000959,18.420683,21.104404,22.561068,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
10500,3.957817,1.209587,14.148714,17.794189,17.843460,17.917276,18.267687,19.164968,0.721522,0.907699,0.910164,0.913907,0.931802,0.977527,12.463654,18.764479,17.940989,18.363876,21.148764,22.684191,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
11000,3.898941,1.205737,13.871580,17.657494,17.716137,17.791277,18.166065,19.110268,0.707301,0.900689,0.903626,0.907447,0.926595,0.974701,12.154111,18.732311,17.896425,18.308556,21.196049,22.803356,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
11500,3.888262,1.202124,13.602632,17.524717,17.590309,17.671467,18.055437,19.051357,0.693498,0.893878,0.897175,0.901295,0.920919,0.971638,11.863220,18.707880,17.853315,18.262285,21.242645,22.927814,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
12000,3.882236,1.198073,13.344268,17.396048,17.478340,17.554085,17.950359,18.998184,0.680243,0.887278,0.891427,0.895278,0.915532,0.968873,11.596405,18.680162,17.822102,18.222170,21.290039,23.046566,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
12500,3.859526,1.195166,13.100227,17.267347,17.362329,17.455143,17.858807,18.945068,0.667711,0.880669,0.885472,0.890194,0.910830,0.966117,11.344664,18.662804,17.785536,18.182175,21.333481,23.165340,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
13000,3.844476,1.192094,12.865448,17.150351,17.261627,17.349957,17.766081,18.900579,0.655645,0.874670,0.880295,0.884793,0.906077,0.963803,11.114595,18.642893,17.765518,18.146185,21.379034,23.275705,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
13500,3.840243,1.189622,12.646499,17.042364,17.164156,17.261507,17.679276,18.851685,0.644401,0.869117,0.875292,0.880265,0.901622,0.961258,10.894937,18.623980,17.743120,18.115650,21.418421,23.389585,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
14000,3.818445,1.186303,12.439871,16.931396,17.067949,17.167183,17.600492,18.805616,0.633749,0.863421,0.870349,0.875415,0.897578,0.958860,10.695830,18.612518,17.727243,18.085358,21.462267,23.504469,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
14500,3.801529,1.184807,12.235101,16.829193,16.976843,17.088348,17.521801,18.760666,0.623225,0.858167,0.865661,0.871363,0.893533,0.956515,10.513726,18.604548,17.715210,18.062788,21.494558,23.609911,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
15000,3.800436,1.181691,12.053720,16.737284,16.901857,17.006077,17.447012,18.719397,0.613887,0.853444,0.861805,0.867145,0.889691,0.954367,10.341593,18.589729,17.693285,18.036388,21.539066,23.708002,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
15500,3.785754,1.180038,11.870097,16.645836,16.820135,16.925257,17.382673,18.677702,0.604438,0.848739,0.857598,0.862992,0.886383,0.952185,10.184338,18.579031,17.675371,18.016422,21.584948,23.816586,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
16000,3.774727,1.177588,11.715445,16.558954,16.746653,16.856018,17.319765,18.642626,0.596470,0.844276,0.853821,0.859436,0.883152,0.950363,10.039599,18.571568,17.664688,17.997704,21.629036,23.921082,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
16500,3.765169,1.176088,11.562636,16.486168,16.678511,16.793493,17.252712,18.604591,0.588588,0.840527,0.850309,0.856219,0.879712,0.948368,9.906220,18.563238,17.653410,17.984386,21.667889,24.019285,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
17000,3.750743,1.174589,11.417918,16.414896,16.619751,16.735289,17.193195,18.574787,0.581124,0.836865,0.847290,0.853219,0.876651,0.946801,9.784706,18.554922,17.650888,17.974472,21.712864,24.116024,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
17500,3.731728,1.172904,11.280977,16.339970,16.562691,16.675018,17.148558,18.540031,0.574072,0.833004,0.844347,0.850126,0.874361,0.944980,9.670449,18.553759,17.640839,17.962641,21.752356,24.211411,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
18000,3.724357,1.170858,11.155357,16.275023,16.512197,16.622675,17.093845,18.506439,0.567598,0.829659,0.841732,0.847428,0.871542,0.943228,9.564051,18.552547,17.632942,17.948235,21.798845,24.306683,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
18500,3.715965,1.168728,11.040710,16.224398,16.452953,16.570023,17.051672,18.484108,0.561682,0.827046,0.838679,0.844721,0.869368,0.942045,9.464052,18.551075,17.631252,17.944174,21.839039,24.397026,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
19000,3.707226,1.167414,10.929668,16.164696,16.404039,16.530979,17.012751,18.453224,0.555959,0.823964,0.836167,0.842712,0.867369,0.940421,9.376332,18.553663,17.632864,17.933939,21.878241,24.484398,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
19500,3.710867,1.166720,10.836146,16.116505,16.365633,16.485638,16.968716,18.429571,0.551145,0.821476,0.834178,0.840372,0.865102,0.939176,9.292470,18.554924,17.639387,17.932135,21.914967,24.572857,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
20000,3.696610,1.163890,10.736033,16.060362,16.328318,16.452171,16.931236,18.410521,0.545976,0.818577,0.832250,0.838654,0.863175,0.938164,9.216317,18.559965,17.635759,17.925303,21.955797,24.655085,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
20500,3.690612,1.163693,10.650720,16.019461,16.290262,16.413811,16.899353,18.386187,0.541567,0.816470,0.830287,0.836687,0.861537,0.936883,9.146421,18.565458,17.636686,17.928492,22.003754,24.736982,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
21000,3.696004,1.162080,10.563612,15.974200,16.253811,16.377251,16.866663,18.366665,0.537084,0.814133,0.828402,0.834792,0.859847,0.935857,9.079982,18.569651,17.642902,17.931234,22.040102,24.828156,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
21500,3.666407,1.160755,10.499619,15.944490,16.226595,16.352722,16.840433,18.351633,0.533784,0.812590,0.826986,0.833518,0.858487,0.935058,9.019936,18.573282,17.646723,17.933405,22.084015,24.905945,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
22000,3.670204,1.159960,10.436275,15.915014,16.200865,16.323050,16.813643,18.333580,0.530502,0.811058,0.825660,0.831984,0.857105,0.934095,8.966951,18.576164,17.665356,17.934591,22.124727,24.986759,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
22500,3.654728,1.158909,10.384837,15.885366,16.178644,16.308125,16.794306,18.322136,0.527850,0.809523,0.824500,0.831211,0.856107,0.933479,8.921299,18.586020,17.671734,17.942667,22.163065,25.062391,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
23000,3.645764,1.158196,10.324121,15.859428,16.155184,16.282526,16.776489,18.312849,0.524732,0.808172,0.823279,0.829893,0.855178,0.932989,8.878513,18.596931,17.677694,17.946409,22.203043,25.139606,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
23500,3.633926,1.156839,10.277326,15.833722,16.139221,16.265360,16.750406,18.303459,0.522319,0.806845,0.822447,0.829000,0.853826,0.932474,8.836141,18.603251,17.685114,17.953932,22.251171,25.210114,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
24000,3.621963,1.155639,10.239891,15.814714,16.123800,16.255857,16.740894,18.294689,0.520408,0.805838,0.821642,0.828515,0.853339,0.932002,8.802150,18.613518,17.695889,17.959864,22.282429,25.285786,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
24500,3.629101,1.154888,10.204753,15.801674,16.109631,16.238596,16.726793,18.285795,0.518580,0.805170,0.820889,0.827617,0.852599,0.931517,8.769157,18.625996,17.716177,17.967913,22.322109,25.351723,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
25000,3.606248,1.153238,10.169806,15.781260,16.090746,16.223391,16.719910,18.280102,0.516769,0.804106,0.819906,0.826829,0.852240,0.931200,8.739612,18.634790,17.732203,17.978062,22.362827,25.420576,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
25500,3.604297,1.152363,10.147684,15.767251,16.086439,16.216318,16.705097,18.274492,0.515623,0.803370,0.819676,0.826461,0.851478,0.930893,8.710180,18.645773,17.737490,17.989138,22.402514,25.489044,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
26000,3.619353,1.151745,10.116253,15.757607,16.074493,16.210941,16.702211,18.268082,0.514022,0.802856,0.819048,0.826178,0.851320,0.930545,8.687158,18.656927,17.751757,18.001171,22.437624,25.559179,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
26500,3.588015,1.150762,10.096708,15.756755,16.071281,16.206902,16.694256,18.270346,0.513006,0.802806,0.818865,0.825964,0.850901,0.930648,8.670615,18.668047,17.766504,18.013935,22.474533,25.620129,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
27000,3.580774,1.149869,10.089492,15.748229,16.076038,16.207745,16.695499,18.267111,0.512624,0.802346,0.819109,0.825987,0.850966,0.930462,8.650541,18.677471,17.786007,18.025808,22.517162,25.682243,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
27500,3.592894,1.148599,10.074280,15.742567,16.072756,16.207497,16.691463,18.267607,0.511842,0.802043,0.818925,0.825965,0.850750,0.930467,8.635929,18.689741,17.808657,18.039139,22.550270,25.742693,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
28000,3.571774,1.147798,10.061191,15.735564,16.071934,16.207420,16.691332,18.269138,0.511174,0.801679,0.818869,0.825959,0.850728,0.930536,8.624080,18.703964,17.824274,18.054207,22.587114,25.800417,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
28500,3.559499,1.147391,10.058474,15.732470,16.075340,16.206831,16.690172,18.268375,0.511032,0.801508,0.819029,0.825915,0.850655,0.930480,8.613922,18.717430,17.841904,18.071606,22.626896,25.857191,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
29000,3.562749,1.146089,10.056350,15.744228,16.082203,16.210281,16.694983,18.272369,0.510928,0.802088,0.819370,0.826085,0.850895,0.930668,8.600173,18.728935,17.856449,18.084547,22.661915,25.911657,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
29500,3.547757,1.144634,10.054162,15.745263,16.083332,16.216196,16.697348,18.276001,0.510826,0.802125,0.819419,0.826383,0.851010,0.930836,8.592939,18.741478,17.877821,18.099264,22.695501,25.967609,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
30000,3.536053,1.145281,10.055621,15.746582,16.086842,16.224728,16.701427,18.280495,0.510877,0.802189,0.819578,0.826815,0.851216,0.931056,8.589629,18.757534,17.899645,18.111731,22.726835,26.018436,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
30500,3.542861,1.143320,10.057303,15.753980,16.093843,16.228296,16.707285,18.285469,0.510965,0.802554,0.819935,0.826994,0.851507,0.931301,8.583853,18.769464,17.912933,18.125635,22.762197,26.068361,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
31000,3.528509,1.142767,10.068523,15.758019,16.103558,16.231508,16.718672,18.287556,0.511542,0.802750,0.820418,0.827161,0.852086,0.931390,8.581190,18.780243,17.928141,18.142799,22.797762,26.116961,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
31500,3.526317,1.141380,10.071018,15.761019,16.107815,16.241657,16.723862,18.295868,0.511658,0.802896,0.820621,0.827664,0.852344,0.931813,8.578357,18.791510,17.948288,18.158590,22.833197,26.168152,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
32000,3.523585,1.141714,10.083855,15.769734,16.118999,16.249086,16.730524,18.298717,0.512321,0.803331,0.821187,0.828037,0.852680,0.931947,8.580529,18.802979,17.968718,18.176224,22.864134,26.214867,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
32500,3.512877,1.140483,10.093664,15.782426,16.129917,16.256411,16.739193,18.305754,0.512827,0.803971,0.821742,0.828404,0.853123,0.932294,8.579476,18.813601,17.991327,18.190586,22.893368,26.260448,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
33000,3.497316,1.140194,10.106014,15.791640,16.140013,16.269476,16.751261,18.310457,0.513461,0.804438,0.822251,0.829074,0.853734,0.932525,8.581190,18.826719,18.008755,18.205322,22.923624,26.304525,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
33500,3.487211,1.139591,10.119971,15.798130,16.154203,16.278942,16.758314,18.319965,0.514190,0.804756,0.822966,0.829546,0.854082,0.933016,8.584418,18.838184,18.025745,18.220745,22.953426,26.344774,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
34000,3.485783,1.138318,10.137540,15.812732,16.161613,16.288666,16.772100,18.328304,0.515099,0.805497,0.823339,0.830038,0.854782,0.933434,8.585897,18.848135,18.044769,18.237494,22.984356,26.384304,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
34500,3.477905,1.137414,10.151065,15.824058,16.173637,16.302094,16.784258,18.335827,0.515801,0.806068,0.823954,0.830720,0.855400,0.933813,8.591374,18.859856,18.062101,18.251797,23.008024,26.420919,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
35000,3.484552,1.137686,10.165790,15.834021,16.183495,16.311142,16.791142,18.342985,0.516549,0.806575,0.824446,0.831180,0.855747,0.934169,8.595000,18.871908,18.080698,18.265842,23.035299,26.459148,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
35500,3.475929,1.136743,10.181827,15.843998,16.192726,16.326317,16.798925,18.351059,0.517371,0.807084,0.824907,0.831955,0.856146,0.934577,8.602562,18.882570,18.097738,18.278481,23.058773,26.494579,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
36000,3.469660,1.135260,10.199678,15.854421,16.204758,16.332195,16.809397,18.356380,0.518291,0.807612,0.825522,0.832257,0.856681,0.934843,8.603737,18.893986,18.112526,18.293146,23.089495,26.526924,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
36500,3.483789,1.135147,10.209622,15.862859,16.214670,16.344183,16.819639,18.364141,0.518801,0.808031,0.826021,0.832863,0.857197,0.935236,8.609407,18.901634,18.128790,18.307783,23.113152,26.563290,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
37000,3.451839,1.134235,10.230118,15.876558,16.229197,16.353270,16.835022,18.371904,0.519850,0.808733,0.826755,0.833324,0.857980,0.935628,8.615355,18.910002,18.142996,18.321697,23.136284,26.592995,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
37500,3.462710,1.134208,10.249991,15.889266,16.239058,16.363676,16.843824,18.379074,0.520867,0.809375,0.827261,0.833847,0.858428,0.935988,8.621522,18.919996,18.161707,18.334499,23.159472,26.623497,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
38000,3.451416,1.133349,10.267840,15.903368,16.252861,16.375080,16.855122,18.386248,0.521784,0.810096,0.827962,0.834429,0.859004,0.936351,8.629167,18.929026,18.177837,18.347614,23.180201,26.653730,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
38500,3.442322,1.132486,10.284284,15.910940,16.261780,16.388885,16.864273,18.394938,0.522633,0.810477,0.828413,0.835135,0.859470,0.936796,8.636948,18.937607,18.191528,18.359873,23.201683,26.681545,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
39000,3.431232,1.132416,10.304416,15.919393,16.276709,16.399462,16.875937,18.401915,0.523667,0.810907,0.829174,0.835670,0.860059,0.937148,8.643922,18.944998,18.205318,18.372713,23.223944,26.705706,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
39500,3.430125,1.132109,10.322074,15.934006,16.286795,16.409781,16.887949,18.408396,0.524587,0.811650,0.829689,0.836202,0.860672,0.937479,8.650108,18.953148,18.218184,18.384050,23.240593,26.732565,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
40000,3.434988,1.132078,10.339721,15.946727,16.294794,16.418915,16.893621,18.416162,0.525493,0.812295,0.830098,0.836661,0.860959,0.937869,8.655473,18.960453,18.234413,18.396025,23.260344,26.755543,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
40500,3.416233,1.131023,10.351459,15.952698,16.304266,16.430681,16.902229,18.423014,0.526091,0.812600,0.830575,0.837262,0.861401,0.938218,8.662870,18.969753,18.247496,18.404827,23.278870,26.779482,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
41000,3.422237,1.130892,10.371107,15.962061,16.313042,16.439020,16.910654,18.430155,0.527102,0.813075,0.831021,0.837686,0.861833,0.938581,8.668577,18.976410,18.258900,18.416422,23.297245,26.800264,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
41500,3.437688,1.129675,10.386765,15.974002,16.321981,16.448019,16.922520,18.434753,0.527907,0.813680,0.831470,0.838147,0.862437,0.938814,8.675168,18.982412,18.270031,18.425665,23.312838,26.822208,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
42000,3.408863,1.130369,10.399384,15.983988,16.331783,16.458141,16.930431,18.442604,0.528553,0.814186,0.831967,0.838661,0.862837,0.939215,8.682066,18.988518,18.279490,18.435850,23.328936,26.842384,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
42500,3.405817,1.129482,10.416674,15.992328,16.341663,16.465923,16.940496,18.447231,0.529445,0.814611,0.832476,0.839054,0.863351,0.939447,8.687079,18.993748,18.291098,18.446119,23.346216,26.861042,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
43000,3.423786,1.128863,10.430562,16.001377,16.350363,16.473637,16.946949,18.453005,0.530156,0.815074,0.832919,0.839445,0.863680,0.939739,8.694928,18.999182,18.304337,18.454268,23.360840,26.880093,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
43500,3.402196,1.129775,10.448401,16.010899,16.360195,16.482101,16.956106,18.458820,0.531071,0.815564,0.833417,0.839880,0.864144,0.940039,8.700838,19.004448,18.314562,18.463531,23.374184,26.898699,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
44000,3.395316,1.129255,10.460390,16.018295,16.369188,16.492926,16.962948,18.465195,0.531695,0.815935,0.833874,0.840429,0.864492,0.940365,8.707533,19.010515,18.324211,18.472031,23.388666,26.913975,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
44500,3.405007,1.129111,10.477211,16.028297,16.379244,16.498518,16.972477,18.470406,0.532558,0.816447,0.834388,0.840716,0.864978,0.940630,8.712363,19.015306,18.333805,18.481199,23.402111,26.931129,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
45000,3.387820,1.129104,10.490177,16.038485,16.385609,16.508158,16.979231,18.476492,0.533226,0.816963,0.834715,0.841208,0.865322,0.940939,8.719135,19.021275,18.343962,18.488941,23.413237,26.946878,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
45500,3.383027,1.128962,10.502250,16.044365,16.393583,16.517136,16.986198,18.482010,0.533841,0.817265,0.835119,0.841666,0.865677,0.941219,8.725528,19.026939,18.353586,18.496292,23.425501,26.961967,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
46000,3.398962,1.128474,10.514294,16.053242,16.399986,16.525312,16.993597,18.487509,0.534457,0.817717,0.835444,0.842084,0.866057,0.941501,8.731614,19.032207,18.361689,18.503326,23.437901,26.976929,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
46500,3.384990,1.128543,10.527549,16.060436,16.410082,16.530466,17.001600,18.491892,0.535140,0.818084,0.835959,0.842348,0.866466,0.941723,8.735312,19.037369,18.370176,18.510618,23.451702,26.991011,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
47000,3.391642,1.128841,10.537813,16.068336,16.414091,16.539261,17.008781,18.497408,0.535668,0.818483,0.836159,0.842795,0.866831,0.942005,8.741306,19.041506,18.379139,18.519720,23.464060,27.006769,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
47500,3.385388,1.129069,10.551438,16.075279,16.424046,16.546741,17.017746,18.501701,0.536368,0.818838,0.836668,0.843173,0.867287,0.942224,8.745007,19.046770,18.387859,18.527407,23.475210,27.020781,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
48000,3.383989,1.128507,10.564328,16.084753,16.431490,16.552227,17.025358,18.506536,0.537031,0.819321,0.837049,0.843450,0.867675,0.942469,8.751739,19.050299,18.397964,18.534292,23.486958,27.036009,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000
