step,train_loss,val_bpb,ln2_norm_L0,ln2_norm_L1,ln2_norm_L2,ln2_norm_L3,ln2_norm_L4,ln2_norm_L5,ln2_mean_L0,ln2_mean_L1,ln2_mean_L2,ln2_mean_L3,ln2_mean_L4,ln2_mean_L5,ln1_norm_L0,ln1_norm_L1,ln1_norm_L2,ln1_norm_L3,ln1_norm_L4,ln1_norm_L5,lm_g_L0,lm_g_L1,lm_g_L2,lm_g_L3,lm_g_L4,lm_g_L5,lm_beta_L0,lm_beta_L1,lm_beta_L2,lm_beta_L3,lm_beta_L4,lm_beta_L5,lm_gamma_L0,lm_gamma_L1,lm_gamma_L2,lm_gamma_L3,lm_gamma_L4,lm_gamma_L5,lut_tv,lut_tv_L0,lut_tv_L1,lut_tv_L2,lut_tv_L3,lut_tv_L4,lut_tv_L5
5500,10.201491,3.084724,20.210600,20.472555,21.600153,23.709625,26.060728,25.583057,1.031275,1.044590,1.102003,1.208870,1.329635,1.304978,19.576418,19.600542,19.775785,20.417843,21.110434,20.920559,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.11076689,2.18165326,2.29424381,2.71303248,2.83330536,2.74947596,0.95485926,0.92207497,0.89491534,0.76679361,0.74503297,0.76542753,2.60314766e-03,4.55605378e-03,3.63800675e-03,2.62367749e-03,1.93305791e-03,1.71484984e-03,1.15324021e-03
6000,10.219762,3.121224,20.216652,20.397015,21.755953,23.962021,26.076775,25.583765,1.031583,1.040748,1.109929,1.221505,1.330451,1.305014,19.573275,19.610182,19.841076,20.452192,21.119850,20.920559,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.11271071,2.17291021,2.33137202,2.78208423,2.83638239,2.74950647,0.95309317,0.92740923,0.88344449,0.75380510,0.74458218,0.76542467,2.65660366e-03,4.87353001e-03,3.62004433e-03,2.64362362e-03,1.93432160e-03,1.71486218e-03,1.15324021e-03
6500,10.173030,3.126822,20.104698,20.593920,21.957977,24.172562,26.084360,25.583923,1.025888,1.050777,1.120201,1.231994,1.330837,1.305022,19.566252,19.610834,19.839342,20.475691,21.127649,20.920559,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.10308957,2.20233536,2.38042378,2.83341217,2.83865571,2.74951792,0.95800024,0.91550708,0.86569458,0.74801391,0.74424154,0.76542157,2.74489874e-03,5.08814119e-03,3.92191857e-03,2.65628146e-03,1.93494803e-03,1.71486300e-03,1.15324021e-03
7000,10.120717,3.098967,20.071005,20.630396,22.117371,24.440592,26.095997,25.584499,1.024169,1.052612,1.128311,1.245350,1.331429,1.305051,19.576170,19.608006,19.851690,20.491093,21.141716,20.920572,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.10264540,2.21023011,2.42429113,2.90192604,2.84297872,2.74966455,0.95750684,0.91267389,0.85247195,0.73970127,0.74349773,0.76540154,2.82123879e-03,5.37978299e-03,4.07287525e-03,2.67065363e-03,1.93600578e-03,1.71487487e-03,1.15324021e-03
7500,10.190232,3.123956,20.002285,20.705742,22.330526,25.056456,26.135307,25.585760,1.020671,1.056449,1.139140,1.276060,1.333430,1.305115,19.576458,19.648476,19.865982,20.539268,21.188833,20.920656,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.09394646,2.22849560,2.50320888,3.01732326,2.85459757,2.74992704,0.96012229,0.90502530,0.82897514,0.72172862,0.74163932,0.76537365,2.88977561e-03,5.56795858e-03,4.26149601e-03,2.70199426e-03,1.93903351e-03,1.71493110e-03,1.15324021e-03
8000,9.952409,3.069373,19.927576,20.745455,22.746912,25.802908,26.274427,25.588766,1.016859,1.058469,1.160327,1.313449,1.340511,1.305267,19.577904,19.670984,19.923758,20.667341,21.305422,20.921335,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.08258772,2.24654555,2.58786917,3.16123104,2.88234186,2.75065494,0.96629333,0.89787024,0.80429173,0.69694531,0.73671979,0.76528943,2.94961615e-03,5.68372430e-03,4.42318479e-03,2.77383020e-03,1.94853847e-03,1.71517744e-03,1.15324173e-03
8500,9.958776,2.975114,19.996250,20.845997,23.020922,26.501463,26.317808,25.589752,1.020355,1.063559,1.174213,1.348182,1.342719,1.305317,19.578922,19.689791,19.927317,20.724298,21.369848,20.921488,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.09004736,2.26515627,2.67275739,3.31239724,2.89581323,2.75092936,0.96296024,0.89131314,0.78265780,0.67118812,0.73456144,0.76526022,3.02191587e-03,5.88161265e-03,4.61957185e-03,2.80957529e-03,1.95224956e-03,1.71524414e-03,1.15324173e-03
9000,9.527189,2.905422,20.027807,20.918810,23.234108,26.928452,26.365524,25.590380,1.021952,1.067250,1.185038,1.369412,1.345146,1.305349,19.577383,19.736139,19.902800,20.779898,21.421095,20.921600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.10005593,2.28462815,2.70358396,3.40772200,2.90649438,2.75110745,0.95891398,0.88485062,0.77962363,0.65470982,0.73300487,0.76523441,3.07040087e-03,5.99557860e-03,4.77694906e-03,2.82589858e-03,1.95542281e-03,1.71531446e-03,1.15324173e-03
9500,9.558988,2.961197,20.115620,20.981518,23.521732,27.461666,26.462496,25.592232,1.026420,1.070414,1.199594,1.395976,1.350077,1.305443,19.574352,19.762886,19.971025,20.917351,21.485952,20.922020,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.11208391,2.30213428,2.72870564,3.51919198,2.92230749,2.75144506,0.95340389,0.88005340,0.78423417,0.63846511,0.73094177,0.76518649,3.12416760e-03,6.11710967e-03,4.93248506e-03,2.86584650e-03,1.96086289e-03,1.71545974e-03,1.15324173e-03
10000,10.033947,2.986524,20.171276,21.018030,24.043615,28.123526,26.525526,25.593513,1.029239,1.072282,1.226119,1.429056,1.353284,1.305508,19.579746,19.784615,20.026175,21.037722,21.599957,20.922249,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.11911011,2.31851244,2.81142092,3.65246558,2.94464707,2.75178099,0.95090330,0.87584305,0.77477336,0.61799705,0.72755200,0.76514471,3.18629735e-03,6.25801692e-03,5.08451741e-03,2.93807965e-03,1.96834933e-03,1.71557907e-03,1.15324173e-03
10500,9.659774,2.979058,20.150862,21.042053,24.527506,28.481173,26.532705,25.593515,1.028197,1.073508,1.250716,1.446694,1.353649,1.305508,19.576887,19.781065,20.070976,21.072910,21.619091,20.922249,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.11499810,2.33051229,2.88456321,3.73215413,2.94818926,2.75178647,0.95307028,0.87240022,0.75756902,0.60728395,0.72706318,0.76514137,3.19787198e-03,6.26739766e-03,5.12682507e-03,2.95466720e-03,1.96951698e-03,1.71558326e-03,1.15324173e-03
11000,9.939879,3.090233,20.179596,21.041269,25.023340,28.836405,26.549532,25.593630,1.029654,1.073465,1.275919,1.464205,1.354505,1.305514,19.574673,19.777164,20.103849,21.123762,21.652941,20.922251,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.12256813,2.33596325,2.94439220,3.80980396,2.95514727,2.75184965,0.94996655,0.87213421,0.75000566,0.59937048,0.72595596,0.76512986,3.22391937e-03,6.35087304e-03,5.17847948e-03,2.97449739e-03,1.97081640e-03,1.71560817e-03,1.15324173e-03
11500,9.787911,2.935075,20.162624,21.247143,25.344799,29.318480,26.688395,25.599995,1.028772,1.083931,1.292352,1.488446,1.361572,1.305837,19.572180,19.806494,20.150997,21.349337,21.946175,20.923491,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.12450647,2.37026644,2.99578023,3.91171908,3.01047444,2.75571942,0.95023084,0.85931504,0.73852211,0.58444875,0.71442407,0.76452857,3.40786687e-03,6.40324503e-03,5.77972736e-03,3.38091701e-03,2.01344793e-03,1.71661179e-03,1.15325209e-03
12000,9.352327,2.836836,20.132753,21.281189,25.343925,29.769253,26.754316,25.600330,1.027243,1.085650,1.292475,1.510917,1.364918,1.305854,19.573153,19.810898,20.041536,21.373663,22.047150,20.923763,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.11897755,2.38196421,3.01183414,4.01242304,3.02908444,2.75601578,0.95233428,0.85785598,0.74529964,0.57089192,0.71208650,0.76447916,3.41265940e-03,6.39780285e-03,5.81832184e-03,3.37060867e-03,2.01923680e-03,1.71673414e-03,1.15325209e-03
12500,9.192241,2.791546,20.153870,21.302917,25.401066,30.036522,26.788979,25.600487,1.028316,1.086744,1.295431,1.524173,1.366677,1.305861,19.569515,19.803038,20.026991,21.402548,22.086742,20.923843,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.12344670,2.39000392,3.03382492,4.07107782,3.03348231,2.75615025,0.95075417,0.85533696,0.74385792,0.56396812,0.71171737,0.76445609,3.42324681e-03,6.44173380e-03,5.83409192e-03,3.37259262e-03,2.02102424e-03,1.71678618e-03,1.15325209e-03
13000,9.381295,2.879622,20.117870,21.336332,25.403801,30.058071,26.789488,25.600487,1.026495,1.088457,1.295570,1.525216,1.366703,1.305861,19.570143,19.802237,20.007374,21.406092,22.087013,20.923843,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.11669469,2.39824986,3.03594136,4.07478476,3.03350425,2.75615025,0.95367587,0.85329545,0.74483037,0.56368428,0.71171433,0.76445609,3.42419175e-03,6.41730241e-03,5.86407539e-03,3.37268948e-03,2.02104496e-03,1.71678618e-03,1.15325209e-03
13500,9.407758,2.875036,20.132957,21.344473,25.414965,30.104275,26.791115,25.600487,1.027268,1.088878,1.296132,1.527461,1.366785,1.305861,19.570347,19.804495,19.999023,21.409407,22.088392,20.923843,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.11923671,2.40279436,3.03689122,4.08368778,3.03359103,2.75615025,0.95245713,0.85257393,0.74549520,0.56298155,0.71170539,0.76445609,3.42759752e-03,6.43414073e-03,5.86741231e-03,3.37288692e-03,2.02110689e-03,1.71678618e-03,1.15325209e-03
14000,9.372332,2.869467,20.142927,21.365192,25.428728,30.149734,26.792912,25.600487,1.027775,1.089933,1.296831,1.529675,1.366876,1.305861,19.568830,19.809336,19.995901,21.411497,22.089943,20.923843,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.12117457,2.40914941,3.03759098,4.09260321,3.03370929,2.75615025,0.95163369,0.85098153,0.74630034,0.56222332,0.71169478,0.76445609,3.43435182e-03,6.45449571e-03,5.88717172e-03,3.37322708e-03,2.02117814e-03,1.71678618e-03,1.15325209e-03
14500,9.822181,3.011793,20.179289,21.342619,25.600128,30.276642,26.800705,25.600487,1.029630,1.088794,1.305528,1.535903,1.367271,1.305861,19.564550,19.810638,20.008440,21.406569,22.099512,20.923843,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.12705326,2.40148926,3.05469751,4.12141466,3.03450441,2.75616145,0.94947255,0.85392499,0.74452680,0.55923581,0.71163172,0.76445389,3.43092036e-03,6.48172572e-03,5.83702046e-03,3.37522314e-03,2.02150922e-03,1.71679154e-03,1.15325209e-03
15000,9.867217,3.023982,20.177748,21.343199,25.793301,30.388815,26.806087,25.600487,1.029550,1.088821,1.315358,1.541396,1.367544,1.305861,19.564766,19.808197,20.017490,21.403465,22.107416,20.923843,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.12717271,2.40169883,3.08037853,4.14855242,3.03514743,2.75616145,0.94930404,0.85378832,0.74305093,0.55654210,0.71157867,0.76445389,3.43427223e-03,6.48727780e-03,5.84859774e-03,3.37796938e-03,2.02174485e-03,1.71679154e-03,1.15325209e-03
15500,9.881776,3.023893,20.174816,21.349445,25.953875,30.486582,26.810869,25.600487,1.029402,1.089139,1.323524,1.546179,1.367786,1.305861,19.562708,19.806154,20.024193,21.402760,22.114351,20.923843,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.12744522,2.40210748,3.09762669,4.17248487,3.03566957,2.75616145,0.94930971,0.85393512,0.74453527,0.55423319,0.71153325,0.76445389,3.43929780e-03,6.49495609e-03,5.86910499e-03,3.37973656e-03,2.02194555e-03,1.71679154e-03,1.15325209e-03
16000,9.854909,3.015919,20.171234,21.353100,26.107689,30.581406,26.815647,25.600487,1.029217,1.089325,1.331345,1.550820,1.368028,1.305861,19.562460,19.805670,20.027767,21.401886,22.121046,20.923843,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.12716293,2.40345263,3.11616898,4.19587374,3.03612351,2.75616145,0.94945896,0.85357589,0.74364269,0.55199283,0.71149534,0.76445389,3.44377688e-03,6.49739802e-03,5.89135755e-03,3.38171213e-03,2.02214997e-03,1.71679154e-03,1.15325209e-03
