step,train_loss,qreg_loss,lambda,val_loss,val_loss_snapped
0,6.623777,0.362829,0.000000,6.590955,
1000,2.040409,0.425931,0.000000,1.964496,
2000,1.775460,0.453220,0.000000,1.770329,
3000,1.718899,0.470911,0.000000,1.712206,
4000,1.679150,0.482952,0.000000,1.676285,
5000,1.659796,0.489853,0.000000,1.662637,
6000,1.643143,0.494364,0.000000,1.638807,
7000,1.626442,0.496714,0.000000,1.627481,
8000,1.617400,0.498419,0.000000,1.619975,
9000,1.612314,0.499212,0.000000,1.611145,
10000,1.606049,0.499755,0.000000,1.609019,
11000,1.593199,0.499836,0.000000,1.598500,
12000,1.583802,0.499760,0.000000,1.586106,
13000,1.581465,0.500002,0.000000,1.597368,
14000,1.572000,0.500002,0.000000,1.569676,
15000,1.575485,0.499979,0.000000,1.565872,
16000,1.554941,0.499866,0.000000,1.557484,
17000,1.551599,0.499952,0.000000,1.552878,
18000,1.553268,0.499874,0.000000,1.547290,
19000,1.548221,0.499986,0.000000,1.544437,
20000,1.539635,0.499976,0.000000,1.544069,
21000,1.542273,0.499766,0.000000,1.535252,
22000,1.537911,0.499967,0.000000,1.533603,
23000,1.535349,0.500014,0.000000,1.530947,
24000,1.526177,0.500024,0.000000,1.530238,
25000,1.524715,0.499931,0.000000,1.526481,
26000,1.537585,0.499957,0.000000,1.539287,
27000,1.522264,0.499837,0.000000,1.520164,
28000,1.519898,0.499945,0.000000,1.525504,
29000,1.516104,0.500045,0.000000,1.517161,
30000,1.513231,0.500036,0.000000,1.517223,
31000,1.514720,0.499868,0.000000,1.515322,
32000,1.508996,0.499938,0.000000,1.512693,
33000,1.509445,0.499955,0.000000,1.510188,
34000,1.509608,0.499965,0.000000,1.509865,
35000,1.506734,0.499839,0.000000,1.509161,
36000,1.509592,0.499958,0.000000,1.553624,
37000,1.510650,0.499890,0.000000,1.507319,
38000,1.499334,0.499934,0.000000,1.501819,
39000,1.499066,0.499969,0.000000,1.500081,
40000,1.498843,0.499858,0.000000,1.499084,
41000,1.496367,0.499939,0.000000,1.497812,
42000,1.495232,0.499912,0.000000,1.497657,
43000,1.492906,0.499969,0.000000,1.495791,
44000,1.486710,0.499893,0.000000,1.492733,
45000,1.494976,0.499985,0.000000,1.492722,
46000,1.490349,0.500029,0.000000,1.489568,
47000,1.495452,0.499930,0.000000,1.491966,
48000,1.488007,0.499846,0.000000,1.488738,
49000,1.484802,0.499909,0.000000,1.485768,
50000,1.489708,0.500043,0.000000,1.485508,
51000,1.485209,0.499835,0.000000,1.489331,
52000,1.490972,0.500013,0.000000,1.483418,
53000,1.479847,0.499970,0.000000,1.486068,
54000,1.477818,0.500008,0.000000,1.484988,
55000,1.482044,0.500007,0.000000,1.481276,
56000,1.484914,0.500042,0.000000,1.479711,
57000,1.478622,0.500128,0.000000,1.479219,
58000,1.477140,0.500000,0.000000,1.477434,
59000,1.472495,0.500001,0.000000,1.476277,
60000,1.473068,0.499925,0.000000,1.476062,
61000,1.477766,0.499926,0.000000,1.473664,
62000,1.474108,0.499950,0.000000,1.472858,
63000,1.467831,0.499882,0.000000,1.471650,
64000,1.472571,0.499942,0.000000,1.475560,
65000,1.467952,0.499934,0.000000,1.469089,
66000,1.464260,0.500009,0.000000,1.470377,
67000,1.469577,0.500079,0.000000,1.468706,
68000,1.469281,0.500006,0.000000,1.467156,
69000,1.463417,0.499834,0.000000,1.466527,
70000,1.462299,0.499829,0.000000,1.466297,
71000,1.462182,0.499941,0.000000,1.466998,
72000,1.467008,0.499894,0.000000,1.464354,
73000,1.458772,0.499859,0.000000,1.463579,
74000,1.460082,0.499838,0.000000,1.462466,
75000,1.460592,0.499722,0.000000,1.461372,
76000,1.461660,0.500123,0.000000,1.460052,
77000,1.459535,0.499904,0.000000,1.460555,
78000,1.460114,0.499866,0.000000,1.458062,
79000,1.457098,0.499985,0.000000,1.458820,
80000,1.453193,0.499883,0.000000,1.457542,
81000,1.456407,0.499726,0.000000,1.456440,
82000,1.456840,0.499957,0.000000,1.455763,
83000,1.457639,0.499997,0.000000,1.455768,
84000,1.454525,0.499958,0.000000,1.455198,
85000,1.452132,0.500154,0.000000,1.453851,
86000,1.448138,0.499868,0.000000,1.453769,
87000,1.454388,0.499878,0.000000,1.452716,
88000,1.450246,0.500056,0.000000,1.452420,
89000,1.451714,0.499833,0.000000,1.451623,
90000,1.454555,0.499785,0.000000,1.450770,
91000,1.448107,0.500094,0.000000,1.451634,
92000,1.445521,0.499849,0.000000,1.450517,
93000,1.447734,0.500084,0.000000,1.451233,
94000,1.450333,0.499973,0.000000,1.449308,
95000,1.451595,0.499899,0.000000,1.450009,
96000,1.449412,0.500164,0.000000,1.447826,
97000,1.450641,0.499796,0.000000,1.448897,
98000,1.447641,0.499851,0.000000,1.448142,
99000,1.448616,0.500053,0.000000,1.447978,
