step,train_loss,val_loss
0,5.548952,5.549124
1000,2.387790,2.244449
2000,1.781332,1.773266
3000,1.651478,1.639257
4000,1.586070,1.576157
5000,1.543825,1.541619
6000,1.514522,1.520313
7000,1.501023,1.500647
8000,1.481364,1.485760
9000,1.465683,1.463067
10000,1.443237,1.446358
11000,1.433497,1.435908
12000,1.432966,1.428027
13000,1.411340,1.418189
14000,1.412028,1.411336
15000,1.407506,1.407144
16000,1.403439,1.400667
17000,1.404199,1.400067
18000,1.401139,1.398899
19000,1.400433,1.397743
20000,1.390241,1.398148
21000,1.392316,1.396710
22000,1.396700,1.393203
23000,1.391286,1.392797
24000,1.396877,1.393740
25000,1.386714,1.388970
26000,1.389189,1.388413
27000,1.387264,1.384182
28000,1.382957,1.385576
29000,1.385724,1.387952
30000,1.376005,1.383829
31000,1.383612,1.383781
32000,1.379627,1.382017
33000,1.373489,1.388813
34000,1.380532,1.382479
35000,1.378246,1.385210
36000,1.371729,1.382978
37000,1.369405,1.381411
38000,1.381752,1.374520
39000,1.367808,1.374906
40000,1.378645,1.373572
41000,1.379021,1.371057
42000,1.377223,1.374020
