step,train_loss,val_loss
0,5.570355,5.566766
1000,2.234041,2.122903
2000,1.846621,1.824354
3000,1.731181,1.730643
4000,1.706330,1.709208
5000,1.676025,1.681871
6000,1.667948,1.685023
7000,1.680176,1.670885
8000,1.638112,1.641057
9000,1.628164,1.632247
10000,1.624548,1.630000
11000,1.617095,1.619104
12000,1.596709,1.603934
13000,1.599237,1.595650
14000,1.566913,1.588574
15000,1.579772,1.581952
16000,1.572320,1.576284
17000,1.566708,1.569007
18000,1.557521,1.563175
19000,1.560557,1.554580
20000,1.558729,1.548438
21000,1.550136,1.541124
22000,1.541593,1.539309
23000,1.538217,1.534902
24000,1.538980,1.534718
