step,module,frac_flipped_vs_init,mean_max_softmax_w
5600,L1.v_lut,0.035677,0.979944
5600,L1.out_proj,0.053711,0.960709
5600,L1.residual_lut,0.041992,0.934120
5600,L2.qk_lut,0.041504,0.976283
5600,L2.v_lut,0.033941,0.980041
5600,L2.out_proj,0.052490,0.969287
5600,L2.residual_lut,0.040690,0.932596
5600,L3.qk_lut,0.034017,0.983859
5600,L3.v_lut,0.034896,0.984701
5600,L3.out_proj,0.041016,0.978265
5600,L3.residual_lut,0.041667,0.937488
5600,L4.qk_lut,0.033285,0.986974
5600,L4.v_lut,0.031988,0.989799
5600,L4.out_proj,0.035075,0.983760
5600,L4.residual_lut,0.043294,0.931906
5600,L5.qk_lut,0.034831,0.989843
5600,L5.v_lut,0.032682,0.991288
5600,L5.out_proj,0.037679,0.988683
5600,L5.residual_lut,0.048503,0.938791
5800,L0.qk_lut,0.037923,0.969662
5800,L0.v_lut,0.035677,0.939978
5800,L0.out_proj,0.046956,0.955653
5800,L0.residual_lut,0.043945,0.937548
5800,L1.qk_lut,0.034424,0.980208
5800,L1.v_lut,0.036024,0.981029
5800,L1.out_proj,0.051107,0.961631
5800,L1.residual_lut,0.044596,0.933592
5800,L2.qk_lut,0.041585,0.977095
5800,L2.v_lut,0.033811,0.980954
5800,L2.out_proj,0.051188,0.969643
5800,L2.residual_lut,0.045898,0.932749
5800,L3.qk_lut,0.033610,0.984773
5800,L3.v_lut,0.035200,0.985841
5800,L3.out_proj,0.041178,0.979218
5800,L3.residual_lut,0.040365,0.938287
5800,L4.qk_lut,0.032552,0.987641
5800,L4.v_lut,0.032161,0.990447
5800,L4.out_proj,0.035970,0.984573
5800,L4.residual_lut,0.041341,0.932930
5800,L5.qk_lut,0.034831,0.990708
5800,L5.v_lut,0.032552,0.992047
5800,L5.out_proj,0.037598,0.989643
5800,L5.residual_lut,0.050456,0.940001
6000,L0.qk_lut,0.038249,0.971131
6000,L0.v_lut,0.034983,0.940721
6000,L0.out_proj,0.046712,0.956400
6000,L0.residual_lut,0.042969,0.937434
6000,L1.qk_lut,0.034261,0.981212
6000,L1.v_lut,0.035460,0.981629
6000,L1.out_proj,0.051432,0.962040
6000,L1.residual_lut,0.041667,0.934744
6000,L2.qk_lut,0.040934,0.977762
6000,L2.v_lut,0.033464,0.981621
6000,L2.out_proj,0.051839,0.970238
6000,L2.residual_lut,0.043294,0.933855
6000,L3.qk_lut,0.034180,0.985336
6000,L3.v_lut,0.034549,0.986522
6000,L3.out_proj,0.039632,0.980070
6000,L3.residual_lut,0.041341,0.938567
6000,L4.qk_lut,0.033529,0.988357
6000,L4.v_lut,0.032161,0.991035
6000,L4.out_proj,0.036214,0.985414
6000,L4.residual_lut,0.042318,0.934654
6000,L5.qk_lut,0.034831,0.991712
6000,L5.v_lut,0.032769,0.992805
6000,L5.out_proj,0.037598,0.990735
6000,L5.residual_lut,0.048177,0.939864
6200,L0.qk_lut,0.038818,0.972044
6200,L0.v_lut,0.033811,0.941255
6200,L0.out_proj,0.047038,0.957025
6200,L0.residual_lut,0.040365,0.938849
6200,L1.qk_lut,0.035726,0.981635
6200,L1.v_lut,0.036068,0.982368
6200,L1.out_proj,0.051514,0.963048
6200,L1.residual_lut,0.043945,0.935251
6200,L2.qk_lut,0.041748,0.978949
6200,L2.v_lut,0.034418,0.982389
6200,L2.out_proj,0.050537,0.970818
6200,L2.residual_lut,0.044922,0.933586
6200,L3.qk_lut,0.034587,0.986070
6200,L3.v_lut,0.034722,0.987056
6200,L3.out_proj,0.039714,0.980686
6200,L3.residual_lut,0.041341,0.938722
6200,L4.qk_lut,0.033285,0.988959
6200,L4.v_lut,0.031901,0.991748
6200,L4.out_proj,0.036458,0.985799
6200,L4.residual_lut,0.044922,0.934465
6200,L5.qk_lut,0.034749,0.992246
6200,L5.v_lut,0.032378,0.993403
6200,L5.out_proj,0.037923,0.991555
6200,L5.residual_lut,0.047526,0.940082
6400,L0.qk_lut,0.039551,0.972734
6400,L0.v_lut,0.035069,0.941526
6400,L0.out_proj,0.046468,0.957722
6400,L0.residual_lut,0.042643,0.938989
6400,L1.qk_lut,0.036133,0.982497
6400,L1.v_lut,0.035720,0.983095
6400,L1.out_proj,0.052083,0.963372
6400,L1.residual_lut,0.040690,0.935831
6400,L2.qk_lut,0.041423,0.979298
6400,L2.v_lut,0.034158,0.983042
6400,L2.out_proj,0.050944,0.971969
6400,L2.residual_lut,0.043620,0.934469
6400,L3.qk_lut,0.034261,0.986672
6400,L3.v_lut,0.034679,0.987576
6400,L3.out_proj,0.041097,0.981396
6400,L3.residual_lut,0.041016,0.938303
6400,L4.qk_lut,0.032959,0.989701
6400,L4.v_lut,0.032335,0.992436
6400,L4.out_proj,0.036865,0.986450
6400,L4.residual_lut,0.043620,0.935209
6400,L5.qk_lut,0.034668,0.992816
6400,L5.v_lut,0.032465,0.994000
6400,L5.out_proj,0.038656,0.992274
6400,L5.residual_lut,0.051758,0.940851
6600,L0.qk_lut,0.039714,0.973671
6600,L0.v_lut,0.035286,0.942163
6600,L0.out_proj,0.046143,0.958089
6600,L0.residual_lut,0.043620,0.939175
6600,L1.qk_lut,0.035807,0.983204
6600,L1.v_lut,0.035634,0.983459
6600,L1.out_proj,0.052002,0.963998
6600,L1.residual_lut,0.039714,0.935467
6600,L2.qk_lut,0.041992,0.979816
6600,L2.v_lut,0.035200,0.983581
6600,L2.out_proj,0.052327,0.972236
6600,L2.residual_lut,0.045898,0.934957
6600,L3.qk_lut,0.033691,0.987128
6600,L3.v_lut,0.034983,0.988278
6600,L3.out_proj,0.040690,0.982088
6600,L3.residual_lut,0.041667,0.938194
6600,L4.qk_lut,0.032796,0.990090
6600,L4.v_lut,0.032378,0.992864
6600,L4.out_proj,0.035889,0.987152
6600,L4.residual_lut,0.045898,0.935235
6600,L5.qk_lut,0.035400,0.993281
6600,L5.v_lut,0.032682,0.994324
6600,L5.out_proj,0.038493,0.992877
6600,L5.residual_lut,0.052734,0.941066
6800,L0.qk_lut,0.039144,0.974764
6800,L0.v_lut,0.032769,0.942695
6800,L0.out_proj,0.046956,0.958654
6800,L0.residual_lut,0.041992,0.940299
6800,L1.qk_lut,0.035319,0.984204
6800,L1.v_lut,0.035807,0.984440
6800,L1.out_proj,0.052897,0.964353
6800,L1.residual_lut,0.041992,0.935976
6800,L2.qk_lut,0.042806,0.980196
6800,L2.v_lut,0.035069,0.984328
6800,L2.out_proj,0.052165,0.973115
6800,L2.residual_lut,0.041667,0.934783
6800,L3.qk_lut,0.034993,0.987849
6800,L3.v_lut,0.034679,0.988701
6800,L3.out_proj,0.040446,0.982934
6800,L3.residual_lut,0.039062,0.940349
6800,L4.qk_lut,0.032389,0.991074
6800,L4.v_lut,0.032335,0.993271
6800,L4.out_proj,0.035563,0.987495
6800,L4.residual_lut,0.046224,0.936009
6800,L5.qk_lut,0.035075,0.993802
6800,L5.v_lut,0.032509,0.994848
6800,L5.out_proj,0.038411,0.993333
6800,L5.residual_lut,0.051432,0.940673
7000,L0.qk_lut,0.039632,0.975524
7000,L0.v_lut,0.033550,0.943198
7000,L0.out_proj,0.045410,0.959373
7000,L0.residual_lut,0.045573,0.940027
7000,L1.qk_lut,0.034017,0.984317
7000,L1.v_lut,0.035981,0.984732
7000,L1.out_proj,0.053060,0.964693
7000,L1.residual_lut,0.040690,0.935800
7000,L2.qk_lut,0.042236,0.980884
7000,L2.v_lut,0.034635,0.984581
7000,L2.out_proj,0.052897,0.973841
7000,L2.residual_lut,0.046224,0.936143
7000,L3.qk_lut,0.034993,0.988161
7000,L3.v_lut,0.035243,0.989241
7000,L3.out_proj,0.041178,0.983432
7000,L3.residual_lut,0.039388,0.939521
7000,L4.qk_lut,0.031657,0.991613
7000,L4.v_lut,0.032292,0.993636
7000,L4.out_proj,0.035970,0.988105
7000,L4.residual_lut,0.044271,0.935083
7000,L5.qk_lut,0.035563,0.994266
7000,L5.v_lut,0.032422,0.995340
7000,L5.out_proj,0.038005,0.993802
7000,L5.residual_lut,0.049154,0.941525
7200,L0.qk_lut,0.038737,0.976163
7200,L0.v_lut,0.035677,0.943725
7200,L0.out_proj,0.046794,0.960173
7200,L0.residual_lut,0.046875,0.940344
7200,L1.qk_lut,0.033773,0.984880
7200,L1.v_lut,0.035981,0.985425
7200,L1.out_proj,0.053630,0.965219
7200,L1.residual_lut,0.040365,0.936613
7200,L2.qk_lut,0.042969,0.980989
7200,L2.v_lut,0.034766,0.984845
7200,L2.out_proj,0.053223,0.974024
7200,L2.residual_lut,0.046224,0.936146
7200,L3.qk_lut,0.035156,0.988765
7200,L3.v_lut,0.034766,0.989926
7200,L3.out_proj,0.041097,0.984121
7200,L3.residual_lut,0.037435,0.939799
7200,L4.qk_lut,0.032471,0.992052
7200,L4.v_lut,0.032595,0.994084
7200,L4.out_proj,0.036458,0.988734
7200,L4.residual_lut,0.043945,0.935197
7200,L5.qk_lut,0.035726,0.994785
7200,L5.v_lut,0.032943,0.995730
7200,L5.out_proj,0.038493,0.994112
7200,L5.residual_lut,0.048177,0.942733
7400,L0.qk_lut,0.037842,0.976869
7400,L0.v_lut,0.035026,0.943912
7400,L0.out_proj,0.046061,0.961126
7400,L0.residual_lut,0.044596,0.940216
7400,L1.qk_lut,0.034424,0.985388
7400,L1.v_lut,0.036024,0.985787
7400,L1.out_proj,0.051432,0.965184
7400,L1.residual_lut,0.042643,0.936233
7400,L2.qk_lut,0.041667,0.981068
7400,L2.v_lut,0.034766,0.985489
7400,L2.out_proj,0.052734,0.974483
7400,L2.residual_lut,0.043294,0.936370
7400,L3.qk_lut,0.035889,0.989113
7400,L3.v_lut,0.034635,0.990193
7400,L3.out_proj,0.041585,0.984910
7400,L3.residual_lut,0.040039,0.940330
7400,L4.qk_lut,0.032471,0.992391
7400,L4.v_lut,0.032552,0.994573
7400,L4.out_proj,0.036458,0.988891
7400,L4.residual_lut,0.043294,0.935522
7400,L5.qk_lut,0.035645,0.995081
7400,L5.v_lut,0.032769,0.996084
7400,L5.out_proj,0.038411,0.994529
7400,L5.residual_lut,0.053711,0.942361
7600,L0.qk_lut,0.038493,0.977792
7600,L0.v_lut,0.035373,0.944193
7600,L0.out_proj,0.045003,0.961037
7600,L0.residual_lut,0.046875,0.940110
7600,L1.qk_lut,0.035238,0.985785
7600,L1.v_lut,0.036068,0.986373
7600,L1.out_proj,0.053630,0.966104
7600,L1.residual_lut,0.041341,0.938257
7600,L2.qk_lut,0.042480,0.981356
7600,L2.v_lut,0.034809,0.986099
7600,L2.out_proj,0.052409,0.974861
7600,L2.residual_lut,0.042969,0.936427
7600,L3.qk_lut,0.034424,0.989754
7600,L3.v_lut,0.034939,0.990596
7600,L3.out_proj,0.041341,0.984642
7600,L3.residual_lut,0.041667,0.939493
7600,L4.qk_lut,0.032715,0.992652
7600,L4.v_lut,0.032378,0.994678
7600,L4.out_proj,0.035645,0.989246
7600,L4.residual_lut,0.045573,0.936099
7600,L5.qk_lut,0.035319,0.995514
7600,L5.v_lut,0.032986,0.996470
7600,L5.out_proj,0.038249,0.994764
7600,L5.residual_lut,0.052409,0.943043
7800,L0.qk_lut,0.038411,0.978641
7800,L0.v_lut,0.034983,0.944962
7800,L0.out_proj,0.045329,0.961691
7800,L0.residual_lut,0.044922,0.941221
7800,L1.qk_lut,0.035400,0.986011
7800,L1.v_lut,0.035503,0.987101
7800,L1.out_proj,0.051107,0.966830
7800,L1.residual_lut,0.041992,0.938237
7800,L2.qk_lut,0.042725,0.981819
7800,L2.v_lut,0.034115,0.986201
7800,L2.out_proj,0.053223,0.975019
7800,L2.residual_lut,0.046875,0.938029
7800,L3.qk_lut,0.035889,0.990183
7800,L3.v_lut,0.034939,0.991044
7800,L3.out_proj,0.041097,0.985383
7800,L3.residual_lut,0.042969,0.939072
7800,L4.qk_lut,0.033366,0.993095
7800,L4.v_lut,0.031944,0.995021
7800,L4.out_proj,0.035889,0.989758
7800,L4.residual_lut,0.046875,0.936418
7800,L5.qk_lut,0.035726,0.996001
7800,L5.v_lut,0.032986,0.996763
7800,L5.out_proj,0.038086,0.995033
7800,L5.residual_lut,0.049805,0.942146
8000,L0.qk_lut,0.038818,0.979155
8000,L0.v_lut,0.035330,0.944987
8000,L0.out_proj,0.044189,0.961809
8000,L0.residual_lut,0.045898,0.939897
8000,L1.qk_lut,0.034912,0.986531
8000,L1.v_lut,0.035200,0.987550
8000,L1.out_proj,0.052734,0.967653
8000,L1.residual_lut,0.040690,0.938210
8000,L2.qk_lut,0.042318,0.982255
8000,L2.v_lut,0.034505,0.986574
8000,L2.out_proj,0.052409,0.975448
8000,L2.residual_lut,0.047852,0.937781
8000,L3.qk_lut,0.034749,0.990397
8000,L3.v_lut,0.034679,0.991525
8000,L3.out_proj,0.041097,0.985571
8000,L3.residual_lut,0.041016,0.939795
8000,L4.qk_lut,0.033040,0.993341
8000,L4.v_lut,0.032248,0.995279
8000,L4.out_proj,0.035400,0.989870
8000,L4.residual_lut,0.045573,0.937411
8000,L5.qk_lut,0.036214,0.996428
8000,L5.v_lut,0.032986,0.997125
8000,L5.out_proj,0.037923,0.995482
8000,L5.residual_lut,0.051758,0.942666
