step,train_loss,val_loss
0,5.535365,5.530050
1000,2.128377,2.025106
2000,1.698863,1.687856
3000,1.607035,1.600772
4000,1.546680,1.546292
5000,1.516717,1.514772
6000,1.490960,1.496936
7000,1.487506,1.478776
8000,1.463696,1.463598
9000,1.458653,1.449585
10000,1.442149,1.436363
11000,1.433042,1.425105
12000,1.420291,1.418879
13000,1.405053,1.407046
14000,1.395049,1.399504
15000,1.389048,1.390222
16000,1.381407,1.383342
17000,1.382475,1.376843
18000,1.370048,1.371471
19000,1.369778,1.366675
20000,1.360231,1.361469
21000,1.357209,1.357566
22000,1.357555,1.354511
23000,1.342237,1.350849
24000,1.346645,1.348733
