step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,read_out_lut.T_soft,read_out_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.498666,0.498909,0.499043,0.499042,0.497136,0.497051,0.500453,0.500176,0.499162,0.499166,0.500115,0.500004,0.499288,0.499262,0.499733,0.499747,0.501323,0.501265,0.500050,0.500002,0.499511,0.499527,0.500380,0.500322,0.499709,0.499666,0.499639,0.499650,0.500601,0.500581,0.499601,0.499611,0.499652,0.499658,0.500428,0.500420,0.500144,0.499511
400,0.493037,0.495268,0.496330,0.496403,0.488708,0.488850,0.504233,0.502033,0.497011,0.497155,0.498412,0.497878,0.497857,0.497063,0.498434,0.498729,0.504509,0.503701,0.503396,0.501121,0.496281,0.496437,0.498386,0.497966,0.500601,0.498486,0.497754,0.497953,0.500626,0.499969,0.497874,0.497518,0.499124,0.499192,0.502388,0.502154,0.501543,0.498086
600,0.482685,0.488654,0.489890,0.490478,0.474646,0.475195,0.511312,0.504955,0.491997,0.491876,0.493748,0.491956,0.497224,0.493142,0.493842,0.494755,0.512744,0.509757,0.512483,0.503492,0.487323,0.486717,0.492184,0.490674,0.507236,0.496520,0.491076,0.491105,0.499383,0.497233,0.496677,0.492671,0.495145,0.495340,0.507162,0.505102,0.507004,0.496142
800,0.468508,0.478006,0.480079,0.481009,0.457154,0.457471,0.522427,0.508581,0.482491,0.481461,0.486470,0.480646,0.498012,0.488019,0.483185,0.484612,0.528893,0.521577,0.524727,0.505505,0.472733,0.469247,0.483791,0.478689,0.520819,0.496345,0.479609,0.478039,0.500389,0.494113,0.500143,0.486018,0.483911,0.483689,0.516782,0.508919,0.519820,0.493865
1000,0.455954,0.467227,0.469926,0.470535,0.439931,0.438451,0.535277,0.511563,0.472845,0.469205,0.485436,0.470217,0.503059,0.482703,0.470972,0.471864,0.551032,0.537212,0.542670,0.509239,0.459931,0.450238,0.480884,0.466747,0.537479,0.494093,0.466326,0.461532,0.508010,0.492855,0.509784,0.480143,0.469066,0.466975,0.529072,0.511148,0.539616,0.491795
1200,0.445879,0.457244,0.460716,0.460192,0.426980,0.421081,0.548381,0.513924,0.466233,0.458077,0.491648,0.461540,0.510017,0.479135,0.460557,0.459109,0.574448,0.552400,0.557314,0.508024,0.454893,0.433508,0.485325,0.456889,0.554692,0.493865,0.458016,0.447033,0.520745,0.493734,0.521808,0.476242,0.454308,0.448568,0.543697,0.513172,0.561666,0.489645
1400,0.438574,0.448958,0.452964,0.450452,0.422541,0.406585,0.560497,0.514968,0.461610,0.447159,0.505508,0.455195,0.519691,0.476151,0.450548,0.445415,0.597648,0.565126,0.574624,0.508251,0.458615,0.419337,0.496496,0.449147,0.573383,0.492585,0.453149,0.434454,0.534278,0.493740,0.538721,0.473276,0.445710,0.432725,0.557102,0.511786,0.585315,0.486739
1600,0.432147,0.440456,0.445636,0.440155,0.427372,0.394451,0.571963,0.515876,0.460336,0.437110,0.524704,0.452992,0.529612,0.472373,0.442764,0.431729,0.619657,0.574751,0.591351,0.507495,0.470261,0.406003,0.511796,0.442018,0.593650,0.491129,0.451744,0.421428,0.549409,0.492411,0.557869,0.471147,0.442952,0.418696,0.569789,0.508727,0.612119,0.482900
1800,0.428220,0.432871,0.439557,0.430421,0.438278,0.385519,0.581135,0.515078,0.462558,0.428968,0.545750,0.452329,0.543537,0.471614,0.439169,0.419643,0.643524,0.584346,0.607114,0.504819,0.483950,0.394869,0.529656,0.437427,0.612854,0.489064,0.455383,0.409738,0.565861,0.492295,0.576223,0.469073,0.445733,0.405671,0.581248,0.503932,0.638738,0.477882
2000,0.425446,0.426151,0.435555,0.422025,0.452360,0.378664,0.592386,0.516066,0.467197,0.421602,0.568226,0.452436,0.557202,0.469993,0.438669,0.408035,0.666711,0.590713,0.623308,0.503627,0.501314,0.385936,0.548643,0.434512,0.632755,0.487732,0.463245,0.400197,0.581558,0.491723,0.595662,0.467892,0.453176,0.393577,0.591300,0.495764,0.665179,0.471489
2200,0.423722,0.420108,0.432883,0.414506,0.469114,0.373924,0.602257,0.515537,0.474412,0.416338,0.593158,0.454932,0.571107,0.467545,0.441385,0.396854,0.687311,0.593040,0.636997,0.501943,0.520717,0.380052,0.570618,0.432897,0.653876,0.486165,0.474102,0.391832,0.601521,0.493537,0.616036,0.466977,0.463223,0.384390,0.603035,0.488491,0.692326,0.464231
2400,0.423560,0.415123,0.431306,0.407051,0.488689,0.371245,0.610481,0.514370,0.482673,0.411916,0.618163,0.458255,0.587429,0.466209,0.448243,0.387346,0.707446,0.593680,0.651209,0.500341,0.540191,0.374797,0.593786,0.430947,0.672615,0.482892,0.485393,0.384839,0.619081,0.492853,0.636789,0.465015,0.476545,0.375812,0.614008,0.479767,0.719124,0.455399
2600,0.423370,0.410138,0.431119,0.400771,0.509994,0.370581,0.617899,0.513571,0.492503,0.407486,0.645029,0.461697,0.602911,0.464587,0.455971,0.379050,0.724964,0.590184,0.662923,0.496104,0.561334,0.370699,0.617797,0.431018,0.689054,0.478877,0.497415,0.378133,0.637930,0.492436,0.656305,0.462567,0.491455,0.369576,0.626484,0.473066,0.743397,0.446568
2800,0.423971,0.405864,0.431437,0.394934,0.530210,0.370197,0.625873,0.512968,0.505263,0.405447,0.673131,0.466685,0.618974,0.463272,0.466388,0.372565,0.742074,0.586651,0.675760,0.492662,0.581648,0.365465,0.642581,0.430653,0.705099,0.473942,0.510783,0.372231,0.656806,0.492466,0.674141,0.458629,0.505985,0.363568,0.638099,0.465012,0.767111,0.435863
3000,0.424384,0.401165,0.432182,0.389961,0.552382,0.371173,0.632798,0.511607,0.517908,0.402877,0.700179,0.468915,0.636645,0.462166,0.477771,0.365987,0.757438,0.580170,0.685784,0.489560,0.601713,0.361339,0.668103,0.432278,0.720521,0.469469,0.524493,0.367466,0.675207,0.491770,0.692273,0.455308,0.519348,0.357999,0.652397,0.458747,0.788060,0.425095
