seed,update,env_steps,ep_ret_mean,ep_ret_max,ep_len_mean,lr,logstd,kl,c,t
0,210,55050240,4141.962579351821,4934.83740234375,898.1105913798864,0.0002531783337987607,-1.0657622814178467,0.008611899800598621,-1.6627109050750732,0.7727570533752441
0,220,57671680,4178.414127887512,5020.8134765625,898.0766655507198,0.0002489241774049615,-1.0965901613235474,0.009042054414749146,-1.671066403388977,0.7716920375823975
0,230,60293120,4190.642419877566,5035.919921875,892.9794742527907,0.0002445296091362855,-1.1263116598129272,0.008718997240066528,-1.6800978183746338,0.7711055278778076
0,240,62914560,4251.7650016761645,5104.1884765625,898.5310090512907,0.00024000198145764752,-1.1575374603271484,0.008534576743841171,-1.6867088079452515,0.7708027958869934
0,250,65536000,4352.017301038062,5112.03173828125,912.7920415224913,0.00023534886945301934,-1.1862173080444336,0.008977076970040798,-1.6939077377319336,0.7702418565750122
0,260,68157440,4324.4947935368045,5141.25537109375,902.8998204667863,0.00023057805815170703,-1.2158735990524292,0.008777478709816933,-1.7034471035003662,0.7691024541854858
0,270,70778880,4399.334807757741,5105.8427734375,913.1071793126914,0.00022569752950337294,-1.2394554615020752,0.0091563630849123,-1.7113107442855835,0.768660843372345
0,280,73400320,4387.993664554851,5186.939453125,904.8989663221074,0.0002207154490235943,-1.2635465860366821,0.008856927044689655,-1.7200342416763306,0.7677589654922485
0,290,76021760,4354.803400637619,5188.75048828125,893.070846617074,0.00021564015213230116,-1.2853602170944214,0.0090799480676651,-1.7270705699920654,0.7672468423843384
0,300,78643200,4415.312945973496,5238.3486328125,901.5616717635066,0.00021048013020795065,-1.3110345602035522,0.00880374200642109,-1.7310779094696045,0.7663471698760986
0,310,81264640,4457.4410361281525,5278.15869140625,906.6554192229039,0.00020524401638077083,-1.3340911865234375,0.009104042313992977,-1.7327433824539185,0.7664729356765747
0,320,83886080,4440.682753726047,5269.9453125,898.8786373314407,0.00019994057108884122,-1.3570222854614258,0.00911766104400158,-1.7350329160690308,0.7663623094558716
0,330,86507520,4446.4051982672445,5311.87353515625,896.029656781073,0.00019457866742117827,-1.378409743309021,0.008972816169261932,-1.7394345998764038,0.7657942771911621
0,340,89128960,4454.403301886792,5311.2548828125,895.2958221024259,0.00018916727627234616,-1.398319959640503,0.008806999772787094,-1.744069218635559,0.7649198174476624
0,350,91750400,4471.115153655952,5417.40625,895.2882373719534,0.0001837154513334313,-1.4149936437606812,0.009075628593564034,-1.7461614608764648,0.764738917350769
0,360,94371840,4488.819156061621,5331.05419921875,895.5277963831212,0.00017823231394449137,-1.4308704137802124,0.008786960504949093,-1.7496751546859741,0.7638481855392456
0,370,96993280,4529.453356282272,5363.83837890625,901.1118760757315,0.00017272703783382252,-1.4500434398651123,0.00849829614162445,-1.750712513923645,0.7635898590087891
0,380,99614720,4514.985467128027,5309.47021484375,897.0186851211073,0.00016720883376957643,-1.4699796438217163,0.008942794054746628,-1.7558766603469849,0.7632049322128296
0,390,102236160,4562.463175675675,5353.0849609375,903.8861486486486,0.00016168693414940754,-1.4879478216171265,0.008970510214567184,-1.7590621709823608,0.7627114057540894
0,400,104857600,4545.487392055267,5389.1171875,899.4366148531951,0.00015617057755393137,-1.501810073852539,0.0086861876770854,-1.764129400253296,0.7622694969177246
0,410,107479040,4513.701820680179,5399.95849609375,891.6238406046032,0.00015066899328983896,-1.5182628631591797,0.00861208513379097,-1.7667182683944702,0.7619251012802124
0,420,110100480,4550.14014014014,5449.93994140625,896.5355355355356,0.00014519138594852683,-1.5351896286010742,0.008243956603109837,-1.7701852321624756,0.7614174485206604
0,430,112721920,4529.760772147535,5367.47607421875,891.3471216821786,0.0001397469200060784,-1.5465104579925537,0.00858521182090044,-1.7711589336395264,0.7616636753082275
0,440,115343360,4544.702171664943,5416.21435546875,892.3609100310238,0.0001343447044903603,-1.5607807636260986,0.008177880197763443,-1.774082064628601,0.7608187198638916
0,450,117964800,4577.132245169887,5464.7822265625,896.4363757495004,0.00012899377774088948,-1.5715100765228271,0.008092299103736877,-1.776712417602539,0.7604462504386902
0,460,120586240,4533.650668495029,5432.02490234375,887.1367843675008,0.0001237030922869661,-1.583631992340088,0.007847510278224945,-1.7790844440460205,0.760033130645752
0,470,123207680,4586.918760757315,5406.07958984375,895.1542168674699,0.00011848149986937494,-1.5952247381210327,0.007828038185834885,-1.781132459640503,0.7598702907562256
0,480,125829120,4575.892245720041,5423.8837890625,892.257804632427,0.00011333773663071365,-1.6054052114486694,0.007259930483996868,-1.7824921607971191,0.7597199082374573
0,490,128450560,4586.550017188037,5439.90087890625,892.6287383980749,0.00010828040849912587,-1.6176187992095947,0.0074331387877464294,-1.7833974361419678,0.7593883275985718
0,500,131072000,4585.534602076124,5418.810546875,891.6048442906574,0.00010331797678989386,-1.6262156963348389,0.007169210352003574,-1.784892201423645,0.7593688368797302
0,510,133693440,4631.742219215155,5473.80224609375,898.7851826792963,9.845874404897978e-05,-1.635563611984253,0.006881760433316231,-1.787028431892395,0.7590376138687134
0,520,136314880,4651.98932506887,5484.1494140625,900.9889807162534,9.371084016220086e-05,-1.6453325748443604,0.00668832752853632,-1.7882897853851318,0.7590318322181702
0,530,138936320,4636.933126508101,5471.66015625,896.9665632540504,8.908220875327915e-05,-1.6550321578979492,0.006638821214437485,-1.7885838747024536,0.7591617107391357
0,540,141557760,4612.448850383205,5460.6728515625,891.811062979007,8.458059389352199e-05,-1.6628141403198242,0.006182772107422352,-1.788130521774292,0.7591610550880432
0,550,144179200,4600.119347160829,5504.10400390625,886.737504250255,8.021352714537036e-05,-1.6709579229354858,0.0063162147998809814,-1.7893366813659668,0.7588409185409546
0,560,146800640,4598.697328373351,5523.5654296875,885.8298951640176,7.598831496149118e-05,-1.6766767501831055,0.005750457756221294,-1.7910082340240479,0.7586166858673096
0,570,149422080,4620.39865771812,5504.92822265625,887.9322147651006,7.191202646049642e-05,-1.6826709508895874,0.0059735337272286415,-1.7923426628112793,0.7584515810012817
0,580,152043520,4626.2455479452055,5523.8212890625,887.8883561643836,6.799148159974119e-05,-1.6891953945159912,0.005676218308508396,-1.7943824529647827,0.7580601572990417
0,590,154664960,4636.208628244018,5505.2060546875,888.6056622851365,6.423323976498846e-05,-1.6952457427978516,0.0057813627645373344,-1.7947602272033691,0.7579333782196045
0,600,157286400,4667.43171061528,5517.1025390625,893.0057471264367,6.0643588796030915e-05,-1.7013051509857178,0.005509163253009319,-1.7954713106155396,0.757663905620575
0,610,159907840,4652.598492634464,5524.611328125,888.8242548818089,5.722853446663111e-05,-1.7062773704528809,0.005266881547868252,-1.797420859336853,0.7573684453964233
0,620,162529280,4649.9659359190555,5544.50390625,886.8317032040472,5.399379043638068e-05,-1.7111371755599976,0.0050106355920434,-1.7990632057189941,0.7572101354598999
0,630,165150720,4682.47597955707,5577.91748046875,891.5134582623509,5.094476869128981e-05,-1.715416669845581,0.004780965857207775,-1.7996857166290283,0.7570471167564392
0,640,167772160,4664.609632873021,5551.91748046875,887.3661165375547,4.8086570489101014e-05,-1.7184895277023315,0.004625820554792881,-1.8007473945617676,0.7569323182106018
0,650,170393600,4664.9890971039185,5592.09765625,886.0119250425894,4.542397782447601e-05,-1.7211389541625977,0.004806509241461754,-1.8014124631881714,0.7567724585533142
0,660,173015040,4686.705862068966,5548.7197265625,889.1368965517241,4.2961445428335354e-05,-1.7243642807006836,0.004134090151637793,-1.8020533323287964,0.7566021084785461
0,670,175636480,4742.923679727428,5593.6953125,898.8316865417377,4.0703093314736736e-05,-1.7274770736694336,0.004294462502002716,-1.8020808696746826,0.7566074728965759
0,680,178257920,4708.873434856176,5600.9462890625,892.0626057529611,3.8652699887761145e-05,-1.7313835620880127,0.004265367519110441,-1.8019005060195923,0.7566553354263306
0,690,180879360,4669.45698024774,5580.8017578125,884.0334784064279,3.6813695619940144e-05,-1.7347034215927124,0.004034608136862516,-1.8010159730911255,0.756738007068634
0,700,183500800,4692.059236947791,5590.7861328125,887.7429718875502,3.5189157312800215e-05,-1.7377809286117554,0.0038275867700576782,-1.802359700202942,0.7564063668251038
0,710,186122240,4677.530058399176,5596.35791015625,883.9374785297149,3.378180294912734e-05,-1.7400497198104858,0.0037140147760510445,-1.8031141757965088,0.7562436461448669
0,720,188743680,4681.829309188464,5604.57421875,884.8021462105969,3.259398714556394e-05,-1.7416930198669434,0.0039019472897052765,-1.8042391538619995,0.7559179067611694
0,730,191365120,4700.204819277108,5580.44921875,887.0843373493976,3.162769721314651e-05,-1.7445205450057983,0.003597139846533537,-1.8049352169036865,0.755885124206543
0,740,193986560,4704.2403978052125,5602.72265625,887.187585733882,3.088454983237502e-05,-1.7463903427124023,0.003924834541976452,-1.8051964044570923,0.7558011412620544
0,750,196608000,4731.758313335618,5592.14404296875,892.0462804250943,3.0365788348376832e-05,-1.7489848136901855,0.003426800249144435,-1.8054959774017334,0.7555394768714905
0,760,199229440,4763.036923076923,5619.67041015625,896.8871794871795,3.0072280690690633e-05,-1.751871109008789,0.0035414418671280146,-1.8062465190887451,0.7555630207061768
1,1,262144,-1.720838617605405,23.707481384277344,16.35475482912333,0.0002999988705149873,-0.006702525075525045,0.01565546542406082,-0.9977026581764221,0.9997851848602295
1,10,2621440,21.05058183183183,387.819091796875,49.459582031010605,0.0002998870670902326,-0.05928724259138107,0.005037056282162666,-0.9881362915039062,0.9804673194885254
1,20,5242880,243.26961496021838,603.7979736328125,165.22266101399617,0.0002995484573067394,-0.09308160841464996,0.007543369196355343,-1.0038485527038574,0.9563289880752563
1,30,7864320,295.3378862516794,741.8641357421875,158.84441174588957,0.0002989847371708259,-0.15838855504989624,0.004459701012820005,-1.029754638671875,0.9276049733161926
1,40,10485760,394.6312774695583,1014.6961669921875,181.0540384753945,0.0002981968498314587,-0.22970645129680634,0.005968502722680569,-1.0812344551086426,0.8908748626708984
1,50,13107200,588.6372215761696,1490.9580078125,210.44315233920744,0.00029718611348730165,-0.3040733337402344,0.005946205463260412,-1.156989574432373,0.8551785349845886
1,60,15728640,849.4913676625131,1981.4388427734375,279.4853625581745,0.0002959542191812635,-0.3660273551940918,0.00666061881929636,-1.2140249013900757,0.8337685465812683
1,70,18350080,1182.7428289709574,2756.178955078125,392.3961993546074,0.0002945032279712482,-0.41820546984672546,0.006948487367480993,-1.252879023551941,0.8198249340057373
1,80,20971520,2139.7718383311603,3438.32470703125,703.1142981312473,0.0002928355674818394,-0.47004079818725586,0.006697339937090874,-1.3042099475860596,0.8048281669616699
1,90,23592960,2844.349902534113,3671.80517578125,897.8845029239766,0.0002909540278426898,-0.5287317037582397,0.006742969620972872,-1.354111909866333,0.7933831810951233
1,100,26214400,2793.1327913279133,3826.34423828125,817.1775067750677,0.00028886175702041143,-0.5874079465866089,0.0066368295811116695,-1.4021942615509033,0.7863595485687256
1,110,28835840,2919.742607003891,4159.04638671875,786.3377431906615,0.0002865622555517741,-0.6437424421310425,0.006628257222473621,-1.4487369060516357,0.7818773984909058
1,120,31457280,3407.7642209398186,4224.064453125,876.116790327013,0.00028405937068702803,-0.7012402415275574,0.007683913689106703,-1.4898844957351685,0.7775177359580994
1,130,34078720,3436.3963993453353,4434.93408203125,846.2599018003274,0.0002813572899531447,-0.7528285384178162,0.007298004813492298,-1.5245720148086548,0.7750816345214844
1,140,36700160,3527.095684803002,4515.88623046875,839.7962476547842,0.0002784605341477492,-0.8028499484062195,0.007526539731770754,-1.5542073249816895,0.7723342776298523
1,150,39321600,3813.9566666666665,4608.76953125,884.8660606060606,0.000275373949775464,-0.8521496653556824,0.007909644395112991,-1.5791398286819458,0.7704043388366699
1,160,41943040,3914.274342330031,4691.5244140625,887.7273659036556,0.00027210270093931693,-0.8947724103927612,0.007937312126159668,-1.6013891696929932,0.7694160342216492
1,170,44564480,3950.1374771480805,4847.89453125,878.2117001828153,0.0002686522607007845,-0.9362923502922058,0.008839674293994904,-1.6232762336730957,0.7678502202033997
1,180,47185920,4120.327761389708,4916.82568359375,901.3962635201573,0.00026502840192292,-0.9732589721679688,0.00821681972593069,-1.6437722444534302,0.7672991752624512
1,190,49807360,4198.09219858156,4942.6162109375,904.8145896656534,0.0002612371876118919,-1.0118651390075684,0.008209978230297565,-1.6536070108413696,0.7672083973884583
1,200,52428800,4179.0270080673445,5015.208984375,887.5952297439495,0.0002572849607730884,-1.0418864488601685,0.007831180468201637,-1.6671228408813477,0.7667279243469238
1,210,55050240,4236.480540897098,5089.291015625,887.5187994722955,0.0002531783337987607,-1.076937198638916,0.008090225979685783,-1.6743279695510864,0.7674027681350708
1,220,57671680,4295.049668874172,5158.06982421875,889.0774834437086,0.0002489241774049615,-1.1090896129608154,0.008564973250031471,-1.682004690170288,0.7676509022712708
1,230,60293120,4301.390658942795,5183.51416015625,882.9040550325851,0.0002445296091362855,-1.1398777961730957,0.00795672181993723,-1.68802011013031,0.7684261202812195
1,240,62914560,4350.384885204082,5239.41259765625,885.5389030612245,0.00024000198145764752,-1.1675679683685303,0.008171929977834225,-1.6963987350463867,0.7681012153625488
1,250,65536000,4298.219929055143,5202.2529296875,868.6052886165753,0.00023534886945301934,-1.1955749988555908,0.008322194218635559,-1.703136920928955,0.7685534954071045
1,260,68157440,4285.975718194254,5309.94970703125,859.9350205198358,0.00023057805815170703,-1.2218505144119263,0.008332805708050728,-1.7069189548492432,0.7692016363143921
1,270,70778880,4307.138762214984,5313.24609375,858.7908794788274,0.00022569752950337294,-1.246166467666626,0.00792495347559452,-1.7136249542236328,0.7691612839698792
1,280,73400320,4366.842430149448,5323.908203125,867.1445743989603,0.0002207154490235943,-1.2709413766860962,0.0085822194814682,-1.7174955606460571,0.7698443531990051
1,290,76021760,4358.671989354624,5295.96630859375,862.4238190286095,0.00021564015213230116,-1.2972543239593506,0.008480587974190712,-1.7224067449569702,0.7699363827705383
1,300,78643200,4397.091362126246,5383.99365234375,866.1581395348837,0.00021048013020795065,-1.3217527866363525,0.007736041210591793,-1.7233924865722656,0.7700364589691162
1,310,81264640,4343.949434673367,5391.38134765625,852.972675879397,0.00020524401638077083,-1.3427175283432007,0.008570773527026176,-1.728745698928833,0.7695832848548889
1,320,83886080,4371.524975190208,5408.35009765625,854.8564340059544,0.00019994057108884122,-1.364610195159912,0.008398650214076042,-1.7341618537902832,0.7690419554710388
1,330,86507520,4389.336224149433,5421.642578125,855.1724482988659,0.00019457866742117827,-1.3861548900604248,0.008570758625864983,-1.738701581954956,0.7690880298614502
1,340,89128960,4423.791187739464,5440.3154296875,859.6794380587484,0.00018916727627234616,-1.4039840698242188,0.008504122495651245,-1.741586685180664,0.769088864326477
1,350,91750400,4415.601368970013,5438.66748046875,856.169817470665,0.0001837154513334313,-1.4211723804473877,0.008742934092879295,-1.7434114217758179,0.768797755241394
1,360,94371840,4442.006655574043,5467.240234375,858.0053244592347,0.00017823231394449137,-1.435727596282959,0.008351664058864117,-1.7464661598205566,0.7687222957611084
1,370,96993280,4425.999356913183,5482.74951171875,852.527652733119,0.00017272703783382252,-1.4528238773345947,0.007870854809880257,-1.7468087673187256,0.7691803574562073
1,380,99614720,4466.321487877782,5470.70361328125,857.2211889737629,0.00016720883376957643,-1.4713014364242554,0.00794466957449913,-1.7517017126083374,0.7690839767456055
1,390,102236160,4462.449152542373,5531.06396484375,855.1558018252933,0.00016168693414940754,-1.4861211776733398,0.008032431825995445,-1.7537440061569214,0.7693890929222107
1,400,104857600,4480.983669548511,5497.62060546875,856.1549791866795,0.00015617057755393137,-1.50431227684021,0.007850538939237595,-1.757948637008667,0.7690247297286987
1,410,107479040,4468.288435828877,5525.408203125,851.3639705882352,0.00015066899328983896,-1.520092487335205,0.008161645382642746,-1.7589753866195679,0.7692376971244812
1,420,110100480,4513.878431372549,5571.86962890625,858.4741830065359,0.00014519138594852683,-1.5361299514770508,0.0080614248290658,-1.7613029479980469,0.7690427899360657
1,430,112721920,4487.083385189795,5544.76318359375,852.2221530802738,0.0001397469200060784,-1.548405647277832,0.00755308335646987,-1.760511875152588,0.7690885663032532
1,440,115343360,4449.542474916388,5556.2333984375,844.0207357859532,0.0001343447044903603,-1.5636491775512695,0.007760326378047466,-1.7613312005996704,0.7689732313156128
1,450,117964800,4511.244599534729,5570.24658203125,854.0355599867065,0.00012899377774088948,-1.5764789581298828,0.0074647292494773865,-1.7632993459701538,0.7688668370246887
1,460,120586240,4561.364945226917,5597.48876953125,861.7483568075118,0.0001237030922869661,-1.5905027389526367,0.007422157563269138,-1.7648389339447021,0.7689414024353027
1,470,123207680,4515.271973466003,5608.13525390625,852.4812603648425,0.00011848149986937494,-1.6014127731323242,0.0071460166946053505,-1.7657017707824707,0.7688030004501343
1,480,125829120,4476.913129318855,5622.54052734375,843.6452780519908,0.00011333773663071365,-1.6132097244262695,0.0072409058921039104,-1.7671040296554565,0.7687110304832458
1,490,128450560,4557.332167832168,5586.71630859375,856.8569612205976,0.00010828040849912587,-1.6236505508422852,0.006951599847525358,-1.7681684494018555,0.7689598798751831
1,500,131072000,4528.401053671386,5606.736328125,850.57951926243,0.00010331797678989386,-1.6342945098876953,0.006735729984939098,-1.7678873538970947,0.769057035446167
1,510,133693440,4553.695480039591,5640.6357421875,853.5262289673375,9.845874404897978e-05,-1.6451313495635986,0.006652875803411007,-1.769985318183899,0.7689332962036133
1,520,136314880,4601.374516129033,5623.0791015625,861.0809677419355,9.371084016220086e-05,-1.6537485122680664,0.006555881351232529,-1.770621657371521,0.7690608501434326
1,530,138936320,4611.024374176548,5644.1357421875,861.3132411067194,8.908220875327915e-05,-1.6602389812469482,0.006065553054213524,-1.771061897277832,0.7688630819320679
1,540,141557760,4570.773665247298,5628.51513671875,854.157549950868,8.458059389352199e-05,-1.6667885780334473,0.00581952603533864,-1.7713842391967773,0.7686862349510193
1,550,144179200,4640.370333333333,5648.7412109375,865.3873333333333,8.021352714537036e-05,-1.6730202436447144,0.005836923606693745,-1.7730562686920166,0.7683281302452087
1,560,146800640,4648.800589390963,5628.357421875,866.2894564505566,7.598831496149118e-05,-1.6774475574493408,0.005264857318252325,-1.773382544517517,0.7683470249176025
1,570,149422080,4678.3994708994705,5695.00634765625,870.1167328042328,7.191202646049642e-05,-1.682898998260498,0.0056317271664738655,-1.7739248275756836,0.7683972716331482
1,580,152043520,4630.407677035076,5698.52099609375,859.2203838517538,6.799148159974119e-05,-1.6879656314849854,0.005145099014043808,-1.7747631072998047,0.7684034109115601
1,590,154664960,4671.721284342932,5675.5126953125,866.4713670969877,6.423323976498846e-05,-1.6921944618225098,0.005114065483212471,-1.7767494916915894,0.7681796550750732
1,600,157286400,4657.641742522756,5679.607421875,863.3410273081925,6.0643588796030915e-05,-1.6966341733932495,0.0051484666764736176,-1.776050090789795,0.7683659195899963
1,610,159907840,4633.162714097497,5661.20654296875,858.0668642951251,5.722853446663111e-05,-1.70090651512146,0.0049732886254787445,-1.7768890857696533,0.7680975198745728
1,620,162529280,4669.70523872679,5667.81787109375,863.6744031830239,5.399379043638068e-05,-1.7042421102523804,0.0045473817735910416,-1.7785674333572388,0.7678308486938477
1,630,165150720,4688.206828627708,5705.74072265625,866.182534471438,5.094476869128981e-05,-1.7080014944076538,0.004460498224943876,-1.7786362171173096,0.7678110003471375
1,640,167772160,4723.1130229419705,5693.39599609375,871.1521592442645,4.8086570489101014e-05,-1.7118676900863647,0.004245183430612087,-1.7790344953536987,0.7677716016769409
1,650,170393600,4679.1048466864495,5686.44580078125,863.4042202439829,4.542397782447601e-05,-1.7143735885620117,0.004190671257674694,-1.7805534601211548,0.7676154971122742
1,660,173015040,4737.554758800521,5725.6962890625,872.5420469361147,4.2961445428335354e-05,-1.7175438404083252,0.0040753623470664024,-1.7807939052581787,0.7675906419754028
1,670,175636480,4741.004390408646,5711.77490234375,871.7210401891253,4.0703093314736736e-05,-1.7197679281234741,0.003884496632963419,-1.780884861946106,0.767673909664154
1,680,178257920,4722.65338245144,5709.38232421875,868.7448091091761,3.8652699887761145e-05,-1.723022222518921,0.0038233879022300243,-1.7822351455688477,0.7673659324645996
1,690,180879360,4764.591655716163,5753.85791015625,875.3584099868594,3.6813695619940144e-05,-1.725620150566101,0.0036853819619864225,-1.7825111150741577,0.7673169374465942
1,700,183500800,4691.131286740692,5754.55908203125,860.6231221423906,3.5189157312800215e-05,-1.7275660037994385,0.003604612546041608,-1.7836344242095947,0.767210066318512
1,710,186122240,4733.965308184574,5726.51904296875,867.7992590097676,3.378180294912734e-05,-1.7295039892196655,0.003621078561991453,-1.7833516597747803,0.7671958804130554
1,720,188743680,4788.390750670242,5728.52880859375,877.1487935656836,3.259398714556394e-05,-1.7316761016845703,0.0038022329099476337,-1.7825868129730225,0.767293393611908
1,730,191365120,4795.66522174058,5745.068359375,878.5055018339447,3.162769721314651e-05,-1.7330968379974365,0.0031622471287846565,-1.7835661172866821,0.7672008275985718
1,740,193986560,4679.25056215869,5734.9931640625,857.0459363957597,3.088454983237502e-05,-1.7343329191207886,0.0034267688170075417,-1.7834056615829468,0.7672753930091858
1,750,196608000,4751.766497461929,5743.587890625,869.093062605753,3.0365788348376832e-05,-1.7354263067245483,0.0033630565740168095,-1.7839010953903198,0.7673959732055664
1,760,199229440,4776.67507568113,5728.25537109375,873.4917591658258,3.0072280690690633e-05,-1.737410068511963,0.0036232962738722563,-1.7831852436065674,0.7674859166145325
2,1,262144,-1.7693999489925305,21.347707748413086,16.334839542604204,0.0002999988705149873,-0.007588939741253853,0.016983184963464737,-0.9975829124450684,0.9993308782577515
2,10,2621440,22.094865929849043,421.914306640625,50.43444754535076,0.0002998870670902326,-0.05759198218584061,0.004832959733903408,-0.9887840747833252,0.9801336526870728
2,20,5242880,244.1504736598891,632.0767822265625,165.87806146025878,0.0002995484573067394,-0.09630154073238373,0.007856055162847042,-1.0048177242279053,0.9559196829795837
2,30,7864320,302.1967672554259,749.2273559570312,160.75200417128332,0.0002989847371708259,-0.16599950194358826,0.005496572703123093,-1.035964846611023,0.9215443730354309
2,40,10485760,431.762612750344,1201.00927734375,185.05679559700351,0.0002981968498314587,-0.24122834205627441,0.005585461389273405,-1.0930352210998535,0.8808501362800598
2,50,13107200,699.3411556603774,1602.4385986328125,249.3428066037736,0.00029718611348730165,-0.3001479506492615,0.005966184660792351,-1.147525668144226,0.8548935055732727
2,60,15728640,988.970538147139,2103.9091796875,343.79104223433245,0.0002959542191812635,-0.3553332984447479,0.006243485026061535,-1.1910572052001953,0.8372390270233154
2,70,18350080,1317.0810354530106,3049.41845703125,449.2113111986494,0.0002945032279712482,-0.416864812374115,0.006785205565392971,-1.2438853979110718,0.8196327090263367
2,80,20971520,2005.6135976129583,3277.64697265625,678.5417732310316,0.0002928355674818394,-0.47431620955467224,0.006755436770617962,-1.2920966148376465,0.805385172367096
2,90,23592960,2711.5309633027523,3511.771728515625,876.1422018348624,0.0002909540278426898,-0.5322617888450623,0.006875234190374613,-1.3398226499557495,0.7958264946937561
2,100,26214400,2838.038,3699.92626953125,849.3154285714286,0.00028886175702041143,-0.5878072381019592,0.006921030580997467,-1.3831123113632202,0.7895738482475281
2,110,28835840,2773.783518055059,4015.77685546875,764.4569181265641,0.0002865622555517741,-0.6403588056564331,0.007518742233514786,-1.4245198965072632,0.7841851711273193
2,120,31457280,3197.9570815450643,4162.185546875,838.2700797057021,0.00028405937068702803,-0.692927360534668,0.0078973900526762,-1.4675213098526,0.7797068357467651
2,130,34078720,3367.044451450189,4253.9453125,850.998738965952,0.0002813572899531447,-0.7458705306053162,0.007914800196886063,-1.498111367225647,0.7776243090629578
2,140,36700160,3408.890733056708,4433.27294921875,834.9578146611342,0.0002784605341477492,-0.7899333834648132,0.007846269756555557,-1.5254898071289062,0.7756615281105042
2,150,39321600,3677.510891763104,4495.796875,878.0745405037441,0.000275373949775464,-0.8367589712142944,0.00846274197101593,-1.5522534847259521,0.7724339365959167
2,160,41943040,3798.9731147540983,4653.72412109375,889.2465573770492,0.00027210270093931693,-0.8801411390304565,0.008018651977181435,-1.5744142532348633,0.7700117230415344
2,170,44564480,3841.0216346153848,4685.30126953125,882.1802884615385,0.0002686522607007845,-0.9210702776908875,0.0086208526045084,-1.5951920747756958,0.7683782577514648
2,180,47185920,3893.7343333333333,4781.7080078125,877.809,0.00026502840192292,-0.9605380296707153,0.0088433139026165,-1.6124606132507324,0.7672280073165894
