step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.497471,0.497744,0.496888,0.496895,0.496431,0.496373,0.498135,0.498199,0.497128,0.497175,0.498089,0.498095,0.498438,0.498546,0.497733,0.497737,0.498830,0.498787,0.498583,0.498668,0.497931,0.497956,0.499143,0.499159,0.498895,0.498813,0.498350,0.498363,0.499684,0.499682,0.498512,0.498518,0.498144,0.498174,0.499632,0.499641
400,0.489578,0.492067,0.493283,0.493398,0.487672,0.487746,0.500432,0.497748,0.491818,0.492459,0.495386,0.495393,0.498091,0.497387,0.495547,0.495858,0.498722,0.498152,0.498068,0.497139,0.494229,0.494706,0.495904,0.495615,0.498168,0.498087,0.497503,0.497634,0.499841,0.499688,0.497535,0.497420,0.497333,0.497474,0.499511,0.499463
600,0.475818,0.482133,0.488382,0.488841,0.474665,0.475752,0.509884,0.501118,0.483141,0.484364,0.488363,0.488371,0.503549,0.497498,0.488966,0.489975,0.494013,0.491959,0.504070,0.497428,0.483443,0.484553,0.485364,0.484697,0.499573,0.497833,0.494928,0.495389,0.500401,0.499914,0.498200,0.497019,0.496404,0.496617,0.499563,0.499474
800,0.457746,0.468086,0.481672,0.482839,0.459302,0.462104,0.523733,0.506593,0.469615,0.470484,0.475857,0.475482,0.514948,0.499022,0.476273,0.477726,0.486343,0.481902,0.519990,0.502563,0.466768,0.467601,0.467776,0.466573,0.505202,0.498827,0.489817,0.490482,0.501394,0.500270,0.500571,0.496994,0.495186,0.495362,0.499627,0.499477
1000,0.441386,0.455187,0.472968,0.475121,0.443946,0.448600,0.541907,0.514338,0.457646,0.455909,0.462955,0.460767,0.532746,0.503653,0.462133,0.462758,0.478088,0.469610,0.541974,0.510653,0.450966,0.448743,0.448746,0.446615,0.516396,0.501428,0.483319,0.482775,0.503565,0.501126,0.507345,0.498569,0.494336,0.493909,0.499690,0.499410
1200,0.430247,0.446291,0.464118,0.467356,0.429975,0.435609,0.561015,0.522464,0.454625,0.445217,0.455171,0.449047,0.551428,0.508309,0.451655,0.448756,0.472902,0.457776,0.564389,0.519007,0.443977,0.432664,0.433316,0.428736,0.532552,0.505927,0.477795,0.474567,0.505665,0.501486,0.516723,0.501156,0.494517,0.492599,0.499571,0.499113
1400,0.422525,0.439897,0.454342,0.458700,0.418192,0.423505,0.577671,0.527742,0.463453,0.439627,0.454687,0.441002,0.571718,0.514305,0.447762,0.437160,0.474566,0.450310,0.587284,0.527552,0.450784,0.422305,0.422188,0.413084,0.552345,0.512732,0.473161,0.465606,0.507417,0.501408,0.530568,0.505989,0.496346,0.491740,0.499241,0.498573
1600,0.416529,0.434551,0.445631,0.450763,0.410073,0.412819,0.595418,0.534228,0.478403,0.438838,0.461258,0.436726,0.591757,0.519158,0.451197,0.427597,0.478969,0.444962,0.611807,0.536169,0.466179,0.418019,0.416691,0.399174,0.574662,0.520691,0.471782,0.456436,0.508777,0.500637,0.548043,0.512851,0.500288,0.491219,0.498916,0.497828
1800,0.413351,0.430845,0.438309,0.443913,0.406024,0.403939,0.611573,0.538777,0.496910,0.441501,0.472866,0.436340,0.613004,0.525197,0.462489,0.422107,0.487963,0.441779,0.636146,0.544501,0.486008,0.419530,0.418886,0.389700,0.597046,0.528076,0.474513,0.449228,0.509598,0.499450,0.563756,0.518428,0.506754,0.491428,0.498504,0.496973
