step,L0.qkv_lut.T_soft,L0.qkv_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qkv_lut.T_soft,L1.qkv_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qkv_lut.T_soft,L2.qkv_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qkv_lut.T_soft,L3.qkv_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qkv_lut.T_soft,L4.qkv_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qkv_lut.T_soft,L5.qkv_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.500932,0.500992,0.497927,0.497946,0.498319,0.498302,0.496992,0.496954,0.500884,0.499803,0.498634,0.498661,0.499368,0.499361,0.500165,0.499815,0.499446,0.499169,0.498885,0.498860,0.498485,0.498490,0.502678,0.502473,0.499053,0.499030,0.499146,0.499120,0.498970,0.498966,0.502997,0.502798,0.499252,0.499298,0.499133,0.499195,0.498678,0.498677,0.503027,0.502826,0.499431,0.498991,0.499411,0.499097,0.498351,0.498345,0.503074,0.502886
400,0.506803,0.506992,0.499093,0.499557,0.488552,0.488569,0.488316,0.488058,0.510114,0.504887,0.492113,0.491381,0.492603,0.492585,0.495283,0.493768,0.501782,0.499754,0.496826,0.496841,0.498378,0.498416,0.509555,0.508192,0.496914,0.495759,0.496991,0.496219,0.495177,0.495232,0.513020,0.512049,0.497719,0.494604,0.498007,0.494464,0.493915,0.493962,0.513263,0.512416,0.497726,0.491688,0.498630,0.491828,0.491125,0.491131,0.513089,0.512011
600,0.519715,0.520129,0.505942,0.507197,0.471796,0.471654,0.477597,0.476765,0.526080,0.513570,0.480356,0.477830,0.476614,0.476366,0.489499,0.486025,0.510582,0.502662,0.490399,0.490232,0.491759,0.491959,0.515889,0.511140,0.501796,0.496613,0.502136,0.497545,0.488564,0.488596,0.530679,0.522603,0.495495,0.484086,0.496779,0.483927,0.484728,0.484869,0.528897,0.522717,0.489262,0.480636,0.490285,0.480182,0.481153,0.481265,0.530126,0.522075
800,0.537303,0.537950,0.513077,0.515565,0.449727,0.449213,0.465919,0.464294,0.547491,0.523285,0.466898,0.460091,0.456742,0.455494,0.481726,0.475918,0.526250,0.507701,0.480879,0.479960,0.474743,0.475029,0.520309,0.510917,0.506158,0.499071,0.508258,0.502638,0.485659,0.483931,0.549147,0.531586,0.494048,0.474605,0.495450,0.473305,0.476715,0.476188,0.546916,0.540089,0.490111,0.474429,0.491130,0.472620,0.470605,0.470736,0.549571,0.541386
1000,0.557181,0.557974,0.518776,0.522730,0.425562,0.424560,0.452996,0.450126,0.573256,0.535670,0.458900,0.442987,0.438329,0.434867,0.472940,0.463818,0.546791,0.515136,0.469909,0.467575,0.454698,0.454049,0.521658,0.506491,0.511921,0.504383,0.514175,0.507991,0.485930,0.482304,0.566993,0.543046,0.489905,0.468221,0.491673,0.467487,0.472703,0.469415,0.563983,0.557880,0.497925,0.468606,0.499551,0.469649,0.468325,0.463781,0.560015,0.546794
1200,0.573338,0.574066,0.517389,0.522335,0.403598,0.401785,0.441463,0.436897,0.598032,0.545258,0.459178,0.430871,0.424582,0.417545,0.465608,0.452542,0.568154,0.522781,0.461053,0.455632,0.438406,0.435388,0.521877,0.501408,0.514888,0.506869,0.517303,0.510482,0.487278,0.482128,0.589252,0.560904,0.481256,0.459071,0.483290,0.458623,0.473754,0.466963,0.583081,0.573001,0.502443,0.462941,0.504153,0.464752,0.468571,0.458280,0.570610,0.550313
1400,0.585178,0.585703,0.511286,0.516718,0.384553,0.381128,0.430081,0.423678,0.622734,0.552966,0.467924,0.424521,0.415932,0.402782,0.459167,0.441676,0.587122,0.527938,0.455703,0.446339,0.425353,0.418303,0.520932,0.495066,0.517304,0.508697,0.518858,0.511754,0.487331,0.481528,0.606222,0.577744,0.485476,0.452734,0.486730,0.452681,0.473189,0.462513,0.599523,0.580228,0.504718,0.457595,0.506803,0.459962,0.469467,0.456915,0.579910,0.552745
1600,0.591912,0.592060,0.503724,0.509407,0.369604,0.362533,0.421294,0.412169,0.647181,0.560528,0.480794,0.422032,0.412739,0.390064,0.455278,0.432126,0.607513,0.533249,0.451812,0.436931,0.415569,0.403011,0.520662,0.489144,0.516284,0.506478,0.516614,0.509444,0.485133,0.478899,0.620273,0.591168,0.492664,0.447404,0.495452,0.448184,0.472778,0.459809,0.621405,0.589463,0.512741,0.449109,0.515679,0.453922,0.470131,0.455559,0.588944,0.555370
1800,0.596580,0.596052,0.493059,0.498721,0.363106,0.347129,0.414173,0.401122,0.669313,0.565625,0.496400,0.423142,0.416076,0.380488,0.454604,0.423438,0.628015,0.538020,0.452051,0.429837,0.410682,0.390292,0.521149,0.483033,0.516155,0.504427,0.513820,0.506520,0.481044,0.474983,0.627136,0.599369,0.503936,0.442867,0.505725,0.446009,0.474019,0.458616,0.640089,0.596045,0.518222,0.442030,0.522104,0.447127,0.472543,0.454773,0.596025,0.557478
