step,train_loss,val_bpb
200,8.646084,2.292819
400,7.106514,2.043228
600,6.526925,1.949857
800,6.265340,1.898215
1000,6.115953,1.860710
1200,5.990376,1.830701
1400,5.905102,1.805142
1600,5.821540,1.783376
1800,5.756427,1.768682
2000,5.685265,1.752463
2200,5.658463,1.740424
2400,5.626647,1.727839
2600,5.569596,1.716978
2800,5.545581,1.704869
3000,5.515463,1.696596
3200,5.474908,1.688233
3400,5.445405,1.681132
3600,5.424086,1.674604
3800,5.393394,1.666518
4000,5.372627,1.659439
4200,5.348213,1.652291
4400,5.333590,1.646913
4600,5.306398,1.639727
4800,5.311932,1.634525
5000,5.266126,1.628397
5200,5.250559,1.623735
5400,5.232273,1.618778
5600,5.207542,1.614719
5800,5.205288,1.609102
6000,5.186848,1.605785
6200,5.168055,1.603664
6400,5.167854,1.600470
6600,5.146870,1.598283
6800,5.143646,1.594405
7000,5.145618,1.591588
7200,5.133231,1.591040
7400,5.111278,1.588302
7600,5.102019,1.586819
7800,5.102272,1.585188
8000,5.106373,1.584479
