step,train_loss,val_loss,val_loss_hard
0,5.549073,5.549073,5.549073
1000,2.763524,2.724044,2.724044
2000,2.603574,2.596708,2.596708
3000,2.575146,2.573576,2.573576
4000,2.567780,2.566183,2.566183
