step,train_loss,val_bpb,ln2_norm_L0,ln2_norm_L1,ln2_norm_L2,ln2_norm_L3,ln2_norm_L4,ln2_norm_L5,ln2_mean_L0,ln2_mean_L1,ln2_mean_L2,ln2_mean_L3,ln2_mean_L4,ln2_mean_L5,ln1_norm_L0,ln1_norm_L1,ln1_norm_L2,ln1_norm_L3,ln1_norm_L4,ln1_norm_L5
500,7.166301,2.051060,19.709551,19.631838,19.630096,19.633322,19.646685,19.640272,1.005798,1.001832,1.001743,1.001908,1.002589,1.002262,19.639271,19.617199,19.620495,19.616241,19.660614,19.679409
1000,6.007606,1.800942,19.700186,19.636141,19.643047,19.655813,19.721548,19.724319,1.005319,1.002050,1.002403,1.003054,1.006406,1.006548,19.559978,19.625486,19.627913,19.613138,19.737198,19.777277
1500,5.490174,1.652626,19.533304,19.583143,19.614021,19.632414,19.733982,19.748066,0.996799,0.999343,1.000916,1.001855,1.007032,1.007753,19.357836,19.611277,19.563322,19.549622,19.771936,19.887518
2000,5.129054,1.551025,19.230093,19.437441,19.491562,19.504866,19.611479,19.646601,0.981319,0.991902,0.994660,0.995339,1.000767,1.002566,19.005960,19.611069,19.407797,19.442459,19.771070,20.069284
2500,4.882971,1.481473,18.942457,19.287745,19.323709,19.332188,19.429199,19.523773,0.966629,0.984255,0.986084,0.986517,0.991454,0.996281,18.572138,19.612881,19.233677,19.352386,19.751902,20.409613
3000,4.675918,1.420286,18.666899,19.124899,19.155529,19.140123,19.232265,19.399527,0.952556,0.975935,0.977490,0.976703,0.981388,0.989914,18.103865,19.600304,19.050594,19.245052,19.705246,20.921717
3500,4.517724,1.377065,18.409353,18.969290,18.995558,18.962353,19.066357,19.289358,0.939399,0.967983,0.969315,0.967619,0.972907,0.984263,17.642694,19.581633,18.871904,19.146603,19.663366,21.318148
4000,4.423535,1.346911,18.184345,18.813536,18.845806,18.792107,18.914379,19.186993,0.927900,0.960026,0.961663,0.958921,0.965134,0.979008,17.203182,19.559830,18.706043,19.068541,19.628523,21.620766
4500,4.339954,1.324190,17.975967,18.672491,18.707434,18.645195,18.786680,19.097048,0.917250,0.952818,0.954590,0.951414,0.958602,0.974384,16.802404,19.538170,18.555758,19.004818,19.598814,21.863714
5000,4.285029,1.305869,17.798969,18.534781,18.581161,18.509357,18.661732,19.009010,0.908204,0.945779,0.948133,0.944469,0.952212,0.969857,16.435427,19.517363,18.422333,18.960981,19.576588,22.077608
5500,4.244400,1.290159,17.626379,18.411613,18.464670,18.384920,18.550901,18.933969,0.899383,0.939484,0.942177,0.938110,0.946543,0.965995,16.108479,19.493788,18.298229,18.936474,19.564274,22.263670
6000,4.182657,1.277543,17.489367,18.299477,18.367163,18.269171,18.458561,18.866976,0.892378,0.933751,0.937191,0.932190,0.941814,0.962542,15.816224,19.470835,18.192816,18.929211,19.556761,22.426035
6500,4.148029,1.266684,17.360786,18.198315,18.275211,18.173325,18.370497,18.803402,0.885806,0.928579,0.932490,0.927290,0.937305,0.959265,15.559658,19.450068,18.095778,18.929108,19.549349,22.580278
