step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.497900,0.498300,0.497053,0.497086,0.497846,0.497742,0.498390,0.497979,0.500933,0.500035,0.498489,0.498410,0.499948,0.499785,0.499233,0.498629,0.500444,0.499611,0.498348,0.498318,0.500012,0.499912,0.499745,0.499051,0.499855,0.499194,0.499573,0.499566,0.500378,0.500345,0.500468,0.499800,0.500079,0.499765,0.499303,0.499330,0.500224,0.500207,0.500832,0.500259,0.499953,0.499804,0.499608,0.499634,0.500035,0.500031,0.500822,0.500352
400,0.492944,0.495209,0.487540,0.488103,0.488282,0.488062,0.493988,0.492014,0.505089,0.502109,0.491991,0.491404,0.497434,0.496206,0.496863,0.493654,0.503307,0.499276,0.491687,0.491186,0.497521,0.496422,0.500024,0.495468,0.500915,0.497889,0.496538,0.496392,0.502538,0.501925,0.504966,0.499983,0.501293,0.499649,0.497020,0.496852,0.501733,0.501219,0.506693,0.502761,0.500386,0.499724,0.498728,0.498731,0.501066,0.500843,0.506114,0.503208
600,0.484826,0.489892,0.472585,0.474223,0.474459,0.473767,0.489170,0.483256,0.511670,0.503496,0.479923,0.477905,0.490256,0.486510,0.495625,0.485769,0.509546,0.497976,0.479603,0.477861,0.491487,0.488058,0.503531,0.488948,0.505157,0.495842,0.488437,0.487721,0.507629,0.504660,0.515265,0.499494,0.505132,0.499669,0.491704,0.490902,0.505198,0.502894,0.518953,0.507131,0.503555,0.501189,0.495446,0.495229,0.503019,0.501741,0.516640,0.507759
800,0.476687,0.484217,0.452851,0.455529,0.458439,0.455494,0.486700,0.471466,0.521407,0.503711,0.466069,0.460076,0.482770,0.472396,0.498632,0.474797,0.518051,0.494379,0.465605,0.460417,0.482864,0.474404,0.512091,0.479693,0.509857,0.490588,0.476612,0.474986,0.517978,0.509951,0.530975,0.497316,0.510209,0.497652,0.482892,0.480950,0.513001,0.506443,0.537984,0.512689,0.506917,0.501792,0.488112,0.487512,0.506680,0.503408,0.533486,0.514081
1000,0.468714,0.478200,0.431792,0.434959,0.455126,0.441014,0.488528,0.458484,0.532041,0.503002,0.457031,0.443928,0.485674,0.460856,0.509438,0.464692,0.528144,0.490791,0.453591,0.441821,0.478724,0.461250,0.529113,0.470699,0.516691,0.484899,0.462139,0.458587,0.526515,0.509547,0.553156,0.494937,0.516894,0.494653,0.472776,0.468838,0.522092,0.509084,0.561955,0.517364,0.508227,0.500010,0.481576,0.479969,0.510023,0.502846,0.553342,0.518469
1200,0.461729,0.472150,0.413431,0.416334,0.467003,0.434018,0.492883,0.447598,0.542486,0.501785,0.455401,0.431256,0.498911,0.452546,0.522577,0.457294,0.539827,0.486377,0.449503,0.425425,0.479877,0.449211,0.546563,0.462818,0.525699,0.480424,0.451072,0.444408,0.537063,0.509239,0.575371,0.491437,0.526193,0.493412,0.464843,0.458596,0.532564,0.511958,0.584900,0.519065,0.510218,0.497746,0.475285,0.472195,0.515967,0.504514,0.572240,0.520406
1400,0.456099,0.467123,0.398316,0.399358,0.486498,0.433168,0.498418,0.435950,0.552193,0.499446,0.460241,0.421589,0.519231,0.448100,0.538522,0.450754,0.553774,0.482971,0.454448,0.412131,0.487257,0.438967,0.565609,0.454875,0.537058,0.477015,0.442804,0.431922,0.546577,0.506140,0.597989,0.487223,0.534338,0.489406,0.458140,0.448801,0.542135,0.512911,0.607195,0.517706,0.513737,0.496195,0.468770,0.463620,0.517047,0.500698,0.590605,0.518856
1600,0.450142,0.461411,0.386445,0.384215,0.510459,0.437121,0.504551,0.423607,0.560440,0.496408,0.469274,0.414369,0.543258,0.447835,0.557662,0.444758,0.565773,0.477807,0.464864,0.400749,0.498197,0.429543,0.588275,0.447028,0.548503,0.472571,0.435880,0.419564,0.553893,0.499816,0.621342,0.481731,0.542235,0.484765,0.451599,0.438106,0.549542,0.511293,0.629068,0.513319,0.516648,0.493824,0.463309,0.455604,0.516554,0.495547,0.607372,0.514320
1800,0.445120,0.456404,0.378273,0.370650,0.535000,0.441611,0.513376,0.412712,0.568815,0.493392,0.480785,0.408913,0.568941,0.448479,0.576359,0.438398,0.577619,0.472912,0.479047,0.392092,0.514099,0.421763,0.608924,0.439653,0.562868,0.468825,0.432076,0.408304,0.562973,0.494217,0.642125,0.474383,0.548268,0.479050,0.444264,0.427308,0.556768,0.508855,0.648737,0.506769,0.519497,0.491150,0.458104,0.447595,0.516219,0.490076,0.621261,0.506987
