step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.498647,0.498727,0.499494,0.499514,0.500153,0.500116,0.498788,0.498667,0.499079,0.498689,0.499096,0.499101,0.499962,0.499926,0.499573,0.499268,0.499574,0.499204,0.499406,0.499397,0.500130,0.500123,0.500088,0.499811,0.499737,0.499285,0.499422,0.499419,0.500029,0.500025,0.500389,0.500159,0.499545,0.499113,0.499068,0.499062,0.499950,0.499948,0.500401,0.500184,0.499572,0.499417,0.499570,0.499576,0.499968,0.499968,0.500308,0.500133
400,0.495924,0.496420,0.495672,0.495808,0.497516,0.497249,0.499474,0.497032,0.500488,0.497758,0.496413,0.496134,0.499736,0.499142,0.502698,0.500634,0.499146,0.497407,0.497016,0.496936,0.501119,0.500910,0.503848,0.502600,0.500158,0.498534,0.497840,0.497759,0.500375,0.500267,0.504369,0.503459,0.499560,0.498215,0.497762,0.497667,0.500034,0.499980,0.503887,0.503047,0.498589,0.497984,0.499090,0.499087,0.500016,0.499997,0.503535,0.502927
600,0.490293,0.491641,0.487788,0.488122,0.491408,0.490903,0.499991,0.496204,0.501872,0.496492,0.491110,0.490251,0.496640,0.495000,0.503466,0.500180,0.496645,0.493062,0.489889,0.489924,0.499909,0.498938,0.505469,0.503269,0.497953,0.495318,0.493467,0.492972,0.500578,0.500147,0.506642,0.504908,0.497413,0.495141,0.495235,0.494827,0.499841,0.499590,0.506078,0.504601,0.496056,0.495126,0.498049,0.497921,0.500571,0.500454,0.505393,0.504469
800,0.482629,0.485083,0.476812,0.477400,0.482095,0.481175,0.500503,0.495371,0.506000,0.495242,0.483385,0.481331,0.489228,0.486553,0.504000,0.499141,0.496602,0.488329,0.479842,0.479987,0.494477,0.492212,0.506416,0.502658,0.496390,0.491377,0.488153,0.485814,0.499808,0.498512,0.508824,0.505241,0.495929,0.491627,0.490549,0.489131,0.497904,0.497196,0.508767,0.505435,0.492608,0.490240,0.496030,0.495500,0.501704,0.501281,0.507942,0.505989
1000,0.473951,0.477814,0.463048,0.463832,0.470269,0.468333,0.501229,0.494438,0.514554,0.494799,0.474878,0.470472,0.478736,0.474604,0.504698,0.497774,0.502482,0.484355,0.467298,0.466992,0.486834,0.482978,0.507135,0.501361,0.496474,0.487958,0.480630,0.475029,0.497549,0.494303,0.510541,0.504448,0.496243,0.488442,0.483124,0.480056,0.493686,0.492067,0.511484,0.505009,0.490788,0.485642,0.492355,0.490928,0.502155,0.501129,0.511859,0.507104
1200,0.463113,0.468636,0.446980,0.447959,0.457340,0.453257,0.502471,0.493532,0.526573,0.495370,0.468592,0.458755,0.470166,0.461883,0.505853,0.496395,0.513556,0.481239,0.454555,0.452373,0.477215,0.471041,0.507865,0.499614,0.498298,0.484482,0.469894,0.460959,0.493325,0.486911,0.512153,0.502860,0.498228,0.485115,0.472542,0.468099,0.486997,0.483950,0.514159,0.503484,0.490122,0.480983,0.485876,0.483310,0.501808,0.499714,0.516486,0.506760
1400,0.450990,0.458270,0.429293,0.430509,0.449579,0.438053,0.504316,0.492711,0.541137,0.496899,0.469060,0.447855,0.471412,0.451854,0.507770,0.495082,0.531110,0.480464,0.442534,0.436215,0.468613,0.458539,0.508848,0.497566,0.504200,0.480990,0.456172,0.444873,0.487734,0.476895,0.513783,0.500736,0.503440,0.483029,0.459842,0.452590,0.478471,0.472955,0.516796,0.501218,0.490685,0.475417,0.477940,0.474124,0.501127,0.497024,0.521182,0.505112
1600,0.439768,0.448179,0.411179,0.411932,0.458521,0.427676,0.506851,0.492095,0.558147,0.499082,0.479665,0.438640,0.487978,0.448016,0.510476,0.493905,0.553894,0.482216,0.435059,0.419282,0.462941,0.446113,0.510170,0.495221,0.515987,0.479107,0.442991,0.427818,0.482225,0.463339,0.515739,0.498135,0.511516,0.480682,0.446806,0.435994,0.471016,0.460670,0.519749,0.498381,0.494254,0.470978,0.466302,0.460819,0.498506,0.491293,0.526033,0.502315
1800,0.429845,0.438949,0.398814,0.397003,0.481186,0.433007,0.511679,0.492927,0.572312,0.499765,0.498986,0.437476,0.512989,0.455280,0.514980,0.493576,0.580070,0.485396,0.437964,0.407888,0.462759,0.435211,0.512470,0.493093,0.529414,0.477756,0.434083,0.412758,0.481793,0.450005,0.518243,0.495381,0.521802,0.478947,0.437157,0.420179,0.468438,0.449694,0.523449,0.495291,0.497466,0.466119,0.455545,0.448181,0.494588,0.483023,0.531362,0.498748
2000,0.421146,0.430994,0.393878,0.386989,0.506657,0.444809,0.516816,0.494037,0.587896,0.500129,0.522288,0.442192,0.541735,0.470646,0.520219,0.493573,0.606860,0.486957,0.447126,0.400560,0.469639,0.426640,0.514937,0.490897,0.543434,0.476245,0.433197,0.401602,0.489546,0.439392,0.520657,0.492479,0.534157,0.477202,0.432347,0.407500,0.469452,0.440059,0.526679,0.491782,0.504434,0.463915,0.446136,0.436797,0.491200,0.473161,0.536139,0.494238
2200,0.413518,0.423472,0.394441,0.380443,0.534553,0.459645,0.522784,0.495767,0.601673,0.499766,0.547094,0.448870,0.571852,0.487147,0.526042,0.493721,0.633810,0.486251,0.457807,0.395930,0.481586,0.419775,0.517052,0.488154,0.557641,0.474203,0.436902,0.392625,0.502749,0.431477,0.522694,0.489141,0.546955,0.475379,0.434261,0.397597,0.476214,0.432054,0.529704,0.487974,0.512485,0.462039,0.437859,0.425833,0.488575,0.462585,0.539946,0.489210
2400,0.407363,0.416923,0.397402,0.375707,0.563885,0.475343,0.527948,0.497014,0.611872,0.497515,0.571893,0.455766,0.604381,0.507069,0.531214,0.493451,0.661160,0.483710,0.470216,0.393368,0.497863,0.414419,0.518807,0.485005,0.570007,0.471371,0.442606,0.385604,0.520016,0.426265,0.524009,0.485357,0.559379,0.473881,0.436973,0.389416,0.486933,0.425708,0.532213,0.483845,0.521371,0.459908,0.431213,0.415953,0.486270,0.450836,0.543016,0.483925
2600,0.402250,0.411250,0.402538,0.372231,0.593731,0.489229,0.532254,0.497610,0.620392,0.494382,0.596781,0.461810,0.638804,0.527566,0.535470,0.492391,0.685709,0.478249,0.483632,0.391982,0.515966,0.410961,0.519542,0.481397,0.581025,0.468553,0.449555,0.381521,0.538999,0.423666,0.524828,0.481405,0.570343,0.470939,0.443149,0.382622,0.497657,0.420393,0.534113,0.479644,0.529686,0.457554,0.425142,0.405670,0.484969,0.440415,0.545119,0.478460
2800,0.397742,0.406033,0.409726,0.370954,0.625784,0.504211,0.537051,0.498449,0.627675,0.490885,0.620214,0.466064,0.674120,0.546569,0.540107,0.491356,0.709828,0.471946,0.497792,0.391449,0.538042,0.407647,0.520615,0.477584,0.590759,0.464994,0.458707,0.378089,0.559078,0.420831,0.525606,0.477059,0.582294,0.469571,0.451541,0.378353,0.513359,0.417305,0.536106,0.475164,0.537353,0.454275,0.421246,0.397255,0.491025,0.431957,0.547608,0.472857
3000,0.394148,0.401365,0.417073,0.369711,0.658195,0.515907,0.542519,0.499813,0.633547,0.487706,0.644795,0.468959,0.710966,0.565801,0.544261,0.489936,0.732314,0.463984,0.513014,0.390265,0.561678,0.406077,0.521385,0.473387,0.602213,0.460870,0.468791,0.375147,0.583434,0.418790,0.526125,0.472567,0.593601,0.466601,0.461277,0.373989,0.530429,0.414045,0.537539,0.470272,0.546495,0.453320,0.417934,0.388439,0.495607,0.423239,0.549480,0.466877
3200,0.390881,0.396810,0.424607,0.368619,0.690601,0.524845,0.546817,0.500243,0.635294,0.482288,0.665702,0.469884,0.748696,0.583132,0.547951,0.487900,0.752179,0.455472,0.529032,0.389550,0.587439,0.405912,0.522313,0.469355,0.610169,0.454629,0.478507,0.372142,0.606258,0.416340,0.526658,0.468024,0.601885,0.462301,0.471218,0.370495,0.547819,0.411051,0.539300,0.465508,0.556733,0.451534,0.415658,0.380764,0.502162,0.416417,0.551397,0.461018
3400,0.388596,0.392840,0.432089,0.367321,0.723134,0.531616,0.550085,0.499982,0.638260,0.477651,0.683930,0.468916,0.787120,0.598561,0.550812,0.485242,0.771287,0.446557,0.544653,0.388065,0.615608,0.405805,0.523026,0.465098,0.620730,0.450001,0.488147,0.370132,0.630957,0.414563,0.527110,0.463686,0.613544,0.460027,0.480829,0.367518,0.568343,0.409608,0.540624,0.460769,0.564166,0.449028,0.414869,0.373925,0.509214,0.409799,0.552855,0.455355
3600,0.386401,0.389040,0.441050,0.367181,0.757665,0.539526,0.554730,0.500560,0.640743,0.472669,0.699718,0.466334,0.827301,0.612767,0.554115,0.482470,0.787330,0.438988,0.560756,0.385887,0.644552,0.406390,0.524646,0.461072,0.629970,0.444471,0.497509,0.367488,0.654918,0.409919,0.527812,0.459238,0.623976,0.457029,0.492756,0.364987,0.590931,0.407526,0.542884,0.456080,0.574617,0.448687,0.414783,0.367545,0.519719,0.404979,0.554847,0.449596
3800,0.385438,0.386165,0.449455,0.366107,0.791154,0.542834,0.558946,0.500544,0.642748,0.468037,0.714558,0.463260,0.868259,0.627440,0.557754,0.479840,0.802829,0.431464,0.577337,0.383433,0.676141,0.407323,0.526743,0.456914,0.637539,0.438780,0.508545,0.365372,0.681619,0.407299,0.529004,0.454779,0.632246,0.452924,0.505074,0.362394,0.612612,0.404895,0.545257,0.451244,0.582835,0.446133,0.418232,0.363051,0.530608,0.399363,0.557184,0.443948
4000,0.384576,0.383368,0.457812,0.365397,0.825834,0.546215,0.562882,0.500141,0.644507,0.463490,0.727759,0.458286,0.909954,0.639000,0.561215,0.476993,0.815890,0.424135,0.592511,0.380569,0.708683,0.408248,0.528722,0.452651,0.644645,0.433107,0.519406,0.362831,0.708079,0.403078,0.530038,0.450306,0.641675,0.449390,0.517121,0.360252,0.635574,0.402699,0.547742,0.446404,0.593189,0.444817,0.422386,0.359144,0.544328,0.394723,0.559668,0.438368
4200,0.383785,0.380634,0.465986,0.364942,0.860146,0.548020,0.566527,0.499322,0.645178,0.457798,0.738948,0.452765,0.951912,0.648643,0.563601,0.473322,0.829242,0.416565,0.607458,0.376986,0.742134,0.409112,0.530745,0.448330,0.654664,0.427451,0.529718,0.360675,0.734294,0.399761,0.531377,0.445958,0.650815,0.445104,0.527752,0.358412,0.659985,0.400456,0.550205,0.441518,0.602931,0.443152,0.425941,0.355190,0.558956,0.390061,0.562061,0.432889
4400,0.382388,0.377170,0.473906,0.364063,0.894546,0.548531,0.570947,0.499089,0.645649,0.453010,0.749648,0.446966,0.994867,0.657043,0.566623,0.470471,0.842445,0.409062,0.620391,0.372824,0.778046,0.409470,0.533420,0.444318,0.660693,0.421966,0.538646,0.358314,0.762188,0.396435,0.532691,0.441476,0.658626,0.440635,0.539272,0.356822,0.683761,0.397540,0.552989,0.436714,0.611028,0.440615,0.430214,0.352264,0.572519,0.385378,0.564754,0.427549
4600,0.382296,0.374816,0.482046,0.363454,0.926643,0.548472,0.574581,0.498045,0.647303,0.449141,0.757863,0.440340,1.037618,0.663858,0.569990,0.467160,0.853787,0.402258,0.635056,0.367865,0.812833,0.408896,0.536057,0.440267,0.665460,0.415611,0.547426,0.355565,0.791097,0.392991,0.534171,0.437205,0.667456,0.437179,0.549440,0.353762,0.707858,0.395432,0.555709,0.431771,0.620351,0.438526,0.434638,0.349879,0.589365,0.382224,0.567805,0.422652
4800,0.381920,0.372500,0.490739,0.362624,0.959590,0.547237,0.578160,0.496665,0.648324,0.444702,0.766594,0.433850,1.082558,0.669191,0.572815,0.463450,0.864242,0.395734,0.648410,0.363135,0.850562,0.409680,0.539429,0.436461,0.672214,0.410583,0.555660,0.352281,0.819937,0.389049,0.536001,0.433008,0.674967,0.432478,0.560444,0.351075,0.733439,0.392066,0.558652,0.427089,0.627886,0.435426,0.437689,0.346689,0.604067,0.376667,0.570426,0.417269
5000,0.381982,0.370303,0.497876,0.361621,0.992963,0.545235,0.582064,0.495343,0.650585,0.441201,0.773867,0.427244,1.127092,0.672788,0.575744,0.459271,0.876257,0.389535,0.664020,0.358117,0.888012,0.409407,0.542877,0.432277,0.677695,0.404219,0.566717,0.349500,0.849633,0.386097,0.537997,0.428876,0.680104,0.427303,0.572301,0.348984,0.759178,0.389969,0.561893,0.422127,0.635246,0.431900,0.443417,0.344839,0.621634,0.373544,0.573465,0.412068
5200,0.382643,0.368545,0.504901,0.360531,1.023726,0.541940,0.585417,0.493979,0.651769,0.437004,0.779911,0.419829,1.171980,0.674543,0.578305,0.455448,0.885587,0.383801,0.676811,0.352902,0.926464,0.408403,0.545726,0.428227,0.683075,0.398793,0.574442,0.346650,0.878881,0.383710,0.539456,0.424832,0.686486,0.423562,0.581955,0.346356,0.785715,0.386815,0.564761,0.417799,0.642010,0.428378,0.448227,0.342479,0.637012,0.369752,0.576202,0.407241
5400,0.382925,0.366640,0.512704,0.359529,1.057623,0.539066,0.588854,0.491971,0.652573,0.432996,0.783228,0.412585,1.217248,0.675026,0.581759,0.451143,0.895483,0.378136,0.690213,0.347599,0.965381,0.407648,0.549903,0.424457,0.689491,0.393145,0.583114,0.343112,0.910084,0.380374,0.541730,0.420745,0.693094,0.419856,0.590211,0.343330,0.811523,0.383440,0.568205,0.413263,0.650150,0.426271,0.452984,0.340039,0.654635,0.367176,0.579482,0.402283
5600,0.382933,0.364680,0.519618,0.358487,1.086581,0.534215,0.591516,0.489768,0.654080,0.429396,0.789703,0.407146,1.261126,0.676088,0.584568,0.446972,0.905314,0.373230,0.702658,0.342242,1.006423,0.406944,0.553640,0.420512,0.696111,0.388675,0.590345,0.339688,0.940068,0.377171,0.543769,0.416863,0.699570,0.415394,0.598981,0.340810,0.837137,0.380831,0.571199,0.408935,0.656874,0.422536,0.458921,0.338368,0.670916,0.362782,0.582567,0.397821
5800,0.382994,0.362710,0.527428,0.357812,1.118981,0.530680,0.593902,0.487321,0.655710,0.426098,0.793829,0.400492,1.307299,0.674020,0.587684,0.442981,0.914272,0.368301,0.715564,0.336828,1.046435,0.405235,0.557289,0.416763,0.700685,0.383519,0.597306,0.336539,0.971439,0.373746,0.545860,0.413225,0.703919,0.410872,0.606832,0.338241,0.862427,0.377828,0.574102,0.404640,0.663128,0.418551,0.466409,0.337551,0.690715,0.359858,0.585642,0.393376
6000,0.383509,0.361160,0.533715,0.356494,1.148838,0.525921,0.597521,0.484781,0.657022,0.422302,0.797643,0.394062,1.350449,0.671651,0.591839,0.438345,0.923817,0.363333,0.728065,0.331361,1.088437,0.403750,0.561897,0.412470,0.704566,0.378307,0.604495,0.332811,1.005486,0.370230,0.548370,0.408954,0.709109,0.406970,0.615669,0.335340,0.888741,0.374363,0.577998,0.399598,0.669299,0.415736,0.473854,0.337079,0.710720,0.357161,0.589453,0.388454
6200,0.383706,0.359317,0.540213,0.355137,1.178804,0.520621,0.600783,0.481498,0.657516,0.418559,0.801784,0.388089,1.393080,0.668591,0.596107,0.434100,0.932470,0.358680,0.739081,0.326134,1.129710,0.401465,0.566222,0.408041,0.710194,0.373609,0.611366,0.329151,1.038841,0.367592,0.550994,0.404853,0.714435,0.403295,0.621622,0.332108,0.913690,0.370587,0.582143,0.394926,0.674021,0.412819,0.479796,0.335564,0.731837,0.355154,0.593219,0.383640
6400,0.384128,0.358006,0.546507,0.353675,1.209690,0.515961,0.603557,0.478779,0.659111,0.415649,0.806806,0.383562,1.432976,0.665761,0.600044,0.430636,0.940641,0.354203,0.751786,0.321454,1.171690,0.399937,0.570679,0.404338,0.713934,0.368802,0.618297,0.325358,1.069795,0.363320,0.552903,0.400988,0.719945,0.399574,0.629338,0.329405,0.940276,0.368012,0.585523,0.390658,0.679828,0.410731,0.487667,0.335074,0.749438,0.351534,0.596316,0.379341
6600,0.384533,0.356293,0.553060,0.352544,1.239936,0.509789,0.606412,0.475151,0.660501,0.412437,0.811942,0.378143,1.475773,0.662529,0.604814,0.426633,0.949288,0.349928,0.762275,0.316135,1.213604,0.398059,0.575031,0.399762,0.717484,0.364218,0.626227,0.321757,1.105039,0.359763,0.555979,0.396687,0.722852,0.395075,0.638063,0.326784,0.967797,0.365070,0.590025,0.385705,0.684888,0.407587,0.493163,0.333871,0.768783,0.349038,0.601041,0.374563
