step,anchor_tau,L0.qk_lut.T_sign,L0.qk_lut.T_sel,L0.v_lut.T_sign,L0.v_lut.T_sel,L0.out_proj.T_sign,L0.out_proj.T_sel,L0.residual_lut.T_sign,L0.residual_lut.T_sel,L1.qk_lut.T_sign,L1.qk_lut.T_sel,L1.v_lut.T_sign,L1.v_lut.T_sel,L1.out_proj.T_sign,L1.out_proj.T_sel,L1.residual_lut.T_sign,L1.residual_lut.T_sel,L2.qk_lut.T_sign,L2.qk_lut.T_sel,L2.v_lut.T_sign,L2.v_lut.T_sel,L2.out_proj.T_sign,L2.out_proj.T_sel,L2.residual_lut.T_sign,L2.residual_lut.T_sel,L3.qk_lut.T_sign,L3.qk_lut.T_sel,L3.v_lut.T_sign,L3.v_lut.T_sel,L3.out_proj.T_sign,L3.out_proj.T_sel,L3.residual_lut.T_sign,L3.residual_lut.T_sel,L4.qk_lut.T_sign,L4.qk_lut.T_sel,L4.v_lut.T_sign,L4.v_lut.T_sel,L4.out_proj.T_sign,L4.out_proj.T_sel,L4.residual_lut.T_sign,L4.residual_lut.T_sel,L5.qk_lut.T_sign,L5.qk_lut.T_sel,L5.v_lut.T_sign,L5.v_lut.T_sel,L5.out_proj.T_sign,L5.out_proj.T_sel,L5.residual_lut.T_sign,L5.residual_lut.T_sel
0,1.000000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.884926,0.499716,0.500216,0.498769,0.498775,0.499250,0.499240,0.497585,0.497572,0.499307,0.499396,0.499319,0.499337,0.499979,0.499967,0.498365,0.498347,0.499512,0.499539,0.499630,0.499640,0.500115,0.500103,0.499212,0.499175,0.499517,0.499536,0.499474,0.499484,0.500093,0.500087,0.499858,0.499812,0.499665,0.499656,0.499308,0.499314,0.499905,0.499900,0.499945,0.499879,0.499796,0.499784,0.499497,0.499495,0.499598,0.499580,0.499848,0.499742
400,0.783095,0.497523,0.499663,0.493292,0.493686,0.491337,0.491291,0.490602,0.490643,0.499680,0.500059,0.494818,0.494993,0.498563,0.498364,0.493015,0.493032,0.498966,0.499211,0.498698,0.498788,0.500311,0.500181,0.497431,0.497385,0.498628,0.498749,0.498666,0.498710,0.500198,0.500066,0.501415,0.501339,0.500235,0.500138,0.498494,0.498501,0.499358,0.499303,0.501598,0.501507,0.499434,0.499373,0.499176,0.499158,0.499060,0.498958,0.501304,0.501153
600,0.692981,0.491571,0.495796,0.479794,0.481077,0.477404,0.477365,0.479698,0.479889,0.498405,0.499007,0.483792,0.484220,0.491511,0.490720,0.482116,0.482271,0.494739,0.495284,0.493807,0.494057,0.500466,0.499814,0.491943,0.491818,0.496203,0.496336,0.495847,0.496040,0.500858,0.500263,0.502108,0.501818,0.500407,0.500109,0.496263,0.496309,0.498278,0.498124,0.503543,0.503135,0.499867,0.499748,0.498756,0.498720,0.498870,0.498668,0.502916,0.502606
