step,train_loss,val_loss
0,5.864193,5.859175
1000,2.089449,1.976879
2000,1.742794,1.735024
3000,1.678917,1.671652
4000,1.650735,1.645983
5000,1.632294,1.625119
6000,1.607648,1.604463
7000,1.587790,1.587117
8000,1.572548,1.579366
9000,1.567886,1.563915
10000,1.560273,1.556805
11000,1.550866,1.551322
12000,1.543043,1.539949
13000,1.539871,1.535381
14000,1.528025,1.527612
15000,1.521901,1.524271
16000,1.517174,1.519480
17000,1.514791,1.514851
18000,1.508253,1.512068
19000,1.508236,1.505543
20000,1.502916,1.500744
21000,1.497713,1.500202
22000,1.498061,1.498093
23000,1.491610,1.492117
24000,1.492716,1.491459
25000,1.485931,1.487802
26000,1.485701,1.484769
27000,1.484185,1.481512
28000,1.478442,1.478261
29000,1.478280,1.476029
30000,1.471189,1.472947
31000,1.472877,1.472487
32000,1.469518,1.469214
33000,1.467493,1.467865
34000,1.465747,1.463047
35000,1.462789,1.462130
36000,1.463941,1.460139
37000,1.458283,1.460098
38000,1.456276,1.456050
39000,1.456405,1.455273
40000,1.455665,1.452731
41000,1.452511,1.451357
42000,1.453879,1.450327
43000,1.450510,1.449795
44000,1.449389,1.447408
45000,1.446088,1.446575
46000,1.448450,1.444407
47000,1.444731,1.444845
48000,1.446548,1.444496
49000,1.446486,1.445530
