step,train_loss,val_loss,val_loss_hard
0,5.556905,5.556805,5.556805
1000,2.431428,2.400844,2.400844
2000,2.218361,2.211979,2.211979
3000,2.119796,2.107298,2.107298
4000,2.053919,2.046161,2.046161
5000,1.994373,1.998100,1.998100
6000,1.929220,1.941633,1.941633
7000,1.904951,1.895115,1.895115
8000,1.870689,1.865112,1.865112
9000,1.849048,1.840541,1.840541
10000,1.841350,1.827327,1.827327
11000,1.812535,1.807115,1.807115
12000,1.796677,1.799672,1.799672
13000,1.781490,1.785026,1.785026
14000,1.772515,1.774749,1.774749
15000,1.770825,1.760139,1.760139
16000,1.756672,1.754677,1.754677
17000,1.740805,1.747433,1.747433
18000,1.739279,1.738718,1.738718
19000,1.732487,1.729759,1.729759
20000,1.720228,1.719021,1.719021
21000,1.729369,1.715493,1.715493
22000,1.706290,1.711109,1.711109
23000,1.701723,1.702925,1.702925
24000,1.695585,1.702792,1.702792
25000,1.698895,1.689680,1.689680
26000,1.689753,1.685710,1.685710
27000,1.683358,1.679662,1.679662
28000,1.669642,1.673811,1.673811
29000,1.664600,1.670607,1.670607
30000,1.666371,1.667155,1.667155
31000,1.665076,1.659660,1.659660
32000,1.656698,1.657438,1.657438
33000,1.655158,1.649806,1.649806
34000,1.643639,1.649153,1.649153
35000,1.639033,1.640978,1.640978
36000,1.633290,1.636447,1.636447
37000,1.638212,1.631768,1.631768
38000,1.634196,1.627951,1.627951
39000,1.625686,1.625551,1.625551
40000,1.628580,1.621684,1.621684
41000,1.618128,1.619181,1.619181
42000,1.625044,1.615438,1.615438
43000,1.607264,1.613137,1.613137
44000,1.619475,1.610103,1.610103
45000,1.609621,1.609702,1.609702
46000,1.602393,1.606460,1.606460
47000,1.614360,1.606356,1.606356
48000,1.597395,1.603846,1.603846
49000,1.606654,1.603081,1.603081
