step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.498103,0.498519,0.497361,0.497413,0.497998,0.497836,0.498194,0.497920,0.501349,0.500471,0.497923,0.497786,0.499293,0.499155,0.498749,0.498367,0.499650,0.498914,0.499053,0.499061,0.500567,0.500476,0.499579,0.499057,0.500301,0.499602,0.499224,0.499215,0.500308,0.500254,0.500290,0.499773,0.499627,0.499227,0.499430,0.499427,0.500351,0.500324,0.500981,0.500502,0.499563,0.499262,0.499105,0.499121,0.499840,0.499815,0.501472,0.501103
400,0.492887,0.495055,0.487995,0.488476,0.489016,0.488602,0.492673,0.491597,0.507317,0.503986,0.491473,0.490650,0.494771,0.493779,0.494401,0.492587,0.500922,0.497447,0.493070,0.492539,0.500369,0.499330,0.498128,0.495188,0.502677,0.499377,0.496418,0.496333,0.502469,0.501585,0.503427,0.499929,0.499617,0.498147,0.497611,0.497577,0.503932,0.503441,0.507207,0.503997,0.500914,0.499495,0.496583,0.496434,0.500374,0.500135,0.509379,0.507095
600,0.485697,0.490579,0.472714,0.474313,0.475142,0.473932,0.485716,0.482434,0.515732,0.506874,0.481263,0.478438,0.486512,0.483331,0.487336,0.482289,0.506348,0.494731,0.482056,0.479890,0.498922,0.494941,0.496929,0.487648,0.506819,0.498241,0.488787,0.488251,0.506593,0.502460,0.509794,0.498636,0.499802,0.496639,0.491933,0.491417,0.511090,0.509068,0.518550,0.508662,0.504764,0.500623,0.490655,0.490095,0.501756,0.500506,0.522475,0.515018
800,0.476313,0.484012,0.452517,0.455149,0.458839,0.455151,0.477801,0.469350,0.526562,0.508546,0.469441,0.462086,0.479369,0.469708,0.481950,0.468554,0.514477,0.490623,0.468272,0.462873,0.498474,0.488336,0.500872,0.478070,0.513382,0.495894,0.476821,0.474700,0.512754,0.502434,0.522088,0.496550,0.502967,0.495751,0.483859,0.482574,0.525091,0.519449,0.536688,0.514937,0.509678,0.501223,0.483261,0.481139,0.504369,0.500684,0.541092,0.524143
1000,0.467214,0.476919,0.432134,0.435289,0.451693,0.438309,0.473060,0.455656,0.540129,0.510293,0.465213,0.447269,0.483617,0.458439,0.484440,0.455137,0.525454,0.484564,0.455688,0.443358,0.501857,0.479178,0.511011,0.467922,0.523626,0.493690,0.464587,0.459791,0.521278,0.501520,0.539201,0.492788,0.506077,0.493418,0.474819,0.472409,0.540122,0.528916,0.558787,0.519881,0.516294,0.502330,0.475992,0.472615,0.506282,0.499017,0.562125,0.530294
1200,0.460499,0.471116,0.414079,0.416978,0.460393,0.427845,0.473234,0.443951,0.550928,0.509710,0.468946,0.436508,0.499132,0.451191,0.491966,0.444089,0.536897,0.479641,0.449676,0.426499,0.508258,0.471077,0.525989,0.458261,0.535211,0.490920,0.455510,0.446243,0.531086,0.500050,0.558083,0.488312,0.508976,0.490837,0.468156,0.464270,0.556491,0.538442,0.579651,0.520883,0.520206,0.501268,0.469807,0.464522,0.509170,0.497440,0.582787,0.532542
1400,0.453267,0.464462,0.397966,0.399340,0.478921,0.422871,0.473127,0.432022,0.562568,0.508558,0.479328,0.428361,0.519482,0.448953,0.503780,0.434442,0.551371,0.474509,0.451037,0.411214,0.517509,0.462393,0.542358,0.449544,0.548630,0.488694,0.448644,0.433696,0.539237,0.495415,0.576079,0.482457,0.512127,0.487202,0.459660,0.454009,0.571431,0.545232,0.599512,0.519101,0.523839,0.499255,0.462095,0.455235,0.510470,0.493673,0.599679,0.529699
1600,0.446935,0.458269,0.385127,0.383435,0.501778,0.421936,0.476126,0.420160,0.572302,0.506835,0.490759,0.422756,0.543618,0.450264,0.517453,0.426386,0.563730,0.469445,0.456878,0.398444,0.528676,0.454686,0.559705,0.440397,0.558798,0.484138,0.442983,0.421731,0.547926,0.490911,0.592838,0.474300,0.514798,0.483709,0.450838,0.442811,0.583461,0.548339,0.616540,0.512888,0.527108,0.496464,0.456141,0.446875,0.510372,0.488675,0.614608,0.523749
1800,0.441813,0.452947,0.376644,0.369672,0.525898,0.424781,0.481826,0.409971,0.581065,0.504333,0.504597,0.418306,0.569211,0.452233,0.533237,0.418943,0.575805,0.463646,0.467095,0.388835,0.543080,0.448465,0.575913,0.432221,0.572017,0.480882,0.439898,0.410776,0.556508,0.483960,0.609071,0.466483,0.519105,0.480580,0.442578,0.432154,0.597137,0.551307,0.629868,0.503907,0.530466,0.494410,0.450336,0.438637,0.509398,0.481547,0.624751,0.513227
2000,0.437224,0.448104,0.371991,0.357885,0.551269,0.429038,0.486744,0.400010,0.589122,0.501852,0.519982,0.414979,0.595197,0.454342,0.547871,0.412254,0.589570,0.458505,0.480514,0.378974,0.557928,0.441279,0.591292,0.423611,0.585624,0.477873,0.438061,0.399438,0.564101,0.477341,0.622577,0.456182,0.520494,0.476101,0.435161,0.422012,0.607095,0.551385,0.638949,0.492549,0.534171,0.492487,0.445958,0.431576,0.510992,0.476972,0.631304,0.502120
2200,0.432199,0.442414,0.370322,0.348077,0.577586,0.432340,0.492471,0.389697,0.596886,0.498151,0.535896,0.411863,0.624193,0.460910,0.562594,0.405561,0.603201,0.452623,0.496813,0.370342,0.576803,0.435580,0.608776,0.416440,0.596433,0.473305,0.438983,0.389418,0.573289,0.469631,0.636055,0.446770,0.524245,0.472478,0.428087,0.411700,0.614512,0.549343,0.646816,0.482036,0.538819,0.491200,0.440915,0.424116,0.510524,0.470108,0.636188,0.490803
2400,0.427988,0.437489,0.372018,0.338931,0.604567,0.437440,0.498587,0.379919,0.604213,0.494628,0.551906,0.409353,0.652634,0.464777,0.577193,0.399704,0.615980,0.448025,0.512299,0.363221,0.596057,0.430402,0.621772,0.406833,0.606293,0.468830,0.442585,0.381804,0.582205,0.462514,0.647797,0.435858,0.528545,0.468447,0.423247,0.403681,0.621846,0.546512,0.654822,0.470526,0.540738,0.487416,0.435962,0.416373,0.509773,0.462782,0.638673,0.478602
2600,0.424170,0.432908,0.375104,0.331068,0.631973,0.440369,0.503259,0.371117,0.610472,0.491641,0.567746,0.406341,0.682503,0.469345,0.590597,0.393968,0.626507,0.441632,0.527690,0.357702,0.616092,0.426221,0.635090,0.399199,0.615321,0.463408,0.446230,0.374331,0.594270,0.455721,0.657706,0.425942,0.531318,0.464474,0.419070,0.396570,0.630071,0.543689,0.660723,0.459403,0.543382,0.484486,0.431902,0.409831,0.510716,0.457252,0.642370,0.466137
2800,0.421429,0.429156,0.379725,0.324618,0.659284,0.442595,0.508490,0.362528,0.615574,0.487673,0.583770,0.403106,0.711904,0.473411,0.603655,0.388587,0.636488,0.436905,0.543315,0.352477,0.636610,0.421692,0.647208,0.391720,0.623936,0.457834,0.452624,0.368285,0.607011,0.450861,0.667564,0.416868,0.534180,0.460999,0.415886,0.389497,0.637921,0.541111,0.663871,0.448090,0.545699,0.481764,0.429047,0.404418,0.512266,0.451540,0.645638,0.455535
3000,0.418233,0.425078,0.385418,0.319556,0.686567,0.445211,0.514543,0.354270,0.619800,0.483223,0.598664,0.400605,0.742207,0.476701,0.614618,0.381652,0.647969,0.432117,0.558905,0.347280,0.657997,0.418315,0.660513,0.384335,0.633958,0.452998,0.458878,0.362606,0.620103,0.446410,0.676514,0.408392,0.536815,0.456879,0.412633,0.382385,0.641588,0.535726,0.668448,0.438408,0.549901,0.480170,0.425739,0.398478,0.514418,0.446103,0.647162,0.444812
3200,0.415344,0.421125,0.391433,0.314780,0.712870,0.446803,0.521167,0.346329,0.623637,0.479310,0.612976,0.397739,0.770563,0.478943,0.624162,0.375103,0.657508,0.426714,0.576014,0.342388,0.679547,0.415991,0.670231,0.376863,0.641698,0.447360,0.466170,0.358362,0.633387,0.442954,0.683949,0.399269,0.539627,0.453167,0.410080,0.375787,0.646918,0.530887,0.673270,0.428898,0.551384,0.476988,0.423769,0.393751,0.514302,0.439392,0.651196,0.435104
