step,train_loss,val_loss
0,5.531576,5.524067
1000,2.197820,2.080375
2000,1.708006,1.697316
3000,1.626917,1.620189
4000,1.559293,1.560633
5000,1.528189,1.526593
6000,1.501426,1.507303
7000,1.497848,1.489855
8000,1.474930,1.476748
9000,1.469115,1.460192
10000,1.451411,1.446978
11000,1.442544,1.433942
12000,1.429323,1.424238
13000,1.412834,1.414503
14000,1.402128,1.406126
15000,1.395724,1.398074
16000,1.387962,1.391113
17000,1.390449,1.383249
18000,1.377320,1.376552
19000,1.376038,1.373591
20000,1.365178,1.367995
21000,1.361833,1.363197
22000,1.362905,1.360575
23000,1.347673,1.357357
24000,1.352887,1.354252
