step,train_loss,val_loss
0,5.534988,5.534779
1000,2.295863,2.227055
2000,1.851586,1.832026
3000,1.681329,1.668572
4000,1.596659,1.596338
5000,1.557756,1.557267
6000,1.525753,1.529393
7000,1.521166,1.510803
8000,1.496192,1.495601
9000,1.488484,1.478196
10000,1.471947,1.467836
11000,1.464413,1.453349
12000,1.449620,1.446202
13000,1.432048,1.435405
14000,1.423418,1.426766
15000,1.414540,1.418058
16000,1.409179,1.410274
17000,1.410836,1.402843
18000,1.396915,1.397204
19000,1.394444,1.391877
20000,1.385543,1.387706
21000,1.380634,1.383279
22000,1.383668,1.378512
23000,1.367483,1.375565
24000,1.372066,1.373478
