step,train_loss,val_bpb
200,8.663161,2.302851
400,7.176147,2.069523
600,6.613162,1.974812
800,6.348343,1.926646
1000,6.210208,1.890428
1200,6.091611,1.862613
1400,6.016103,1.841575
1600,5.944881,1.821531
1800,5.889590,1.810589
2000,5.827297,1.794669
2200,5.805943,1.782129
2400,5.775992,1.774231
2600,5.720902,1.762370
2800,5.696168,1.751314
3000,5.668510,1.743223
3200,5.629061,1.735415
3400,5.606125,1.726994
3600,5.584174,1.721193
3800,5.556699,1.713748
4000,5.536624,1.706922
4200,5.515312,1.701799
4400,5.502809,1.695636
4600,5.474640,1.691276
4800,5.481771,1.685795
5000,5.442077,1.679610
5200,5.426563,1.677535
5400,5.409323,1.671322
5600,5.387806,1.668464
5800,5.386088,1.663401
6000,5.368938,1.659994
6200,5.351795,1.656902
6400,5.352334,1.655889
6600,5.333785,1.651204
6800,5.331720,1.650477
7000,5.336372,1.648167
7200,5.320394,1.645053
7400,5.300030,1.645069
7600,5.293057,1.644547
7800,5.294476,1.641160
8000,5.299923,1.641373
