step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,read_out_lut.T_soft,read_out_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.497706,0.497936,0.498891,0.498885,0.499540,0.499379,0.499409,0.498225,0.498723,0.498683,0.500471,0.500323,0.500366,0.498577,0.498140,0.498011,0.499795,0.499705,0.500322,0.499055,0.498015,0.497942,0.499949,0.499821,0.499489,0.498502,0.499058,0.499023,0.500750,0.500708,0.500673,0.499316,0.498689,0.498632,0.500211,0.500189,0.499665,0.498794
400,0.492014,0.494052,0.491456,0.491556,0.490616,0.490066,0.506448,0.499713,0.491080,0.490172,0.494454,0.493669,0.508210,0.501413,0.490975,0.489597,0.496475,0.495591,0.507006,0.500114,0.490982,0.490009,0.496708,0.495730,0.504439,0.498633,0.494656,0.494145,0.503189,0.502082,0.506786,0.500102,0.496078,0.495098,0.502155,0.501687,0.503342,0.496991
600,0.483646,0.488922,0.477128,0.477467,0.475217,0.474123,0.517903,0.503745,0.481088,0.476556,0.483089,0.480755,0.521452,0.505527,0.479811,0.475790,0.495201,0.490544,0.519037,0.500787,0.479493,0.476261,0.491515,0.488130,0.512735,0.497848,0.485682,0.483725,0.509883,0.505350,0.517051,0.500980,0.487325,0.484265,0.506601,0.503441,0.510776,0.493935
800,0.474653,0.482437,0.458921,0.459282,0.456194,0.453198,0.532531,0.507847,0.477056,0.460839,0.477333,0.466411,0.539546,0.509347,0.468493,0.457591,0.505947,0.492099,0.537478,0.502354,0.466501,0.457982,0.489683,0.478379,0.526227,0.497462,0.473053,0.468394,0.526366,0.514922,0.532928,0.501189,0.474079,0.466971,0.517506,0.506813,0.524915,0.490045
1000,0.467731,0.476502,0.442397,0.441569,0.444778,0.432785,0.548203,0.511158,0.487468,0.448696,0.487086,0.455290,0.558165,0.511179,0.464187,0.439093,0.526565,0.499799,0.559457,0.503404,0.461111,0.439849,0.499586,0.470431,0.543471,0.497879,0.463390,0.453647,0.548242,0.527647,0.549750,0.502241,0.465345,0.449463,0.533385,0.511276,0.545112,0.487191
1200,0.462807,0.471465,0.429715,0.426174,0.452968,0.416934,0.565373,0.515364,0.506730,0.444834,0.507932,0.452835,0.577246,0.512833,0.470026,0.423947,0.550896,0.510240,0.580125,0.502711,0.467200,0.424862,0.518268,0.466836,0.561516,0.497832,0.458872,0.440575,0.573739,0.542593,0.566354,0.501166,0.464834,0.434162,0.549626,0.512254,0.567460,0.484419
1400,0.458309,0.465986,0.421355,0.413049,0.471513,0.407301,0.579528,0.516695,0.529667,0.445072,0.532392,0.454456,0.595524,0.512424,0.484151,0.412370,0.577903,0.522103,0.601943,0.501236,0.480531,0.413171,0.539803,0.463906,0.582220,0.497423,0.457734,0.428981,0.598146,0.554397,0.586609,0.501901,0.471897,0.420254,0.566936,0.512341,0.591453,0.481144
1600,0.454322,0.460965,0.415608,0.401038,0.495615,0.402462,0.594567,0.518328,0.555664,0.448820,0.559193,0.458205,0.611761,0.512012,0.499775,0.404370,0.605345,0.531941,0.624537,0.499808,0.497620,0.404630,0.563192,0.463191,0.603035,0.496439,0.461599,0.418703,0.623372,0.564152,0.606674,0.501056,0.482580,0.409629,0.585020,0.510185,0.617855,0.477081
1800,0.451949,0.456944,0.413783,0.391581,0.521234,0.402698,0.608148,0.519605,0.580779,0.452028,0.588793,0.466291,0.629609,0.510701,0.517024,0.399359,0.633456,0.540482,0.647736,0.498415,0.518063,0.399039,0.587819,0.461585,0.623944,0.495369,0.469272,0.408472,0.648681,0.571066,0.626851,0.501157,0.497212,0.401304,0.602232,0.504952,0.643615,0.472802
2000,0.449794,0.452805,0.415044,0.383908,0.547704,0.404105,0.621044,0.520359,0.608794,0.457442,0.618502,0.472587,0.647119,0.508651,0.535058,0.394280,0.662457,0.546740,0.672685,0.497768,0.540158,0.393399,0.612301,0.459896,0.645225,0.494324,0.479780,0.400828,0.671808,0.575849,0.647051,0.500699,0.516423,0.394390,0.619937,0.500210,0.669777,0.466896
2200,0.447650,0.448733,0.417608,0.377367,0.575448,0.405981,0.633885,0.521236,0.636404,0.461545,0.649441,0.479378,0.663474,0.507359,0.554851,0.390647,0.692288,0.553715,0.697428,0.495740,0.563766,0.390124,0.638474,0.458580,0.667114,0.492008,0.493813,0.393335,0.694166,0.578259,0.668441,0.499588,0.536590,0.388186,0.638621,0.495179,0.697999,0.461342
2400,0.445558,0.444379,0.421868,0.371854,0.603158,0.407599,0.645209,0.521096,0.663185,0.465092,0.681336,0.486722,0.678714,0.504471,0.577318,0.389378,0.722047,0.558747,0.723624,0.494255,0.587937,0.388182,0.665457,0.457575,0.689212,0.490365,0.507576,0.387185,0.715889,0.578170,0.690398,0.499690,0.558122,0.383846,0.657291,0.489588,0.725276,0.454915
2600,0.444928,0.441505,0.426935,0.367001,0.631795,0.409968,0.657665,0.521886,0.690000,0.466959,0.713495,0.491707,0.695191,0.501646,0.599093,0.387615,0.752263,0.561417,0.750008,0.491649,0.611726,0.386442,0.692159,0.454509,0.712076,0.488774,0.523741,0.383518,0.737073,0.578337,0.710912,0.497750,0.580613,0.380574,0.677103,0.485148,0.751259,0.449324
2800,0.443623,0.438174,0.433338,0.362363,0.660470,0.410281,0.668122,0.521371,0.716370,0.468436,0.746275,0.497209,0.710881,0.498932,0.621150,0.386721,0.781977,0.564656,0.776531,0.490102,0.637410,0.385884,0.719371,0.451621,0.736870,0.488146,0.539622,0.380305,0.757286,0.577798,0.731421,0.496937,0.603488,0.379021,0.695868,0.479928,0.778286,0.442872
3000,0.443195,0.435446,0.439191,0.358488,0.689027,0.410193,0.676495,0.520163,0.742319,0.468539,0.779358,0.502708,0.724538,0.496246,0.643022,0.386193,0.810721,0.565384,0.801293,0.487656,0.663147,0.385279,0.747040,0.447981,0.760006,0.486442,0.557553,0.377590,0.776835,0.574729,0.754314,0.495684,0.627142,0.378992,0.716493,0.477032,0.805487,0.436627
