step,train_loss,val_loss,val_loss_hard
0,5.550173,5.550094,5.550094
1000,2.821256,2.743812,2.743812
2000,2.454433,2.436355,2.436355
3000,2.312447,2.298200,2.298200
4000,2.196951,2.186578,2.186578
5000,2.113597,2.104184,2.104184
6000,2.053535,2.051930,2.051930
7000,2.012430,2.006376,2.006376
8000,1.975917,1.974356,1.974356
9000,1.948188,1.948109,1.948109
10000,1.924533,1.922614,1.922614
11000,1.913562,1.905669,1.905669
12000,1.897557,1.890241,1.890241
13000,1.881219,1.874965,1.874965
14000,1.868324,1.866121,1.866121
15000,1.856072,1.852973,1.852973
16000,1.845822,1.846018,1.846018
17000,1.843674,1.835795,1.835795
18000,1.827556,1.827371,1.827371
19000,1.823370,1.825875,1.825875
