step,train_loss,val_loss,val_loss_hard
0,5.556137,5.557591,5.557591
1000,2.450351,2.398891,2.398891
2000,2.227352,2.232717,2.232717
3000,2.144873,2.140421,2.140421
4000,2.083208,2.072711,2.072711
5000,2.051670,2.035295,2.035295
6000,1.989858,1.992094,1.992094
7000,1.964035,1.959496,1.959496
8000,1.938655,1.936452,1.936452
9000,1.918333,1.910573,1.910573
10000,1.898612,1.907359,1.907359
11000,1.882953,1.877841,1.877841
12000,1.878639,1.885607,1.885607
13000,1.870835,1.863873,1.863873
14000,1.848932,1.850083,1.850083
15000,1.841871,1.839220,1.839220
16000,1.829562,1.831976,1.831976
17000,1.829249,1.821081,1.821081
18000,1.817783,1.817306,1.817306
19000,1.817891,1.812880,1.812880
20000,1.802675,1.804217,1.804217
21000,1.796029,1.796439,1.796439
22000,1.800599,1.789826,1.789826
23000,1.787022,1.781826,1.781826
24000,1.774127,1.774557,1.774557
25000,1.772099,1.766878,1.766878
26000,1.765651,1.760846,1.760846
27000,1.761478,1.754810,1.754810
28000,1.753451,1.749969,1.749969
29000,1.738541,1.743813,1.743813
30000,1.745014,1.737035,1.737035
31000,1.728941,1.729040,1.729040
32000,1.727530,1.724715,1.724715
33000,1.725293,1.721500,1.721500
34000,1.713884,1.715063,1.715063
35000,1.714120,1.708050,1.708050
36000,1.698772,1.705403,1.705403
37000,1.703010,1.697837,1.697837
38000,1.696636,1.696466,1.696466
39000,1.695355,1.691947,1.691947
40000,1.695035,1.686031,1.686031
41000,1.688591,1.684343,1.684343
42000,1.680346,1.678833,1.678833
43000,1.676974,1.678693,1.678693
44000,1.681948,1.673190,1.673190
45000,1.675525,1.671670,1.671670
46000,1.669571,1.670123,1.670123
47000,1.666558,1.668452,1.668452
48000,1.665148,1.667855,1.667855
49000,1.666545,1.665840,1.665840
