step,L0.qkv_lut.T_soft,L0.qkv_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qkv_lut.T_soft,L1.qkv_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qkv_lut.T_soft,L2.qkv_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qkv_lut.T_soft,L3.qkv_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qkv_lut.T_soft,L4.qkv_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qkv_lut.T_soft,L5.qkv_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
200,0.498353,0.498286,0.497078,0.497021,0.496872,0.496744,0.495813,0.495804,0.498058,0.497933,0.497460,0.497389,0.497197,0.496955,0.495802,0.495797,0.498394,0.498280,0.498044,0.497931,0.497451,0.497278,0.495809,0.495806,0.498403,0.498102,0.498115,0.497966,0.497741,0.497619,0.495810,0.495806,0.498261,0.497926,0.497860,0.497677,0.497583,0.497464,0.495817,0.495810,0.498281,0.497739,0.497621,0.497350,0.497232,0.497155,0.495807,0.495800
400,0.498216,0.498369,0.492341,0.492061,0.490721,0.490541,0.484249,0.484250,0.496181,0.496353,0.496065,0.496367,0.496275,0.493800,0.484256,0.484262,0.495521,0.496400,0.496231,0.496436,0.495855,0.494513,0.484273,0.484278,0.494530,0.495626,0.495792,0.496069,0.495774,0.495425,0.484279,0.484282,0.494787,0.494981,0.494710,0.494693,0.494577,0.494435,0.484285,0.484286,0.492940,0.491921,0.491321,0.490945,0.490693,0.490728,0.484277,0.484276
600,0.496462,0.497590,0.490456,0.489952,0.487140,0.485091,0.466118,0.466092,0.493731,0.494497,0.497344,0.499148,0.502434,0.496439,0.466138,0.466114,0.493744,0.496419,0.499083,0.500923,0.500741,0.495953,0.466157,0.466137,0.488826,0.494297,0.495090,0.497225,0.496651,0.495137,0.466165,0.466142,0.490197,0.492933,0.492166,0.493033,0.492985,0.492459,0.466171,0.466148,0.486117,0.487702,0.485737,0.486014,0.485336,0.485194,0.466156,0.466133
800,0.490067,0.492187,0.487834,0.486770,0.484458,0.478271,0.442377,0.442275,0.490571,0.491746,0.496428,0.499207,0.510974,0.500847,0.442406,0.442240,0.489126,0.493252,0.503339,0.506604,0.509134,0.499411,0.442470,0.442319,0.481480,0.490968,0.494661,0.500883,0.502160,0.496861,0.442514,0.442367,0.484705,0.491228,0.489682,0.492337,0.493321,0.491085,0.442596,0.442422,0.478350,0.484022,0.476206,0.481313,0.479853,0.479449,0.442528,0.442375
1000,0.480270,0.484061,0.485964,0.484309,0.486893,0.473795,0.417790,0.417642,0.487948,0.488818,0.491737,0.495743,0.517669,0.502779,0.417706,0.417327,0.482976,0.487363,0.503970,0.509354,0.518737,0.503008,0.417854,0.417468,0.473622,0.482858,0.491278,0.501662,0.507266,0.497866,0.418442,0.417974,0.482400,0.490050,0.486306,0.491714,0.495000,0.489508,0.418690,0.418140,0.471721,0.481564,0.469517,0.474979,0.473468,0.472527,0.418612,0.418049
1200,0.472736,0.477564,0.482734,0.480320,0.488287,0.467462,0.396049,0.395924,0.483433,0.484372,0.486728,0.491625,0.523025,0.503906,0.395383,0.394858,0.474129,0.480969,0.502042,0.509376,0.528298,0.507141,0.396057,0.395450,0.466802,0.476246,0.487581,0.500162,0.511058,0.498352,0.397957,0.397340,0.479817,0.488435,0.481578,0.488472,0.495609,0.488227,0.398939,0.398104,0.466340,0.478115,0.465463,0.470440,0.472274,0.470038,0.399318,0.398295
1400,0.465618,0.471070,0.478648,0.475455,0.489654,0.461588,0.378226,0.378272,0.480509,0.480745,0.482163,0.487862,0.528410,0.503815,0.377171,0.376518,0.469186,0.476720,0.500464,0.507860,0.538107,0.511844,0.378964,0.378321,0.460284,0.471138,0.483499,0.497339,0.516151,0.500041,0.383638,0.383708,0.476148,0.485490,0.478906,0.486336,0.495674,0.486254,0.385979,0.385594,0.460802,0.474657,0.462216,0.466930,0.472110,0.468717,0.387576,0.386424
1600,0.457696,0.464041,0.474952,0.470832,0.493643,0.456526,0.365613,0.365796,0.478257,0.477359,0.477502,0.484097,0.530435,0.501142,0.364033,0.363504,0.462406,0.470593,0.495619,0.504029,0.544923,0.514597,0.366539,0.366111,0.454977,0.467234,0.478703,0.493611,0.518952,0.500537,0.375553,0.376979,0.472586,0.482490,0.475457,0.483452,0.495707,0.484803,0.380730,0.381067,0.456191,0.470396,0.459880,0.464727,0.473525,0.468740,0.383494,0.382715
1800,0.452488,0.459420,0.470838,0.466013,0.499807,0.452672,0.358090,0.358761,0.474984,0.472705,0.472083,0.479498,0.529921,0.496576,0.355743,0.355119,0.453508,0.462792,0.489192,0.498679,0.549082,0.515723,0.359701,0.359778,0.451834,0.464511,0.473801,0.489508,0.521508,0.500730,0.371815,0.374538,0.468360,0.478506,0.468552,0.477543,0.494179,0.482186,0.379270,0.380204,0.451804,0.467011,0.458137,0.462445,0.473400,0.467589,0.382834,0.382264
2000,0.447744,0.455715,0.468742,0.463562,0.509218,0.450100,0.359007,0.359092,0.472508,0.468157,0.466930,0.474933,0.529709,0.492069,0.355644,0.353356,0.448681,0.457219,0.483921,0.494029,0.551039,0.514926,0.360411,0.358745,0.446903,0.460157,0.468508,0.484715,0.523641,0.500274,0.371313,0.374721,0.463306,0.473435,0.462090,0.471977,0.491636,0.479601,0.379974,0.381371,0.448184,0.464122,0.456492,0.460474,0.472711,0.466238,0.384613,0.383944
2200,0.441562,0.450377,0.466076,0.460560,0.520869,0.448851,0.365672,0.363349,0.471435,0.464743,0.462741,0.471128,0.533519,0.489070,0.360959,0.355879,0.444648,0.452667,0.479733,0.490665,0.554215,0.513714,0.366053,0.362000,0.442111,0.454781,0.463974,0.480412,0.524891,0.498631,0.374898,0.377414,0.456801,0.466566,0.455217,0.466687,0.487579,0.474899,0.382972,0.383923,0.444399,0.460921,0.453925,0.458103,0.470505,0.463885,0.387710,0.386384
2400,0.437174,0.446306,0.463498,0.457322,0.534981,0.448188,0.374618,0.369292,0.471137,0.462143,0.458622,0.467253,0.536458,0.484710,0.369009,0.360330,0.441739,0.448676,0.474722,0.486214,0.557440,0.512461,0.372843,0.366061,0.438488,0.450037,0.459832,0.476694,0.527858,0.497881,0.380568,0.381473,0.450820,0.458597,0.448629,0.460505,0.483919,0.470348,0.387505,0.387531,0.441016,0.457460,0.451326,0.455825,0.469118,0.461976,0.391862,0.389596
2600,0.431836,0.441000,0.462093,0.455276,0.547242,0.447252,0.384166,0.375916,0.470826,0.460478,0.454806,0.463846,0.539603,0.481944,0.378722,0.366473,0.438926,0.445037,0.470791,0.483267,0.561399,0.511948,0.382404,0.372186,0.435201,0.445830,0.454807,0.472151,0.529507,0.496220,0.387834,0.386465,0.445101,0.451174,0.441596,0.454221,0.481196,0.466657,0.392111,0.391015,0.438001,0.454019,0.449324,0.454211,0.467780,0.460346,0.396877,0.393091
2800,0.425161,0.433842,0.459304,0.451931,0.559360,0.447490,0.394994,0.383604,0.470727,0.458761,0.451891,0.461180,0.542237,0.479172,0.390000,0.373819,0.436742,0.441889,0.467362,0.480650,0.566553,0.511835,0.393586,0.379521,0.432588,0.442450,0.450260,0.468045,0.532791,0.495302,0.394823,0.391118,0.437875,0.442394,0.435060,0.447990,0.477869,0.462148,0.397119,0.394508,0.435492,0.451080,0.447952,0.452998,0.466225,0.458207,0.401599,0.396267
