step,train_loss,val_loss
0,5.806279,5.796350
1000,1.957995,1.928986
2000,1.832181,1.819736
3000,1.779967,1.771877
4000,1.742493,1.739109
5000,1.719954,1.718738
6000,1.688684,1.689569
7000,1.667212,1.668650
8000,1.657258,1.653690
9000,1.643389,1.643352
10000,1.633678,1.629285
11000,1.622666,1.622210
12000,1.614270,1.616158
13000,1.605887,1.606159
14000,1.600382,1.600771
15000,1.596992,1.591433
16000,1.591727,1.589386
17000,1.583464,1.581811
18000,1.577807,1.577819
19000,1.575240,1.573265
20000,1.568777,1.567828
21000,1.568779,1.563284
22000,1.563728,1.560547
23000,1.558906,1.556085
24000,1.556740,1.554932
25000,1.555063,1.549613
26000,1.550612,1.547026
27000,1.544376,1.544668
28000,1.544844,1.540372
29000,1.539856,1.537422
30000,1.536649,1.535297
31000,1.532857,1.532929
32000,1.531395,1.530651
33000,1.527831,1.528509
34000,1.528339,1.525036
