step,train_loss,qreg_loss,lambda,val_loss,val_loss_snapped
0,6.267464,0.363082,0.000000,6.230745,
1000,2.347041,0.427345,0.000000,2.350157,
2000,2.209662,0.474723,0.000000,2.202191,
3000,2.134787,0.490165,0.000000,2.124213,
4000,2.092115,0.495955,0.000000,2.079815,
5000,2.058201,0.498227,0.000000,2.049440,
6000,2.006870,0.499535,0.000000,2.010855,
7000,1.984511,0.499835,0.000000,2.002754,
8000,1.951829,0.499959,0.000000,1.954569,
9000,1.926371,0.499951,0.000000,1.916539,
10000,1.899733,0.500030,0.000000,1.912950,
11000,1.880030,0.499988,0.000000,1.878509,
12000,1.867037,0.500062,0.000000,1.866269,
13000,1.845497,0.500001,0.000000,1.844973,
14000,1.832258,0.499985,0.000000,1.832532,
15000,1.806182,0.499964,0.000000,1.822780,
16000,1.796179,0.499981,0.000000,1.808727,
17000,1.780580,0.500071,0.000000,1.784788,
18000,1.770157,0.500068,0.000000,1.779158,
19000,1.766513,0.500033,0.000000,1.758688,
20000,1.749640,0.499990,0.000000,1.757269,
21000,1.746837,0.499978,0.000000,1.751607,
22000,1.744987,0.500034,0.000000,1.751079,
23000,1.744726,0.499983,0.000000,1.730881,
24000,1.716374,0.500007,0.000000,1.727379,
25000,1.719514,0.500039,0.000000,1.719775,
26000,1.710480,0.499930,0.000000,1.708432,
27000,1.700003,0.499977,0.000000,1.705448,
28000,1.687327,0.500003,0.000000,1.698295,
29000,1.690605,0.499949,0.000000,1.695702,
30000,1.685386,0.499925,0.000000,1.684882,
31000,1.677058,0.500007,0.000000,1.683112,
32000,1.677311,0.499924,0.000000,1.677121,
33000,1.675870,0.499893,0.000000,1.673991,
34000,1.665967,0.499926,0.000000,1.668166,
35000,1.665687,0.499825,0.000000,1.662391,
36000,1.647272,0.500002,0.000000,1.656557,
37000,1.650914,0.500063,0.000000,1.652568,
38000,1.649434,0.499941,0.000000,1.652400,
39000,1.640338,0.499978,0.000000,1.645354,
40000,1.637351,0.500208,0.000000,1.641445,
41000,1.646020,0.499831,0.000000,1.639049,
42000,1.641082,0.499991,0.000000,1.637522,
43000,1.625041,0.500055,0.000000,1.634609,
44000,1.629657,0.500149,0.000000,1.632811,
45000,1.629370,0.499988,0.000000,1.631030,
46000,1.632188,0.500022,0.000000,1.628856,
47000,1.625308,0.499801,0.000000,1.628086,
48000,1.629929,0.499823,0.000000,1.626151,
49000,1.621127,0.500092,0.000000,1.627586,
