step,train_loss,val_loss,val_loss_hard
0,5.549538,5.549835,5.549835
1000,2.717729,2.639724,2.639724
2000,2.386524,2.363689,2.363689
3000,2.224581,2.204851,2.204851
4000,2.110562,2.090714,2.090714
5000,2.028437,2.021959,2.021959
6000,1.964974,1.952218,1.952218
7000,1.921082,1.914958,1.914958
8000,1.884800,1.877383,1.877383
9000,1.856672,1.851828,1.851828
10000,1.837781,1.833554,1.833554
11000,1.819187,1.816698,1.816698
12000,1.807960,1.803926,1.803926
13000,1.791604,1.790096,1.790096
14000,1.780919,1.776393,1.776393
15000,1.770193,1.766554,1.766554
16000,1.764111,1.765011,1.765011
17000,1.752712,1.750587,1.750587
18000,1.743098,1.744681,1.744681
19000,1.735658,1.737233,1.737233
20000,1.730557,1.728603,1.728603
21000,1.723633,1.721885,1.721885
22000,1.719136,1.716188,1.716188
23000,1.715643,1.712585,1.712585
24000,1.707343,1.709596,1.709596
25000,1.702643,1.698906,1.698906
26000,1.701524,1.697405,1.697405
27000,1.691361,1.689203,1.689203
28000,1.688032,1.684774,1.684774
29000,1.689940,1.685275,1.685275
30000,1.680509,1.678688,1.678688
