step,train_loss,val_loss
0,5.553957,5.551869
1000,2.147438,2.058074
2000,1.779938,1.773014
3000,1.678430,1.673717
4000,1.606754,1.604615
5000,1.569213,1.567902
6000,1.535510,1.537605
7000,1.528288,1.518075
8000,1.499722,1.500367
9000,1.488397,1.483103
10000,1.472096,1.466986
11000,1.462851,1.454157
12000,1.449225,1.445669
13000,1.429623,1.434338
14000,1.422492,1.424502
15000,1.414781,1.416810
16000,1.406628,1.409237
17000,1.408497,1.403303
18000,1.394692,1.395281
19000,1.391663,1.389662
20000,1.383285,1.384129
21000,1.378635,1.381635
22000,1.380707,1.376007
23000,1.364834,1.374261
24000,1.370715,1.372105
