step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,read_out_lut.T_soft,read_out_lut.T_sel
2000,0.417802,0.421559,0.413412,0.402824,0.440165,0.397350,0.530339,0.493793,0.384974,0.367488,0.590880,0.488529,0.542201,0.487412,0.390944,0.375947,0.629639,0.544682,0.537272,0.474015,0.385531,0.370891,0.656851,0.588899,0.524795,0.473015,0.413756,0.413311,0.717958,0.687889,0.586361,0.500393,0.413957,0.356798,0.470867,0.375945,0.553262,0.472178
2200,0.417609,0.418784,0.413016,0.397207,0.453179,0.395404,0.535964,0.494867,0.382221,0.359451,0.618343,0.498685,0.551477,0.487582,0.388842,0.366770,0.654625,0.553659,0.550719,0.475943,0.383235,0.360824,0.675332,0.591484,0.542757,0.477994,0.405141,0.403625,0.741859,0.704242,0.601900,0.502298,0.423303,0.348678,0.490016,0.371843,0.569937,0.472730
2400,0.418939,0.416492,0.414574,0.392798,0.468383,0.394471,0.540995,0.494911,0.383626,0.353049,0.646149,0.508477,0.560913,0.488440,0.390349,0.359275,0.680902,0.563553,0.562658,0.475944,0.383518,0.351340,0.689953,0.590412,0.562779,0.484789,0.397976,0.394484,0.761682,0.715508,0.616717,0.504199,0.435770,0.344810,0.511433,0.369474,0.587517,0.472780
2600,0.420258,0.414995,0.417156,0.388962,0.484301,0.395743,0.545805,0.494281,0.386067,0.348447,0.674692,0.518740,0.568748,0.488927,0.394613,0.353191,0.705055,0.571397,0.575189,0.476965,0.388099,0.344621,0.705449,0.590864,0.584974,0.493295,0.390970,0.385227,0.776775,0.722213,0.630042,0.504492,0.448977,0.341474,0.533700,0.367908,0.604744,0.473131
2800,0.422230,0.414105,0.420180,0.386226,0.500912,0.397323,0.552539,0.495994,0.390451,0.345567,0.703557,0.530122,0.575640,0.488261,0.402279,0.349135,0.731136,0.580784,0.588063,0.478311,0.393947,0.338978,0.721485,0.588629,0.608051,0.502613,0.385516,0.376991,0.788411,0.725161,0.644677,0.505910,0.462836,0.339285,0.556481,0.368543,0.622725,0.473440
3000,0.424169,0.413068,0.424293,0.384337,0.517496,0.400407,0.558879,0.497064,0.396239,0.343782,0.732226,0.539694,0.585458,0.489969,0.410959,0.346236,0.754457,0.587332,0.601433,0.481181,0.402093,0.334440,0.737828,0.586840,0.631865,0.512433,0.381552,0.369846,0.795160,0.722878,0.659787,0.507772,0.478168,0.339831,0.580008,0.371432,0.640780,0.473963
3200,0.425893,0.412174,0.428400,0.382454,0.534880,0.404101,0.563190,0.497253,0.404321,0.344817,0.759090,0.547459,0.592871,0.489479,0.420508,0.344620,0.778655,0.595736,0.614230,0.482348,0.412189,0.332244,0.755655,0.587421,0.656592,0.522765,0.379034,0.362866,0.799680,0.718787,0.673988,0.508759,0.493184,0.341169,0.603210,0.372535,0.659545,0.474185
3400,0.428092,0.411492,0.432938,0.381366,0.551703,0.407998,0.566730,0.497405,0.411906,0.345829,0.787282,0.556887,0.601425,0.491339,0.429050,0.343279,0.801835,0.603614,0.628438,0.484363,0.423007,0.330476,0.770437,0.585222,0.682793,0.534956,0.377956,0.356867,0.800008,0.711385,0.688151,0.510826,0.508253,0.343021,0.627040,0.374440,0.677627,0.474116
3600,0.430506,0.411644,0.436824,0.380443,0.568714,0.412375,0.571036,0.498019,0.418816,0.346479,0.813453,0.564807,0.608024,0.491697,0.440059,0.343685,0.824207,0.611345,0.642829,0.487111,0.433042,0.329904,0.785695,0.583247,0.708225,0.545984,0.379004,0.351568,0.797120,0.701941,0.702985,0.513438,0.523860,0.344870,0.650647,0.377231,0.695558,0.474123
3800,0.431798,0.410832,0.439895,0.379301,0.584283,0.415417,0.575742,0.498737,0.426431,0.348216,0.840755,0.574322,0.614646,0.491928,0.450521,0.344210,0.846928,0.619170,0.656200,0.489866,0.443406,0.330308,0.802340,0.584262,0.733852,0.556881,0.380691,0.347219,0.791656,0.690849,0.715937,0.515203,0.539749,0.347813,0.673352,0.380091,0.713059,0.473896
4000,0.433330,0.410514,0.443232,0.378553,0.599476,0.418928,0.580595,0.500189,0.434186,0.350540,0.866136,0.582752,0.621256,0.493223,0.459526,0.344637,0.868045,0.626160,0.669135,0.492259,0.455063,0.331111,0.817216,0.583621,0.758931,0.567759,0.384778,0.344243,0.785522,0.679803,0.728633,0.516442,0.554845,0.350508,0.695556,0.381886,0.730405,0.473741
4200,0.434678,0.410157,0.446699,0.378018,0.614537,0.423363,0.583248,0.500140,0.441753,0.352955,0.891750,0.591664,0.627177,0.493302,0.469209,0.345858,0.888339,0.632821,0.682027,0.494866,0.465838,0.331885,0.831624,0.583331,0.783159,0.576562,0.389409,0.341809,0.777851,0.668394,0.740405,0.517207,0.570513,0.353830,0.716907,0.383720,0.746865,0.473455
4400,0.436320,0.410102,0.449589,0.377511,0.627775,0.427106,0.586821,0.500687,0.449830,0.356037,0.915518,0.599640,0.633519,0.494193,0.478995,0.347318,0.907066,0.638525,0.694712,0.497400,0.476572,0.333288,0.845801,0.584707,0.805739,0.584057,0.395075,0.339823,0.770351,0.657078,0.752933,0.519339,0.585301,0.357142,0.738346,0.386616,0.763739,0.473123
4600,0.437425,0.410057,0.451617,0.376809,0.640662,0.430697,0.590701,0.501849,0.456933,0.358734,0.937734,0.607291,0.639127,0.494789,0.487896,0.348793,0.925080,0.644697,0.705813,0.499291,0.486715,0.334314,0.858259,0.584835,0.827608,0.591274,0.401264,0.338583,0.763583,0.646409,0.764334,0.521009,0.600440,0.361573,0.758352,0.388157,0.779455,0.472879
4800,0.437900,0.409644,0.454048,0.376580,0.652411,0.434158,0.592818,0.501436,0.464061,0.361590,0.959269,0.614153,0.644901,0.495369,0.496255,0.350209,0.942155,0.650717,0.716895,0.501815,0.496083,0.335811,0.871248,0.585273,0.848403,0.598291,0.407255,0.337836,0.757144,0.636427,0.775070,0.521940,0.613771,0.365002,0.777530,0.389585,0.794037,0.472665
5000,0.438252,0.409264,0.455853,0.376093,0.662995,0.437045,0.595547,0.502050,0.471178,0.364942,0.979329,0.620871,0.650127,0.496038,0.503889,0.351223,0.956566,0.654981,0.727969,0.504238,0.505524,0.337361,0.881755,0.585385,0.867280,0.603411,0.413729,0.338101,0.752244,0.627676,0.784459,0.522820,0.626517,0.368164,0.794958,0.390801,0.807752,0.471845
5200,0.439021,0.409154,0.457063,0.375599,0.671696,0.439276,0.597496,0.502084,0.477228,0.367589,0.996935,0.626591,0.654217,0.496287,0.511284,0.352678,0.970522,0.659416,0.736863,0.505713,0.513608,0.338584,0.891677,0.585614,0.884495,0.607926,0.419826,0.338793,0.749209,0.620957,0.792504,0.523346,0.638423,0.370874,0.811266,0.391173,0.819829,0.471230
5400,0.438923,0.408641,0.458018,0.375029,0.678670,0.440939,0.600403,0.503055,0.483359,0.370318,1.013411,0.631808,0.658649,0.497043,0.518530,0.354270,0.983116,0.662975,0.745757,0.507568,0.521158,0.339706,0.900423,0.585796,0.900513,0.611594,0.425543,0.339504,0.746472,0.614754,0.800834,0.524601,0.649593,0.374257,0.826455,0.392271,0.831278,0.470197
5600,0.438587,0.408120,0.458847,0.374743,0.685377,0.442847,0.601044,0.502529,0.489038,0.373025,1.028185,0.636430,0.661591,0.497186,0.524170,0.355239,0.994842,0.666658,0.754386,0.509375,0.528663,0.341372,0.908707,0.586164,0.915309,0.614645,0.431012,0.340268,0.743770,0.608671,0.807332,0.525178,0.659024,0.376021,0.840450,0.392582,0.840918,0.468856
5800,0.438805,0.408027,0.458965,0.374012,0.690827,0.444616,0.602320,0.502673,0.493587,0.375151,1.042104,0.641044,0.664070,0.497056,0.529426,0.356043,1.003965,0.668582,0.761619,0.510580,0.535158,0.342625,0.916401,0.586823,0.928317,0.617261,0.436248,0.341198,0.741465,0.603304,0.812258,0.525188,0.667461,0.377656,0.852534,0.392538,0.850239,0.467642
6000,0.438876,0.407822,0.459242,0.373514,0.695439,0.446043,0.603685,0.502937,0.497035,0.376494,1.054343,0.644998,0.666832,0.497399,0.534265,0.356866,1.012541,0.670606,0.768053,0.511853,0.541040,0.343815,0.923638,0.587754,0.939183,0.619055,0.440782,0.341863,0.739121,0.598149,0.817168,0.525451,0.675321,0.379363,0.864013,0.393203,0.858287,0.466412
6200,0.438980,0.407766,0.459601,0.373241,0.698358,0.446775,0.604066,0.502625,0.499450,0.377440,1.065659,0.648670,0.669052,0.497563,0.538858,0.357750,1.020177,0.672475,0.773427,0.512914,0.546101,0.344771,0.929474,0.587982,0.949134,0.620830,0.445193,0.342922,0.737955,0.594257,0.821364,0.525787,0.682349,0.380779,0.874602,0.393749,0.865234,0.465335
6400,0.438231,0.407017,0.459522,0.372826,0.701307,0.447706,0.604692,0.502600,0.502414,0.378757,1.075330,0.651829,0.671024,0.497728,0.542706,0.358662,1.027886,0.674983,0.778183,0.513698,0.550619,0.345603,0.934240,0.587979,0.957675,0.622056,0.449184,0.343876,0.736787,0.590649,0.824896,0.525754,0.688887,0.382263,0.883535,0.393991,0.871505,0.464188
6600,0.438005,0.406781,0.459516,0.372572,0.703812,0.448718,0.605339,0.502700,0.504636,0.379706,1.083107,0.653921,0.672465,0.497730,0.545868,0.359205,1.033465,0.676331,0.782263,0.514276,0.554478,0.346335,0.938921,0.588178,0.965192,0.623063,0.452374,0.344559,0.735781,0.587313,0.828498,0.526201,0.694222,0.383331,0.891848,0.394685,0.876437,0.462999
6800,0.437984,0.406746,0.458793,0.371865,0.705437,0.449337,0.605706,0.502527,0.506720,0.380674,1.090952,0.656466,0.673676,0.497563,0.548513,0.359580,1.037931,0.677152,0.785979,0.514891,0.557922,0.347044,0.943277,0.588506,0.971692,0.623699,0.455262,0.345320,0.735179,0.584536,0.830978,0.526094,0.698868,0.384215,0.899188,0.395175,0.880668,0.461861
7000,0.437348,0.406166,0.458458,0.371469,0.706305,0.449789,0.606321,0.502636,0.508531,0.381659,1.097591,0.658655,0.675063,0.497783,0.551058,0.360155,1.042146,0.678049,0.788976,0.515282,0.560910,0.347749,0.947201,0.589042,0.977370,0.624298,0.457761,0.345764,0.734193,0.581907,0.833614,0.526252,0.703183,0.385170,0.905623,0.395542,0.884287,0.460801
7200,0.437074,0.405996,0.458150,0.371116,0.706738,0.450086,0.606558,0.502545,0.510174,0.382456,1.103723,0.660896,0.676020,0.497802,0.553679,0.360954,1.046175,0.679013,0.792020,0.515974,0.563814,0.348369,0.950422,0.589225,0.981805,0.624419,0.459871,0.346160,0.733683,0.579767,0.835461,0.526145,0.706460,0.385656,0.911236,0.395707,0.887476,0.459796
7400,0.436578,0.405604,0.457768,0.370760,0.707269,0.450494,0.606819,0.502503,0.511056,0.382865,1.108836,0.662452,0.676663,0.497665,0.555790,0.361409,1.049661,0.679722,0.794412,0.516319,0.566238,0.348871,0.953015,0.589150,0.985722,0.624755,0.462006,0.346667,0.733128,0.577831,0.837123,0.526171,0.709866,0.386370,0.916384,0.395852,0.890285,0.458943
7600,0.436219,0.405360,0.457263,0.370357,0.707335,0.450758,0.606978,0.502406,0.512185,0.383475,1.113641,0.664000,0.677570,0.497790,0.557733,0.361871,1.053160,0.680522,0.796368,0.516498,0.568509,0.349393,0.955680,0.589383,0.989727,0.625192,0.463933,0.347200,0.732747,0.575971,0.838536,0.525942,0.712827,0.386918,0.921271,0.396097,0.892746,0.458096
7800,0.435813,0.405050,0.456788,0.369983,0.707094,0.450785,0.606846,0.502117,0.513118,0.383865,1.118380,0.665677,0.678018,0.497590,0.559234,0.362104,1.056279,0.681141,0.798264,0.516662,0.570354,0.349623,0.958032,0.589406,0.993204,0.625290,0.465812,0.347751,0.732423,0.574260,0.839403,0.525555,0.715445,0.387227,0.925596,0.396370,0.895107,0.457314
8000,0.435596,0.404930,0.456339,0.369661,0.706692,0.450856,0.607130,0.502159,0.513787,0.384209,1.123049,0.667182,0.679039,0.497856,0.560850,0.362412,1.059035,0.681761,0.800116,0.516896,0.572234,0.349945,0.960248,0.589564,0.996465,0.625478,0.467477,0.348101,0.732117,0.572664,0.840575,0.525466,0.717917,0.387598,0.930054,0.396732,0.897195,0.456490
