step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel
2000,0.411268,0.416806,0.437300,0.440218,0.439324,0.371518,0.603197,0.491710,0.530929,0.435265,0.531785,0.445980,0.629835,0.479877,0.516109,0.411663,0.491099,0.391103,0.644279,0.485451,0.528811,0.411786,0.494627,0.394958,0.616208,0.495493,0.546042,0.425330,0.499565,0.412557,0.561225,0.495751,0.528814,0.479098,0.525754,0.493796
2200,0.407282,0.408173,0.436294,0.434903,0.464542,0.359328,0.623522,0.492809,0.560711,0.444727,0.562133,0.452546,0.663892,0.482796,0.545747,0.415484,0.518235,0.381075,0.676846,0.484354,0.559970,0.417912,0.522331,0.390479,0.641632,0.494411,0.577779,0.432878,0.526984,0.405382,0.583636,0.496538,0.546731,0.479110,0.540953,0.492808
2400,0.406224,0.401580,0.438151,0.431146,0.492254,0.354094,0.644147,0.493720,0.592418,0.455559,0.594746,0.463101,0.700440,0.485644,0.576939,0.418744,0.547848,0.373472,0.711313,0.484197,0.592922,0.423180,0.551949,0.387734,0.665995,0.493434,0.611382,0.439526,0.556770,0.399123,0.608804,0.496725,0.567230,0.479163,0.559901,0.490867
2600,0.406664,0.395126,0.441602,0.428027,0.521371,0.354055,0.662670,0.494051,0.624805,0.464209,0.628451,0.472944,0.739466,0.488290,0.610055,0.422619,0.578942,0.369534,0.745637,0.481672,0.627216,0.426423,0.583492,0.386571,0.690158,0.490866,0.646547,0.442800,0.588478,0.395823,0.634120,0.495486,0.589028,0.478879,0.578883,0.486982
2800,0.410145,0.391145,0.446944,0.425213,0.552264,0.356694,0.679670,0.492790,0.659272,0.471152,0.664634,0.483682,0.780694,0.489818,0.645238,0.425567,0.612050,0.368762,0.782590,0.478350,0.662628,0.424978,0.616526,0.383564,0.714972,0.488776,0.683129,0.443593,0.621860,0.392967,0.661866,0.494372,0.610512,0.478133,0.598439,0.482209
3000,0.413487,0.386984,0.452680,0.423006,0.584610,0.360203,0.697235,0.493161,0.694195,0.474904,0.702483,0.492368,0.822725,0.490043,0.681544,0.425727,0.646805,0.367845,0.819265,0.473731,0.700634,0.423613,0.651907,0.381055,0.740068,0.485522,0.721778,0.442260,0.657317,0.390346,0.689308,0.492141,0.633201,0.477386,0.619413,0.476641
3200,0.418468,0.384401,0.459654,0.421209,0.618774,0.363660,0.714296,0.492104,0.728459,0.474029,0.741515,0.496876,0.865839,0.488345,0.719747,0.424507,0.683162,0.368470,0.857238,0.468548,0.739910,0.420977,0.688461,0.380335,0.762949,0.482086,0.761484,0.439582,0.694923,0.387424,0.718707,0.489769,0.657193,0.476033,0.642552,0.470013
3400,0.424545,0.382312,0.468511,0.420038,0.654573,0.368316,0.728397,0.491036,0.764084,0.472693,0.782796,0.502607,0.909669,0.484868,0.759202,0.420302,0.721024,0.367235,0.894995,0.463679,0.781309,0.416429,0.727154,0.377478,0.786978,0.477519,0.803042,0.435367,0.734270,0.384915,0.750354,0.485632,0.682564,0.473872,0.668298,0.461428
3600,0.429583,0.379350,0.476254,0.418294,0.692131,0.371459,0.744076,0.489871,0.801567,0.468899,0.825477,0.505448,0.954659,0.480564,0.800406,0.415080,0.760843,0.366996,0.930872,0.457632,0.824461,0.410188,0.767152,0.374684,0.812876,0.473912,0.845910,0.428341,0.775554,0.380576,0.781798,0.481840,0.707413,0.471571,0.694468,0.452887
3800,0.435959,0.377666,0.485167,0.416639,0.731060,0.373100,0.757732,0.488464,0.837513,0.463489,0.869555,0.505959,0.998807,0.475835,0.843024,0.408618,0.802508,0.366724,0.970697,0.451131,0.869298,0.402471,0.809376,0.370847,0.837758,0.468989,0.890312,0.421498,0.818860,0.377908,0.813564,0.477116,0.732523,0.468997,0.722943,0.444995
4000,0.440937,0.375119,0.493467,0.414987,0.771870,0.373953,0.770686,0.485947,0.874548,0.457491,0.915811,0.505337,1.043218,0.470914,0.886739,0.401585,0.845571,0.365840,1.010458,0.445637,0.914867,0.395422,0.853228,0.367760,0.861314,0.465253,0.936704,0.413855,0.863765,0.374935,0.844493,0.472651,0.759072,0.466074,0.753048,0.436545
4200,0.446854,0.372720,0.502607,0.413348,0.814585,0.374887,0.785128,0.484754,0.911480,0.450789,0.963631,0.503785,1.087553,0.465478,0.931590,0.394756,0.890335,0.364970,1.048727,0.438878,0.961925,0.387340,0.898840,0.364195,0.886398,0.460114,0.984213,0.405226,0.910564,0.369461,0.876502,0.467635,0.786548,0.462239,0.785246,0.427562
4400,0.453730,0.371165,0.510486,0.411238,0.858746,0.374832,0.798220,0.483128,0.949474,0.444352,1.013336,0.501211,1.130499,0.459450,0.977321,0.387156,0.937181,0.364492,1.086635,0.432355,1.011035,0.379520,0.945923,0.360615,0.908425,0.455660,1.032391,0.397738,0.958737,0.365121,0.910335,0.461731,0.812948,0.458647,0.818251,0.418849
4600,0.460091,0.369764,0.518677,0.409376,0.903924,0.374253,0.809095,0.480739,0.984528,0.436598,1.063188,0.496940,1.172875,0.454260,1.024952,0.379186,0.983919,0.362096,1.124744,0.426384,1.060055,0.371705,0.994774,0.357499,0.929699,0.451588,1.082189,0.390263,1.009665,0.361949,0.943122,0.456175,0.840588,0.454911,0.854190,0.410608
4800,0.464623,0.367825,0.525935,0.407262,0.950575,0.373335,0.821697,0.479270,1.019712,0.429670,1.116085,0.492737,1.213028,0.447974,1.072119,0.370861,1.032585,0.359906,1.163449,0.419839,1.111947,0.364475,1.045421,0.353156,0.954097,0.447701,1.133047,0.380897,1.061579,0.356374,0.973539,0.449792,0.864622,0.451396,0.890083,0.402766
5000,0.469289,0.365790,0.534019,0.405108,0.998831,0.371371,0.831717,0.476748,1.057222,0.421970,1.171269,0.488160,1.253809,0.442270,1.119750,0.362214,1.083284,0.356662,1.202124,0.413927,1.164429,0.357430,1.098239,0.349767,0.975189,0.442923,1.186562,0.372254,1.115600,0.351640,1.008428,0.443766,0.891135,0.447336,0.927883,0.395293
5200,0.474497,0.364334,0.542565,0.403135,1.048874,0.369725,0.845104,0.475390,1.093738,0.413494,1.225904,0.482429,1.291909,0.436829,1.168650,0.354695,1.135286,0.354093,1.236703,0.407909,1.216676,0.349042,1.151521,0.344973,0.994341,0.438237,1.239658,0.364586,1.170246,0.347514,1.039952,0.438403,0.917871,0.442714,0.966901,0.388045
5400,0.480112,0.363078,0.549173,0.400507,1.099953,0.367309,0.855530,0.473129,1.130174,0.407061,1.282556,0.477298,1.329010,0.431203,1.217891,0.347793,1.188316,0.352243,1.274378,0.401779,1.270050,0.341289,1.206343,0.341494,1.016309,0.433573,1.293175,0.356334,1.227489,0.343238,1.072287,0.433263,0.943698,0.438052,1.006626,0.380519
5600,0.485604,0.361447,0.557531,0.398395,1.152245,0.364872,0.865131,0.470446,1.167787,0.400146,1.339966,0.470686,1.365368,0.425554,1.266039,0.339516,1.240575,0.348229,1.309721,0.395207,1.324438,0.333140,1.262808,0.336999,1.036795,0.428816,1.349623,0.348032,1.286100,0.338786,1.104891,0.427630,0.969031,0.434132,1.047310,0.374537
5800,0.490290,0.359870,0.564838,0.395978,1.205475,0.360469,0.875965,0.469246,1.199168,0.392564,1.399030,0.463932,1.401599,0.420309,1.313865,0.332332,1.294979,0.345632,1.347115,0.389693,1.378693,0.325992,1.321374,0.332635,1.059132,0.424829,1.405902,0.340930,1.346366,0.334631,1.136950,0.421591,0.995029,0.429230,1.090008,0.367865
6000,0.494159,0.358055,0.571850,0.393283,1.260050,0.356815,0.886016,0.466717,1.231558,0.384552,1.457575,0.457148,1.432876,0.415649,1.363561,0.325848,1.349956,0.343776,1.383226,0.384021,1.433908,0.318740,1.381124,0.328289,1.079857,0.419954,1.459329,0.333847,1.407450,0.329079,1.168520,0.415958,1.019515,0.424728,1.132927,0.361435
6200,0.499502,0.357282,0.578655,0.390844,1.314272,0.353732,0.894546,0.464044,1.263330,0.378115,1.517499,0.449808,1.465145,0.410958,1.411570,0.317813,1.404750,0.339013,1.418001,0.378842,1.488456,0.312564,1.439126,0.324006,1.100838,0.416203,1.514109,0.326473,1.470881,0.325431,1.199496,0.410456,1.043372,0.420675,1.175761,0.356618
6400,0.503802,0.355979,0.585429,0.388208,1.369626,0.349769,0.903919,0.462227,1.297447,0.372228,1.578680,0.443692,1.495950,0.405721,1.459872,0.311337,1.461319,0.335141,1.449054,0.373162,1.543466,0.306303,1.500121,0.320333,1.121526,0.412937,1.569116,0.319665,1.536148,0.320064,1.230087,0.405727,1.067932,0.416161,1.219616,0.351441
6600,0.508869,0.355244,0.591978,0.385951,1.425521,0.346977,0.910427,0.458980,1.329288,0.366475,1.640426,0.436092,1.526551,0.401454,1.507606,0.304701,1.520705,0.331721,1.483981,0.367280,1.595261,0.298870,1.559601,0.314810,1.138852,0.408938,1.624628,0.313107,1.602237,0.314537,1.260724,0.400554,1.090553,0.411774,1.263139,0.346649
6800,0.512810,0.353792,0.598426,0.383130,1.481523,0.342656,0.917934,0.457066,1.360261,0.360648,1.705368,0.429168,1.556150,0.397146,1.553492,0.299039,1.577234,0.327884,1.518215,0.362530,1.653972,0.292536,1.621897,0.310659,1.157383,0.405006,1.677586,0.306453,1.668204,0.310670,1.291184,0.395131,1.114359,0.407025,1.309876,0.341573
7000,0.515918,0.352433,0.605046,0.381039,1.537962,0.339651,0.926461,0.455125,1.392699,0.354145,1.768345,0.422245,1.584013,0.392504,1.602779,0.293066,1.634380,0.324836,1.551955,0.358214,1.706210,0.285925,1.682629,0.305135,1.178995,0.401489,1.726793,0.300214,1.734483,0.304997,1.322010,0.390532,1.136826,0.403019,1.355291,0.336778
7200,0.519985,0.351386,0.610119,0.378318,1.591943,0.336531,0.933708,0.452787,1.419265,0.348392,1.831165,0.415020,1.612932,0.387853,1.650404,0.287496,1.693450,0.321575,1.583958,0.354309,1.760450,0.280449,1.747880,0.300525,1.197800,0.397332,1.779630,0.293961,1.802448,0.299301,1.352018,0.385428,1.159614,0.397854,1.401211,0.331435
7400,0.522769,0.349789,0.615458,0.375830,1.649469,0.333074,0.940320,0.450458,1.450607,0.343147,1.892780,0.408464,1.639768,0.384005,1.694298,0.281381,1.751401,0.317343,1.614478,0.349694,1.813666,0.274442,1.811581,0.295862,1.215982,0.393682,1.833632,0.288484,1.871791,0.294982,1.382480,0.381056,1.182868,0.393738,1.447736,0.326625
7600,0.525108,0.348084,0.620455,0.373552,1.706656,0.329973,0.945700,0.447670,1.478660,0.337482,1.952205,0.401734,1.665616,0.379913,1.741047,0.275605,1.809576,0.313575,1.646664,0.346066,1.865897,0.268811,1.874348,0.291431,1.237223,0.390605,1.883100,0.282887,1.941099,0.289832,1.410008,0.375986,1.205473,0.389397,1.493633,0.321916
7800,0.527437,0.346723,0.625071,0.371412,1.763315,0.327066,0.953628,0.446397,1.505856,0.332799,2.014043,0.395122,1.690732,0.376402,1.784315,0.270564,1.864695,0.310246,1.672161,0.341724,1.917454,0.263874,1.935976,0.287405,1.252142,0.386504,1.933702,0.277532,2.008714,0.285038,1.438497,0.371617,1.225356,0.385220,1.538478,0.317487
8000,0.529839,0.345279,0.629628,0.368979,1.817250,0.324191,0.958920,0.443767,1.531245,0.327744,2.074646,0.388692,1.713591,0.372947,1.827837,0.265954,1.918553,0.306463,1.702855,0.337936,1.967206,0.259483,1.997329,0.283535,1.269745,0.383114,1.983992,0.272281,2.076626,0.280726,1.466539,0.367431,1.246930,0.380989,1.585004,0.312977
8200,0.531621,0.343771,0.633635,0.366567,1.869943,0.320128,0.964085,0.441229,1.558083,0.323098,2.134984,0.382441,1.735226,0.369591,1.868845,0.261452,1.973424,0.303528,1.728626,0.334235,2.012426,0.254867,2.055997,0.279728,1.286559,0.380009,2.036110,0.267220,2.144491,0.276769,1.493069,0.363292,1.266106,0.376689,1.628209,0.308763
8400,0.534064,0.342878,0.637493,0.364044,1.923730,0.316704,0.970508,0.439165,1.582604,0.317955,2.193998,0.375807,1.754140,0.366542,1.909304,0.256986,2.026593,0.299929,1.754096,0.330328,2.058489,0.250697,2.116199,0.276146,1.301082,0.376511,2.084100,0.262285,2.213791,0.272726,1.517935,0.359675,1.285798,0.372865,1.671713,0.304901
8600,0.535196,0.341623,0.641439,0.361574,1.978289,0.313302,0.976565,0.436727,1.605579,0.313424,2.255245,0.369417,1.773885,0.363222,1.945608,0.252603,2.078866,0.296056,1.778947,0.326398,2.102675,0.246421,2.174179,0.271699,1.316639,0.373214,2.134285,0.258115,2.281771,0.268754,1.544824,0.355675,1.304872,0.368616,1.716908,0.300470
8800,0.536211,0.340207,0.644664,0.359432,2.028883,0.310313,0.981334,0.434490,1.626472,0.309283,2.310626,0.363072,1.791969,0.360271,1.985599,0.248755,2.131872,0.293074,1.804690,0.323191,2.149607,0.242837,2.235194,0.268210,1.333063,0.369848,2.176886,0.254031,2.350059,0.264896,1.568167,0.351945,1.322443,0.364660,1.759899,0.295845
9000,0.538209,0.339214,0.647320,0.356938,2.075329,0.306729,0.985159,0.431800,1.646702,0.305208,2.365146,0.357024,1.808643,0.357647,2.024389,0.244810,2.185246,0.289248,1.827294,0.320107,2.189125,0.238728,2.293057,0.264498,1.345351,0.366579,2.219008,0.250154,2.414943,0.261388,1.591294,0.348025,1.341862,0.360983,1.803870,0.292267
9200,0.539248,0.338048,0.649223,0.354610,2.120799,0.303529,0.990093,0.429728,1.666811,0.301312,2.420440,0.351547,1.825095,0.354713,2.062562,0.241288,2.234892,0.286022,1.848773,0.317477,2.226303,0.234973,2.345778,0.260991,1.360072,0.364222,2.258516,0.246276,2.479400,0.257475,1.613653,0.344832,1.359731,0.357095,1.846858,0.288665
9400,0.539787,0.336626,0.651080,0.352412,2.165693,0.300153,0.994768,0.428170,1.686624,0.297859,2.473401,0.346082,1.840523,0.352082,2.097015,0.238148,2.283340,0.282907,1.870592,0.314818,2.269562,0.231831,2.402214,0.257634,1.372489,0.361359,2.300477,0.242698,2.544064,0.253993,1.634935,0.341074,1.375165,0.353667,1.885615,0.285062
9600,0.540665,0.335512,0.652999,0.350165,2.210665,0.296742,0.996544,0.425818,1.703618,0.293745,2.524371,0.340294,1.855216,0.349614,2.128903,0.234644,2.331020,0.279933,1.892078,0.312059,2.310991,0.228886,2.456644,0.254438,1.384671,0.359116,2.341463,0.239258,2.606930,0.250267,1.656226,0.338046,1.392449,0.350363,1.926859,0.281458
9800,0.540544,0.334118,0.654216,0.347798,2.247878,0.293380,0.998012,0.423025,1.719987,0.290379,2.572463,0.335179,1.869410,0.347469,2.158441,0.231206,2.375235,0.276678,1.910242,0.309304,2.346451,0.225685,2.509934,0.251345,1.396066,0.356864,2.382387,0.236024,2.668727,0.247763,1.675408,0.334312,1.409549,0.346934,1.967431,0.278213
10000,0.540432,0.332811,0.655609,0.345728,2.287568,0.290835,1.002656,0.422040,1.738770,0.287356,2.621834,0.330257,1.882587,0.344982,2.186001,0.227808,2.417307,0.273516,1.927869,0.306427,2.382104,0.222566,2.560066,0.248004,1.408532,0.354471,2.422087,0.232795,2.728750,0.244359,1.694898,0.331774,1.425032,0.343981,2.003628,0.275349
10200,0.540267,0.331614,0.656347,0.343725,2.323661,0.287505,1.003347,0.419309,1.755332,0.283869,2.670926,0.325458,1.893793,0.342897,2.215060,0.224680,2.459009,0.270680,1.944174,0.303897,2.418706,0.220105,2.608344,0.245566,1.419436,0.352357,2.457570,0.229898,2.787539,0.241256,1.713478,0.328654,1.439535,0.340723,2.040398,0.272177
10400,0.539873,0.330194,0.656886,0.341790,2.359750,0.284642,1.006294,0.417703,1.770777,0.280903,2.716169,0.321358,1.905640,0.340870,2.244253,0.222205,2.499625,0.267993,1.960329,0.301883,2.452168,0.217361,2.655074,0.242602,1.429024,0.350046,2.490757,0.226928,2.843129,0.238837,1.729448,0.326177,1.452674,0.337693,2.073609,0.269192
10600,0.539543,0.328977,0.657228,0.339798,2.394298,0.281984,1.008920,0.415944,1.787128,0.278293,2.759723,0.317583,1.914690,0.338598,2.270473,0.219682,2.533795,0.265448,1.976173,0.299461,2.484310,0.214827,2.700081,0.240287,1.438937,0.347753,2.523728,0.224574,2.897546,0.236515,1.743638,0.323681,1.467159,0.334742,2.107927,0.266208
10800,0.539819,0.328260,0.657433,0.337586,2.422912,0.279080,1.010044,0.413816,1.801429,0.275282,2.798689,0.313364,1.925137,0.336420,2.295656,0.217257,2.569744,0.262666,1.988712,0.297061,2.509832,0.212348,2.743667,0.237743,1.448569,0.345840,2.554029,0.222233,2.947908,0.234124,1.757375,0.320956,1.480058,0.332092,2.140825,0.263825
11000,0.539085,0.327034,0.657550,0.335740,2.450589,0.276034,1.012110,0.412285,1.814781,0.272555,2.837720,0.309285,1.935205,0.334590,2.318787,0.214956,2.603362,0.260441,2.004484,0.294737,2.538797,0.209995,2.784068,0.235361,1.455771,0.343762,2.580709,0.220031,2.997470,0.231891,1.772162,0.318761,1.492455,0.329456,2.171282,0.261282
11200,0.538244,0.325902,0.657528,0.334033,2.476247,0.273244,1.013511,0.410563,1.824188,0.269566,2.872460,0.305333,1.942420,0.332914,2.340636,0.212962,2.637720,0.258514,2.015929,0.292753,2.565893,0.207908,2.823647,0.233060,1.463569,0.341837,2.606224,0.217663,3.044355,0.229769,1.785676,0.316870,1.503531,0.327136,2.199848,0.259028
11400,0.538407,0.325164,0.656931,0.332000,2.499384,0.270445,1.014790,0.409022,1.834527,0.267171,2.904181,0.301807,1.949923,0.331363,2.359118,0.210721,2.665113,0.256062,2.032662,0.291285,2.589385,0.206130,2.859738,0.231153,1.471683,0.339942,2.633808,0.215298,3.091592,0.227792,1.797557,0.314712,1.516134,0.324783,2.229244,0.257036
11600,0.537666,0.324048,0.656267,0.330261,2.516795,0.267807,1.015534,0.407414,1.844000,0.264935,2.936678,0.298448,1.956374,0.329946,2.375912,0.208827,2.691933,0.254060,2.041739,0.289315,2.613748,0.204356,2.895656,0.229324,1.479403,0.338308,2.657937,0.213286,3.135183,0.225713,1.809694,0.312591,1.527273,0.322773,2.255908,0.255296
11800,0.537151,0.323224,0.655739,0.328674,2.536475,0.265579,1.016676,0.405714,1.852499,0.262802,2.966748,0.295356,1.961852,0.328661,2.392256,0.206793,2.716915,0.252033,2.051903,0.287543,2.633522,0.202381,2.927859,0.227286,1.486660,0.336560,2.681846,0.211278,3.176180,0.223741,1.821489,0.310849,1.536872,0.320731,2.279469,0.253511
12000,0.535954,0.322098,0.655157,0.327108,2.550925,0.262999,1.017140,0.404043,1.860580,0.260732,2.998348,0.292454,1.968581,0.327323,2.410440,0.205391,2.743313,0.250200,2.063100,0.286063,2.654412,0.200794,2.959582,0.225397,1.493041,0.334986,2.703434,0.209530,3.213468,0.222138,1.831025,0.308989,1.547243,0.318589,2.305495,0.251653
12200,0.535036,0.321276,0.654180,0.325493,2.566914,0.260779,1.018048,0.402575,1.869457,0.258794,3.027267,0.289668,1.974251,0.325600,2.426312,0.203727,2.767644,0.248364,2.073804,0.284805,2.671672,0.199062,2.986068,0.223481,1.498674,0.333475,2.724762,0.207855,3.250064,0.220333,1.840015,0.307165,1.555483,0.316546,2.328310,0.249896
12400,0.534404,0.320499,0.653349,0.324013,2.580579,0.258657,1.017816,0.400896,1.875318,0.256748,3.051541,0.286880,1.978798,0.324184,2.440793,0.202371,2.791797,0.246810,2.081928,0.283277,2.690855,0.197581,3.014484,0.221707,1.504224,0.332150,2.743549,0.206224,3.285694,0.218486,1.849804,0.305391,1.564680,0.314528,2.349450,0.248038
12600,0.533408,0.319616,0.652392,0.322632,2.594934,0.256634,1.018631,0.399627,1.883444,0.255049,3.074901,0.284319,1.983918,0.322996,2.455562,0.200937,2.812915,0.245217,2.089775,0.281879,2.710999,0.196220,3.042430,0.220050,1.510348,0.331039,2.762463,0.204707,3.318993,0.216687,1.859246,0.304055,1.573656,0.312597,2.369802,0.246391
12800,0.532047,0.318580,0.651165,0.321229,2.605772,0.254637,1.018327,0.398127,1.890095,0.253289,3.096815,0.281894,1.989421,0.321900,2.470112,0.199577,2.832328,0.243594,2.098537,0.280721,2.726351,0.194976,3.066645,0.218518,1.516436,0.329890,2.778582,0.203178,3.350141,0.214975,1.867211,0.302633,1.582166,0.311017,2.390031,0.244979
13000,0.530824,0.317712,0.649846,0.319877,2.613856,0.252595,1.019271,0.397217,1.896529,0.251725,3.119390,0.279598,1.992556,0.320703,2.481132,0.198212,2.849688,0.242079,2.105288,0.279555,2.742841,0.193838,3.089679,0.217136,1.520563,0.328812,2.795210,0.201960,3.380002,0.213474,1.874964,0.301247,1.589665,0.309440,2.408084,0.243623
13200,0.529315,0.316723,0.648886,0.318712,2.624418,0.250881,1.019239,0.395885,1.901206,0.250172,3.137470,0.277487,1.995810,0.319735,2.493182,0.196985,2.867101,0.240588,2.111330,0.278419,2.757224,0.192813,3.110521,0.215878,1.525137,0.327753,2.812739,0.200801,3.406388,0.212033,1.881519,0.299865,1.595754,0.307983,2.423488,0.242331
13400,0.528055,0.315845,0.647619,0.317560,2.629990,0.249139,1.018999,0.394705,1.904994,0.248640,3.154973,0.275420,1.999566,0.318795,2.501671,0.195758,2.882878,0.239399,2.118028,0.277471,2.770236,0.191813,3.130424,0.214657,1.528795,0.326621,2.827430,0.199618,3.432041,0.210721,1.887824,0.298539,1.601985,0.306464,2.437672,0.241060
13600,0.526760,0.315025,0.646421,0.316482,2.635160,0.247614,1.019048,0.393665,1.908291,0.247194,3.169290,0.273479,2.001863,0.317834,2.511673,0.194689,2.897252,0.238129,2.123191,0.276422,2.783757,0.190894,3.150133,0.213511,1.531902,0.325584,2.839356,0.198460,3.456398,0.209570,1.893655,0.297478,1.607706,0.305021,2.451959,0.239789
13800,0.525486,0.314275,0.644982,0.315292,2.641269,0.246155,1.018727,0.392625,1.912200,0.245881,3.183472,0.271782,2.003493,0.316941,2.518473,0.193591,2.908702,0.236850,2.126910,0.275342,2.794562,0.189910,3.167323,0.212381,1.534942,0.324478,2.852142,0.197470,3.477482,0.208436,1.898895,0.296270,1.613632,0.303668,2.466458,0.238531
14000,0.523796,0.313254,0.643700,0.314274,2.644053,0.244650,1.018653,0.391721,1.914491,0.244604,3.195432,0.270063,2.005597,0.316150,2.526774,0.192686,2.921158,0.235740,2.131713,0.274495,2.806081,0.189079,3.183684,0.211320,1.538374,0.323578,2.864382,0.196500,3.500136,0.207423,1.904102,0.295312,1.619037,0.302419,2.479347,0.237411
