step,train_loss,val_loss,val_loss_hard
0,5.549731,5.550395,5.550395
1000,2.651422,2.607308,2.607308
2000,2.454784,2.444157,2.444157
3000,2.365582,2.356098,2.356098
4000,2.302387,2.290661,2.290661
5000,2.252817,2.247369,2.247369
6000,2.215796,2.208758,2.208758
7000,2.180408,2.181172,2.181172
8000,2.157118,2.157514,2.157514
9000,2.134490,2.135690,2.135690
10000,2.127223,2.126300,2.126300
11000,2.110029,2.106345,2.106345
12000,2.092180,2.093402,2.093402
13000,2.086334,2.080031,2.080031
14000,2.076714,2.067291,2.067291
15000,2.068382,2.067772,2.067772
16000,2.060082,2.060624,2.060624
17000,2.051292,2.050513,2.050513
18000,2.044691,2.046777,2.046777
19000,2.038431,2.032519,2.032519
20000,2.031952,2.027795,2.027795
21000,2.030099,2.023536,2.023536
22000,2.021973,2.018377,2.018377
23000,2.014967,2.016109,2.016109
24000,2.007499,2.006409,2.006409
25000,2.011110,1.999631,1.999631
26000,2.003259,2.001672,2.001672
27000,1.997838,1.989988,1.989988
28000,1.994638,1.993703,1.993703
29000,1.989681,1.989124,1.989124
30000,1.982263,1.978380,1.978380
31000,1.979447,1.977933,1.977933
32000,1.977227,1.973311,1.973311
33000,1.973560,1.968382,1.968382
34000,1.972535,1.970729,1.970729
35000,1.963899,1.959410,1.959410
36000,1.965853,1.960223,1.960223
37000,1.963428,1.963250,1.963250
38000,1.957997,1.956116,1.956116
39000,1.954907,1.956840,1.956840
40000,1.954146,1.951548,1.951548
41000,1.952391,1.952244,1.952244
42000,1.954346,1.951863,1.951863
43000,1.953107,1.945006,1.945006
44000,1.945574,1.946352,1.946352
45000,1.946573,1.947413,1.947413
46000,1.949093,1.947181,1.947181
47000,1.946755,1.941057,1.941057
48000,1.943366,1.944597,1.944597
49000,1.947595,1.945007,1.945007
