step,train_loss,val_bpb,ln2_norm_L0,ln2_norm_L1,ln2_norm_L2,ln2_norm_L3,ln2_norm_L4,ln2_norm_L5,ln2_mean_L0,ln2_mean_L1,ln2_mean_L2,ln2_mean_L3,ln2_mean_L4,ln2_mean_L5,ln1_norm_L0,ln1_norm_L1,ln1_norm_L2,ln1_norm_L3,ln1_norm_L4,ln1_norm_L5
500,6.949666,1.976519,19.597260,19.598562,19.600143,19.598808,19.597363,19.596474,1.000067,1.000134,1.000215,1.000147,1.000073,1.000027,19.668531,19.653965,19.650221,19.667110,19.670910,19.653894
1000,5.792571,1.729789,19.599171,19.602636,19.604473,19.601725,19.600168,19.599028,1.000163,1.000339,1.000432,1.000292,1.000213,1.000154,19.511713,19.666481,19.678276,19.705791,19.745558,19.734661
1500,5.309459,1.601087,19.601784,19.607378,19.608919,19.604092,19.602413,19.598621,1.000293,1.000573,1.000648,1.000403,1.000318,1.000122,19.113623,19.632629,19.665230,19.744829,19.792612,19.877068
2000,4.988866,1.511333,19.603533,19.609335,19.611147,19.604784,19.604597,19.594072,1.000376,1.000658,1.000742,1.000422,1.000410,0.999873,18.487068,19.559221,19.702610,19.827702,19.836031,20.099239
2500,4.747971,1.440429,19.604746,19.609236,19.610384,19.604221,19.604422,19.586889,1.000431,1.000636,1.000675,1.000371,1.000378,0.999483,17.817556,19.440973,20.092113,20.002621,19.852827,20.325787
3000,4.563911,1.389049,19.605843,19.608313,19.610510,19.603907,19.604729,19.577738,1.000477,1.000569,1.000654,1.000331,1.000369,0.998995,17.187963,19.304554,20.406296,20.138966,19.857056,20.508154
3500,4.439954,1.354778,19.606468,19.608799,19.610443,19.603149,19.604927,19.565041,1.000498,1.000574,1.000619,1.000266,1.000354,0.998323,16.625952,19.168253,20.580763,20.228680,19.849329,20.686422
4000,4.367121,1.330544,19.606907,19.608963,19.611502,19.603065,19.605692,19.550684,1.000513,1.000562,1.000646,1.000236,1.000373,0.997567,16.128382,19.037083,20.695532,20.286669,19.834721,20.860935
4500,4.294028,1.310404,19.607758,19.608061,19.612307,19.602978,19.605057,19.533119,1.000548,1.000495,1.000659,1.000203,1.000319,0.996640,15.691778,18.906698,20.781868,20.323103,19.815598,21.024849
5000,4.247869,1.295545,19.608549,19.607645,19.612823,19.602406,19.603283,19.517834,1.000577,1.000454,1.000652,1.000152,1.000201,0.995830,15.311281,18.784708,20.850990,20.347216,19.799124,21.183613
5500,4.211774,1.280777,19.610022,19.606491,19.612902,19.601347,19.602863,19.499866,1.000644,1.000373,1.000635,1.000071,1.000162,0.994887,14.982227,18.668451,20.906456,20.365044,19.782595,21.332142
6000,4.153072,1.268894,19.611279,19.605593,19.613470,19.600630,19.601248,19.482576,1.000701,1.000309,1.000641,1.000010,1.000056,0.993975,14.696842,18.562037,20.942289,20.373379,19.766954,21.469423
6500,4.121822,1.258197,19.612509,19.606102,19.613590,19.600290,19.599697,19.466757,1.000753,1.000318,1.000624,0.999970,0.999957,0.993142,14.462632,18.462847,20.983814,20.380545,19.752655,21.596476
7000,4.077500,1.249467,19.613646,19.605009,19.613621,19.599468,19.598759,19.451618,1.000803,1.000252,1.000607,0.999911,0.999890,0.992347,14.275368,18.376856,21.012527,20.382835,19.739721,21.711403
7500,4.049005,1.241289,19.615099,19.604109,19.613834,19.598824,19.597776,19.435471,1.000869,1.000194,1.000598,0.999862,0.999827,0.991495,14.109469,18.297581,21.040312,20.386854,19.730171,21.824202
8000,4.011675,1.234030,19.615362,19.602852,19.614714,19.597797,19.597324,19.422785,1.000880,1.000118,1.000633,0.999791,0.999796,0.990825,13.980520,18.229475,21.066128,20.393227,19.732388,21.919268
8500,3.980542,1.227706,19.615751,19.602982,19.614435,19.597048,19.596443,19.410643,1.000894,1.000115,1.000605,0.999738,0.999740,0.990188,13.869040,18.169872,21.085320,20.398008,19.735743,22.013552
9000,3.970688,1.220715,19.616018,19.603226,19.614706,19.596937,19.595295,19.398468,1.000902,1.000122,1.000610,0.999721,0.999672,0.989547,13.783659,18.118687,21.103735,20.412952,19.742277,22.098537
9500,3.931126,1.214929,19.616821,19.602549,19.614130,19.596537,19.594896,19.388720,1.000941,1.000081,1.000569,0.999695,0.999645,0.989033,13.716970,18.078970,21.132689,20.422396,19.749908,22.177301
10000,3.914379,1.209777,19.617182,19.602274,19.614258,19.595692,19.594065,19.379763,1.000956,1.000060,1.000574,0.999647,0.999599,0.988561,13.663572,18.045292,21.155111,20.433340,19.763012,22.249392
10500,3.922194,1.204503,19.617613,19.601582,19.614649,19.595070,19.593533,19.372982,1.000977,1.000020,1.000587,0.999612,0.999564,0.988203,13.623805,18.014530,21.175238,20.449883,19.773972,22.313475
11000,3.863754,1.200857,19.618090,19.600851,19.615025,19.594379,19.592735,19.365757,1.001001,0.999979,1.000603,0.999570,0.999519,0.987822,13.598772,17.992836,21.194300,20.465519,19.787464,22.372131
11500,3.851895,1.196473,19.618559,19.600761,19.615053,19.593924,19.592234,19.359661,1.001024,0.999971,1.000602,0.999540,0.999488,0.987503,13.586926,17.976568,21.212692,20.479738,19.802233,22.423445
12000,3.843490,1.192753,19.618786,19.600094,19.615061,19.593420,19.591745,19.354670,1.001036,0.999934,1.000598,0.999512,0.999462,0.987240,13.577532,17.964144,21.234322,20.497189,19.814798,22.470055
