step,train_loss,val_loss
0,5.559079,5.539552
1000,2.030462,1.958347
2000,1.721854,1.699878
3000,1.644500,1.630557
4000,1.588384,1.578648
5000,1.551715,1.542175
6000,1.546320,1.521946
7000,1.516764,1.503095
8000,1.484527,1.487567
9000,1.469203,1.475423
10000,1.464773,1.463463
11000,1.447153,1.450193
12000,1.449940,1.440513
13000,1.429985,1.431198
14000,1.419341,1.424828
15000,1.403221,1.417187
16000,1.404003,1.409323
17000,1.404914,1.402303
18000,1.404382,1.395608
19000,1.395463,1.391181
20000,1.381075,1.385660
21000,1.378143,1.381352
22000,1.377367,1.377794
23000,1.380398,1.374144
24000,1.369684,1.372704
