step,train_loss,val_loss,val_loss_hard
0,5.548927,5.548652,5.548652
1000,2.591263,2.559126,2.559126
2000,2.349128,2.330259,2.330259
3000,2.178790,2.158465,2.158465
4000,2.067355,2.062200,2.062200
5000,1.995210,1.981701,1.981701
6000,1.942172,1.936231,1.936231
7000,1.921039,1.911420,1.911420
8000,1.910395,1.890574,1.890574
9000,1.886225,1.885498,1.885498
10000,1.878574,1.865749,1.865749
11000,1.862124,1.852480,1.852480
12000,1.840407,1.842190,1.842190
13000,1.826121,1.821424,1.821424
14000,1.823162,1.814995,1.814995
15000,1.800120,1.796117,1.796117
16000,1.788356,1.783201,1.783201
17000,1.788492,1.778134,1.778134
18000,1.783779,1.778133,1.778133
19000,1.772211,1.756704,1.756704
20000,1.760976,1.757039,1.757039
21000,1.750609,1.746930,1.746930
22000,1.753974,1.747188,1.747188
23000,1.742026,1.734969,1.734969
24000,1.737598,1.731745,1.731745
25000,1.728879,1.733119,1.733119
26000,1.729332,1.721864,1.721864
27000,1.720493,1.732983,1.732983
28000,1.709461,1.716732,1.716732
29000,1.711501,1.711198,1.711198
30000,1.720041,1.704719,1.704719
31000,1.706171,1.697988,1.697988
32000,1.689475,1.695759,1.695759
33000,1.690805,1.695922,1.695922
34000,1.687314,1.696050,1.696050
35000,1.681795,1.682845,1.682845
36000,1.674057,1.679073,1.679073
37000,1.684430,1.677978,1.677978
38000,1.675239,1.672609,1.672609
39000,1.667535,1.667375,1.667375
40000,1.665046,1.661570,1.661570
41000,1.665851,1.664340,1.664340
42000,1.655581,1.656602,1.656602
43000,1.655832,1.658075,1.658075
44000,1.647698,1.650552,1.650552
45000,1.652299,1.649313,1.649313
46000,1.642108,1.649372,1.649372
47000,1.653963,1.646160,1.646160
48000,1.638151,1.636447,1.636447
49000,1.639954,1.634831,1.634831
50000,1.625856,1.635618,1.635618
51000,1.635089,1.628312,1.628312
52000,1.626193,1.622161,1.622161
53000,1.627301,1.621931,1.621931
54000,1.616627,1.616884,1.616884
55000,1.620804,1.615466,1.615466
56000,1.606562,1.613160,1.613160
57000,1.616696,1.608456,1.608456
58000,1.605522,1.609600,1.609600
59000,1.601110,1.603335,1.603335
60000,1.606189,1.604276,1.604276
61000,1.596576,1.598181,1.598181
62000,1.601253,1.597224,1.597224
63000,1.597849,1.593166,1.593166
64000,1.591117,1.588655,1.588655
65000,1.598044,1.589014,1.589014
66000,1.591172,1.582377,1.582377
67000,1.584452,1.586483,1.586483
68000,1.582230,1.580314,1.580314
69000,1.577371,1.582499,1.582499
70000,1.572176,1.579757,1.579757
71000,1.573156,1.574205,1.574205
72000,1.573015,1.571688,1.571688
73000,1.573332,1.568203,1.568203
74000,1.565439,1.567553,1.567553
75000,1.564505,1.567311,1.567311
76000,1.558990,1.564056,1.564056
77000,1.561618,1.562516,1.562516
78000,1.561774,1.561849,1.561849
79000,1.572632,1.556603,1.556603
80000,1.556293,1.557866,1.557866
81000,1.558072,1.554230,1.554230
82000,1.556977,1.554857,1.554857
83000,1.557139,1.553178,1.553178
84000,1.548336,1.552503,1.552503
85000,1.560618,1.551078,1.551078
86000,1.557595,1.548254,1.548254
87000,1.548585,1.547837,1.547837
88000,1.553754,1.545484,1.545484
89000,1.549067,1.545241,1.545241
90000,1.556950,1.543820,1.543820
91000,1.544421,1.543621,1.543621
92000,1.543475,1.542021,1.542021
93000,1.543866,1.542471,1.542471
94000,1.539685,1.541288,1.541288
95000,1.540238,1.539412,1.539412
96000,1.535413,1.540774,1.540774
97000,1.548002,1.540824,1.540824
98000,1.540330,1.538173,1.538173
99000,1.540811,1.537480,1.537480
