step,train_loss,val_bpb
200,8.979131,2.449967
400,7.793688,2.311575
600,7.340916,2.183498
800,7.004703,2.101424
1000,6.780943,2.043638
1200,6.643564,2.012698
1400,6.549707,1.991160
1600,6.462512,1.973096
1800,6.425667,1.957876
2000,6.386069,1.949053
2200,6.338602,1.941961
2400,6.311789,1.929125
2600,6.289179,1.919996
2800,6.255228,1.913847
3000,6.226872,1.904365
3200,6.206836,1.893436
3400,6.165474,1.890752
3600,6.166889,1.886589
3800,6.138664,1.879845
4000,6.108360,1.874895
4200,6.104382,1.868253
4400,6.093925,1.863938
4600,6.073154,1.859125
4800,6.073351,1.853375
5000,6.046229,1.848074
5200,6.016454,1.844045
5400,5.993652,1.839119
5600,6.006053,1.834941
5800,5.983420,1.833721
6000,5.972365,1.829692
6200,5.960805,1.826562
6400,5.949838,1.823168
