step,train_loss,qreg_loss,lambda,val_loss,val_loss_snapped
86000,1.514654,0.344385,0.008250,1.514246,1.513619
87000,1.516864,0.337554,0.008375,1.514997,1.513752
88000,1.516239,0.330139,0.008500,1.513106,1.512878
89000,1.511659,0.323602,0.008625,1.513174,1.511830
90000,1.516777,0.315821,0.008750,1.511649,1.511224
91000,1.516484,0.309276,0.008875,1.510158,1.510650
92000,1.509616,0.302531,0.009000,1.510977,1.511424
93000,1.508447,0.296128,0.009125,1.511138,1.510232
94000,1.508413,0.290569,0.009250,1.510464,1.508946
95000,1.508593,0.285386,0.009375,1.509401,1.508963
96000,1.505943,0.279954,0.009500,1.510144,1.508980
97000,1.510717,0.275898,0.009625,1.509359,1.508388
98000,1.512360,0.272660,0.009750,1.508679,1.507894
99000,1.508518,0.269889,0.009875,1.509097,1.507311
