step,train_loss,val_bpb,ln2_norm_L0,ln2_norm_L1,ln2_norm_L2,ln2_norm_L3,ln2_norm_L4,ln2_norm_L5,ln2_mean_L0,ln2_mean_L1,ln2_mean_L2,ln2_mean_L3,ln2_mean_L4,ln2_mean_L5,ln1_norm_L0,ln1_norm_L1,ln1_norm_L2,ln1_norm_L3,ln1_norm_L4,ln1_norm_L5,lut_tv,lut_tv_L0,lut_tv_L1,lut_tv_L2,lut_tv_L3,lut_tv_L4,lut_tv_L5
35500,3.690571,1.174639,11.701624,16.979069,16.216791,15.432951,14.536215,13.715282,0.594602,0.865431,0.826236,0.786435,0.740380,0.693238,12.836882,21.820662,18.664053,19.280466,20.586317,27.517635,1.25496715e-01,6.49061054e-02,1.37702033e-01,1.37943462e-01,1.36350110e-01,1.31874427e-01,1.44204155e-01
36000,3.686014,1.174065,11.688262,16.980423,16.210606,15.421323,14.516955,13.688155,0.593904,0.865496,0.825924,0.785840,0.739384,0.691817,12.856299,21.842699,18.684477,19.297373,20.609259,27.556797,1.25721703e-01,6.49612546e-02,1.38046622e-01,1.38232291e-01,1.36605710e-01,1.32085979e-01,1.44398361e-01
36500,3.700389,1.173011,11.677084,16.980577,16.205250,15.409178,14.499716,13.662374,0.593323,0.865502,0.825649,0.785210,0.738502,0.690454,12.877864,21.863077,18.703470,19.314631,20.629492,27.593340,1.25924741e-01,6.50163144e-02,1.38360247e-01,1.38495475e-01,1.36822686e-01,1.32277697e-01,1.44576028e-01
37000,3.670183,1.172450,11.667804,16.982809,16.200554,15.398655,14.483812,13.637018,0.592838,0.865621,0.825407,0.784672,0.737695,0.689124,12.896008,21.882935,18.723238,19.329229,20.650406,27.625275,1.26112372e-01,6.50669038e-02,1.38652980e-01,1.38741612e-01,1.37034550e-01,1.32458806e-01,1.44719377e-01
37500,3.681417,1.172224,11.659248,16.985411,16.197109,15.389266,14.469369,13.614139,0.592403,0.865750,0.825223,0.784185,0.736950,0.687937,12.915866,21.904350,18.740709,19.346186,20.670944,27.658131,1.26281619e-01,6.51158988e-02,1.38929397e-01,1.38967723e-01,1.37232974e-01,1.32610723e-01,1.44832999e-01
38000,3.671935,1.171468,11.652589,16.987989,16.192493,15.380023,14.454775,13.592168,0.592061,0.865880,0.824983,0.783711,0.736200,0.686784,12.936230,21.922623,18.760281,19.362234,20.688826,27.689049,1.26433928e-01,6.51596859e-02,1.39179081e-01,1.39162555e-01,1.37405917e-01,1.32751197e-01,1.44945130e-01
38500,3.663501,1.170816,11.645320,16.990278,16.189875,15.371102,14.442069,13.572168,0.591694,0.865992,0.824850,0.783253,0.735545,0.685744,12.953973,21.940006,18.776781,19.377262,20.707592,27.719505,1.26569916e-01,6.52003810e-02,1.39397651e-01,1.39346361e-01,1.37562424e-01,1.32877439e-01,1.45035237e-01
39000,3.651303,1.170367,11.640888,16.992048,16.186192,15.363169,14.429500,13.552291,0.591464,0.866081,0.824662,0.782842,0.734905,0.684710,12.972256,21.956612,18.792210,19.391251,20.726610,27.747217,1.26694294e-01,6.52410537e-02,1.39605120e-01,1.39509574e-01,1.37706101e-01,1.32989079e-01,1.45114839e-01
39500,3.652496,1.169943,11.638104,16.994724,16.183315,15.356121,14.417803,13.533930,0.591326,0.866215,0.824510,0.782478,0.734305,0.683755,12.989741,21.971796,18.808870,19.404026,20.743036,27.774807,1.26805484e-01,6.52812272e-02,1.39798075e-01,1.39661193e-01,1.37830928e-01,1.33087009e-01,1.45174474e-01
40000,3.658791,1.170016,11.635496,16.997080,16.181303,15.349388,14.406712,13.516598,0.591197,0.866335,0.824401,0.782131,0.733738,0.682855,13.007133,21.987326,18.824020,19.418764,20.759830,27.800489,1.26902817e-01,6.53197989e-02,1.39970556e-01,1.39794946e-01,1.37942359e-01,1.33163869e-01,1.45225376e-01
40500,3.639742,1.168762,11.633479,17.000090,16.178925,15.343125,14.396311,13.499683,0.591085,0.866488,0.824277,0.781811,0.733207,0.681970,13.024068,22.000999,18.837646,19.430138,20.775452,27.825615,1.26992777e-01,6.53526038e-02,1.40133739e-01,1.39917433e-01,1.38046026e-01,1.33242354e-01,1.45264506e-01
41000,3.646674,1.168698,11.628612,17.002563,16.176907,15.337761,14.387104,13.483675,0.590839,0.866614,0.824175,0.781539,0.732734,0.681137,13.040348,22.015209,18.854183,19.441084,20.790577,27.848669,1.27072103e-01,6.53847754e-02,1.40279472e-01,1.40026301e-01,1.38131768e-01,1.33315533e-01,1.45294771e-01
41500,3.663578,1.167357,11.625978,17.004757,16.174829,15.332445,14.377754,13.469063,0.590697,0.866727,0.824073,0.781264,0.732250,0.680373,13.055000,22.028084,18.866711,19.453411,20.803432,27.872541,1.27143040e-01,6.54159784e-02,1.40415221e-01,1.40126169e-01,1.38208061e-01,1.33368492e-01,1.45324320e-01
42000,3.635312,1.167620,11.624828,17.006781,16.173651,15.327514,14.369072,13.454989,0.590636,0.866830,0.824012,0.781013,0.731804,0.679654,13.071108,22.040474,18.881659,19.463989,20.818554,27.893848,1.27205872e-01,6.54445514e-02,1.40531123e-01,1.40220076e-01,1.38282254e-01,1.33421808e-01,1.45335421e-01
42500,3.632146,1.166974,11.623887,17.009747,16.172501,15.323274,14.361204,13.441450,0.590590,0.866982,0.823954,0.780797,0.731401,0.678938,13.086643,22.053228,18.894268,19.474781,20.831276,27.914377,1.27266067e-01,6.54725432e-02,1.40651166e-01,1.40304700e-01,1.38353497e-01,1.33468658e-01,1.45345837e-01
43000,3.650787,1.166825,11.623162,17.012375,16.171329,15.319283,14.353319,13.429175,0.590556,0.867116,0.823892,0.780591,0.730994,0.678296,13.100577,22.064867,18.906212,19.485262,20.844166,27.934753,1.27319367e-01,6.55015931e-02,1.40759408e-01,1.40383035e-01,1.38414443e-01,1.33505061e-01,1.45352662e-01
43500,3.630117,1.166704,11.622374,17.014942,16.170355,15.314675,14.346625,13.417130,0.590520,0.867245,0.823842,0.780353,0.730653,0.677674,13.114392,22.076576,18.918364,19.495512,20.855782,27.953346,1.27367879e-01,6.55270368e-02,1.40855536e-01,1.40456244e-01,1.38467193e-01,1.33545846e-01,1.45355418e-01
44000,3.622359,1.166419,11.623160,17.017467,16.169371,15.310858,14.339740,13.406051,0.590566,0.867373,0.823789,0.780156,0.730297,0.677102,13.127870,22.086569,18.929155,19.504944,20.868597,27.972418,1.27413680e-01,6.55548275e-02,1.40950516e-01,1.40523359e-01,1.38517618e-01,1.33582547e-01,1.45353213e-01
44500,3.633975,1.166026,11.622511,17.019747,16.168444,15.307490,14.333467,13.394981,0.590532,0.867488,0.823741,0.779984,0.729981,0.676527,13.141139,22.096081,18.940611,19.514872,20.880278,27.990736,1.27456654e-01,6.55813739e-02,1.41039252e-01,1.40588045e-01,1.38564140e-01,1.33613229e-01,1.45353884e-01
45000,3.617760,1.165794,11.623673,17.022303,16.168217,15.304171,14.326899,13.384368,0.590596,0.867619,0.823723,0.779810,0.729645,0.675983,13.153960,22.105791,18.951155,19.524624,20.891422,28.007366,1.27494627e-01,6.56073019e-02,1.41121015e-01,1.40646845e-01,1.38609618e-01,1.33639604e-01,1.45343378e-01
45500,3.613446,1.166240,11.624867,17.024933,16.167585,15.301108,14.320886,13.374124,0.590661,0.867752,0.823689,0.779654,0.729336,0.675448,13.165687,22.115038,18.960474,19.532827,20.902269,28.023565,1.27531867e-01,6.56320080e-02,1.41203761e-01,1.40701205e-01,1.38650641e-01,1.33666247e-01,1.45337343e-01
46000,3.629631,1.165404,11.625800,17.027206,16.167130,15.298303,14.315379,13.363836,0.590706,0.867868,0.823666,0.779513,0.729054,0.674914,13.178123,22.124166,18.972456,19.539993,20.912960,28.039557,1.27566154e-01,6.56568855e-02,1.41280189e-01,1.40754089e-01,1.38689697e-01,1.33690536e-01,1.45325527e-01
46500,3.617205,1.165593,11.624433,17.029749,16.166670,15.295974,14.310143,13.354344,0.590635,0.868000,0.823645,0.779397,0.728784,0.674420,13.189346,22.133360,18.981804,19.549078,20.922758,28.055626,1.27599465e-01,6.56820089e-02,1.41354382e-01,1.40805081e-01,1.38727829e-01,1.33713141e-01,1.45314351e-01
47000,3.624464,1.165056,11.625262,17.031891,16.166485,15.293122,14.305431,13.345128,0.590677,0.868109,0.823637,0.779252,0.728545,0.673944,13.200283,22.141697,18.991880,19.558191,20.932720,28.071486,1.27631592e-01,6.57056719e-02,1.41423658e-01,1.40857130e-01,1.38761342e-01,1.33733869e-01,1.45307884e-01
47500,3.618159,1.165547,11.626363,17.034470,16.166372,15.290838,14.300043,13.335770,0.590732,0.868240,0.823633,0.779135,0.728267,0.673453,13.211608,22.150768,19.001993,19.565514,20.942913,28.085863,1.27665598e-01,6.57308325e-02,1.41498893e-01,1.40910015e-01,1.38799459e-01,1.33755177e-01,1.45299211e-01
48000,3.617306,1.165366,11.627211,17.037107,16.166372,15.288478,14.294961,13.326885,0.590777,0.868374,0.823634,0.779013,0.728007,0.672996,13.223830,22.160191,19.011047,19.573202,20.952784,28.101112,1.27699898e-01,6.57577738e-02,1.41573504e-01,1.40961125e-01,1.38840050e-01,1.33778393e-01,1.45288542e-01
