step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.498696,0.498784,0.498755,0.498784,0.499864,0.499769,0.498706,0.498568,0.499098,0.498781,0.498868,0.498875,0.500188,0.500153,0.499920,0.499509,0.499452,0.498988,0.498920,0.498909,0.500180,0.500165,0.500397,0.500082,0.499459,0.499100,0.499509,0.499500,0.500175,0.500165,0.500701,0.500504,0.499505,0.499101,0.499293,0.499284,0.500067,0.500060,0.500831,0.500674,0.500021,0.499601,0.499383,0.499359,0.499763,0.499761,0.500625,0.500416
400,0.495477,0.495960,0.494013,0.494109,0.495619,0.495250,0.499570,0.496715,0.499667,0.497507,0.495333,0.495180,0.501046,0.500094,0.505051,0.503870,0.501403,0.498798,0.495879,0.495538,0.500245,0.499719,0.505581,0.504751,0.499346,0.498040,0.498316,0.498262,0.501953,0.501812,0.505989,0.505471,0.501358,0.499109,0.498771,0.498586,0.500168,0.500060,0.505663,0.505097,0.500858,0.499810,0.499005,0.498951,0.499740,0.499725,0.504569,0.503962
600,0.489565,0.490767,0.486220,0.486479,0.488250,0.487660,0.501951,0.496879,0.500507,0.495185,0.490254,0.489603,0.499492,0.497014,0.509644,0.507053,0.501835,0.497110,0.490296,0.489830,0.498610,0.497367,0.509606,0.507343,0.496273,0.494186,0.493849,0.493736,0.505288,0.504702,0.510785,0.509091,0.500413,0.497113,0.497139,0.496794,0.500549,0.500069,0.509677,0.508176,0.499830,0.498351,0.498149,0.498057,0.500199,0.500131,0.507232,0.506275
800,0.481823,0.484080,0.475840,0.476320,0.478396,0.477455,0.503787,0.496577,0.501167,0.490870,0.483390,0.481303,0.494317,0.489888,0.512626,0.507670,0.501642,0.494144,0.481935,0.481312,0.493264,0.491347,0.511410,0.506544,0.491224,0.487796,0.487642,0.487051,0.506377,0.504654,0.514229,0.509833,0.497615,0.492388,0.492865,0.491926,0.499376,0.498029,0.513848,0.510333,0.497178,0.494767,0.496821,0.496424,0.501122,0.500841,0.509743,0.508153
1000,0.472422,0.476098,0.462996,0.463682,0.466032,0.464386,0.506364,0.496508,0.504635,0.486815,0.474060,0.469922,0.486590,0.479018,0.515335,0.507243,0.504248,0.491634,0.472476,0.470795,0.484018,0.480894,0.512568,0.504509,0.487855,0.481094,0.479838,0.478248,0.505848,0.502007,0.516768,0.508620,0.495971,0.487442,0.485602,0.483740,0.496743,0.494103,0.518048,0.511057,0.495066,0.490646,0.494530,0.493502,0.501257,0.500412,0.512954,0.509802
1200,0.462303,0.467520,0.447299,0.448121,0.452050,0.448908,0.510819,0.497537,0.512068,0.482150,0.464189,0.457280,0.480971,0.467239,0.518757,0.506456,0.510450,0.490376,0.464007,0.459112,0.474935,0.468625,0.514148,0.501727,0.487870,0.474449,0.470392,0.466896,0.503289,0.495504,0.519328,0.506062,0.497718,0.483753,0.475257,0.472339,0.493796,0.488783,0.522732,0.510588,0.493486,0.485960,0.491634,0.489573,0.499688,0.497662,0.517637,0.511270
1400,0.452100,0.458847,0.430000,0.430959,0.441275,0.433045,0.516358,0.498815,0.523125,0.478758,0.455749,0.444479,0.482568,0.457770,0.522128,0.505436,0.519883,0.490468,0.459172,0.446901,0.469201,0.455918,0.516046,0.498834,0.491246,0.467834,0.459912,0.454068,0.499214,0.485084,0.521898,0.502939,0.502460,0.481002,0.463665,0.459208,0.492240,0.483235,0.527044,0.508745,0.493577,0.480658,0.487296,0.483970,0.496824,0.492602,0.523156,0.512140
1600,0.442152,0.450233,0.412588,0.413159,0.448389,0.420170,0.525095,0.501993,0.537032,0.476036,0.450098,0.431439,0.494524,0.451680,0.527064,0.504582,0.533260,0.491297,0.464296,0.436263,0.472913,0.445979,0.519204,0.495617,0.499082,0.462708,0.450201,0.441109,0.499135,0.474332,0.525240,0.499250,0.510304,0.478442,0.451068,0.444081,0.490945,0.475571,0.532117,0.505982,0.495456,0.476048,0.481755,0.477043,0.493012,0.484870,0.529686,0.511795
1800,0.431814,0.440957,0.399546,0.397793,0.470131,0.419712,0.536363,0.506752,0.550327,0.473248,0.451139,0.421993,0.513670,0.452265,0.533233,0.503944,0.547383,0.491559,0.477365,0.429528,0.487546,0.440980,0.523796,0.492523,0.509977,0.459326,0.441308,0.428233,0.501728,0.462285,0.529037,0.494951,0.519244,0.476427,0.441559,0.430064,0.493405,0.468755,0.537781,0.502176,0.499258,0.472559,0.475897,0.469288,0.490255,0.476699,0.537457,0.510090
