step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.498477,0.498707,0.497411,0.497422,0.498832,0.498667,0.497848,0.497454,0.501316,0.500125,0.498301,0.498119,0.500136,0.500053,0.498849,0.498093,0.499897,0.499147,0.499785,0.499751,0.500838,0.500808,0.500437,0.499465,0.500441,0.499757,0.499724,0.499695,0.500570,0.500557,0.501146,0.500410,0.499618,0.499401,0.499819,0.499802,0.500679,0.500648,0.500961,0.500539,0.500101,0.500077,0.500026,0.500017,0.500548,0.500517,0.500783,0.500412
400,0.495956,0.497306,0.487952,0.488155,0.488534,0.488294,0.492940,0.491003,0.508231,0.503237,0.490657,0.489575,0.494691,0.493922,0.495107,0.491883,0.500988,0.497211,0.497375,0.497046,0.504447,0.503935,0.502332,0.497108,0.506044,0.501294,0.498000,0.497557,0.502249,0.501953,0.506500,0.501873,0.500031,0.499199,0.499622,0.499578,0.505802,0.505614,0.505969,0.503670,0.501132,0.500742,0.499954,0.499960,0.502386,0.502235,0.503466,0.502071
600,0.493104,0.496394,0.473379,0.474019,0.472605,0.471942,0.487744,0.481833,0.520969,0.508167,0.478881,0.475491,0.485032,0.482788,0.490090,0.481110,0.507476,0.494816,0.489667,0.488370,0.510511,0.507827,0.506757,0.491861,0.518385,0.504610,0.491764,0.489598,0.505030,0.503325,0.516225,0.502509,0.500275,0.497873,0.497139,0.497007,0.518604,0.517949,0.514682,0.507735,0.504323,0.502105,0.499484,0.499495,0.505333,0.504736,0.506033,0.503273
800,0.490160,0.494902,0.455435,0.456044,0.453454,0.451045,0.485797,0.470598,0.539221,0.512902,0.465075,0.456082,0.471806,0.465779,0.489247,0.467052,0.519723,0.491493,0.476876,0.472760,0.521435,0.513568,0.517196,0.484814,0.536586,0.508540,0.481849,0.476821,0.512718,0.507201,0.531858,0.502989,0.500353,0.493993,0.490372,0.489868,0.540624,0.539040,0.529044,0.512916,0.509460,0.503531,0.498077,0.498236,0.511628,0.509492,0.509104,0.504328
1000,0.487038,0.492709,0.438681,0.438268,0.445433,0.431851,0.489127,0.458955,0.560877,0.517483,0.459929,0.437248,0.468296,0.450867,0.497830,0.453087,0.534783,0.487616,0.463213,0.454091,0.534829,0.518334,0.533666,0.478457,0.556228,0.510618,0.473387,0.462912,0.523185,0.511801,0.552315,0.503588,0.503235,0.490032,0.482230,0.481437,0.568363,0.565040,0.546554,0.517380,0.514691,0.504122,0.496156,0.496457,0.520203,0.515185,0.511828,0.504957
1200,0.485311,0.491205,0.424792,0.421814,0.458688,0.418464,0.495616,0.448292,0.579057,0.519105,0.465453,0.422777,0.476866,0.439769,0.514009,0.441700,0.551981,0.485743,0.455676,0.437497,0.549307,0.521333,0.552707,0.471574,0.577081,0.512752,0.469496,0.450297,0.538195,0.518578,0.575395,0.503394,0.508430,0.487201,0.475522,0.474189,0.597583,0.591859,0.564160,0.520391,0.519688,0.503867,0.493884,0.494264,0.527811,0.518655,0.514044,0.505277
1400,0.483326,0.489076,0.415656,0.407463,0.479409,0.412167,0.505076,0.438248,0.596594,0.518514,0.478722,0.410851,0.494499,0.433328,0.532926,0.433236,0.571428,0.484133,0.454145,0.421772,0.562760,0.520998,0.574207,0.465062,0.597556,0.512887,0.467455,0.437288,0.551225,0.522433,0.598722,0.501129,0.515752,0.484461,0.469310,0.467460,0.627883,0.617905,0.580868,0.521987,0.526848,0.503897,0.491408,0.492067,0.533510,0.520509,0.515822,0.505328
1600,0.481672,0.486818,0.410338,0.394894,0.504276,0.410287,0.516656,0.427936,0.614419,0.518567,0.494636,0.402257,0.516297,0.431428,0.556158,0.426998,0.589734,0.482021,0.459091,0.408395,0.576120,0.518390,0.595695,0.457364,0.617127,0.512209,0.467690,0.425342,0.566140,0.526389,0.622931,0.497630,0.520957,0.479272,0.464393,0.461321,0.656447,0.640789,0.596916,0.522313,0.531813,0.502766,0.489454,0.490192,0.541109,0.521934,0.517282,0.505239
1800,0.479107,0.483567,0.409059,0.385306,0.531262,0.412580,0.528862,0.418046,0.628805,0.515219,0.513247,0.396039,0.541702,0.432726,0.580883,0.421883,0.611466,0.481414,0.470602,0.396478,0.588252,0.513816,0.617180,0.450912,0.637107,0.510360,0.470362,0.414318,0.580437,0.529699,0.646348,0.492828,0.529072,0.476856,0.458403,0.453784,0.681294,0.657911,0.611715,0.521621,0.537290,0.501500,0.486756,0.487713,0.546330,0.521129,0.518313,0.504946
