step,L0.qk_joint.T_soft,L0.qk_joint.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_joint.T_soft,L1.qk_joint.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_joint.T_soft,L2.qk_joint.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_joint.T_soft,L3.qk_joint.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_joint.T_soft,L4.qk_joint.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_joint.T_soft,L5.qk_joint.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
2000,0.336710,0.334075,0.459810,0.461866,0.404148,0.395516,0.347758,0.346559,0.517555,0.403523,0.437541,0.441038,0.464015,0.451278,0.473964,0.466992,0.504106,0.503090,0.507509,0.506025,0.493676,0.483032,0.635355,0.556405,0.490425,0.489608,0.551052,0.508696,0.518806,0.465859,0.665083,0.650798,0.488094,0.487935,0.565931,0.521778,0.516900,0.458411,0.636167,0.579928,0.493261,0.492722,0.565803,0.538597,0.498426,0.450577,0.606035,0.558805
2200,0.325752,0.321773,0.447100,0.449182,0.390361,0.379140,0.332954,0.330801,0.536589,0.397494,0.430707,0.434096,0.458466,0.443529,0.466359,0.458752,0.502736,0.501595,0.506662,0.505338,0.494596,0.482441,0.647673,0.559218,0.489191,0.488078,0.559894,0.507310,0.525376,0.466458,0.689471,0.658422,0.488715,0.488401,0.576366,0.518971,0.525149,0.456106,0.652220,0.582223,0.493048,0.492644,0.575536,0.540601,0.504683,0.449430,0.612874,0.559956
2400,0.317368,0.311703,0.434059,0.436199,0.379120,0.363810,0.320345,0.316638,0.557798,0.390832,0.423722,0.426899,0.454229,0.436953,0.459665,0.451114,0.502349,0.501121,0.506591,0.505339,0.493588,0.480578,0.656111,0.561416,0.488435,0.487559,0.569093,0.506731,0.531901,0.466395,0.711038,0.665149,0.489037,0.488559,0.586657,0.515188,0.534710,0.452698,0.666718,0.584160,0.492179,0.491706,0.586997,0.538985,0.509785,0.448560,0.618469,0.560869
2600,0.310370,0.302775,0.421402,0.423558,0.372192,0.350910,0.309514,0.303550,0.579609,0.387179,0.417408,0.420078,0.450363,0.430424,0.452557,0.443208,0.500266,0.499074,0.504864,0.503642,0.492220,0.478493,0.664681,0.563270,0.486044,0.485710,0.581005,0.506871,0.539584,0.467570,0.726692,0.669482,0.488661,0.487994,0.596630,0.509434,0.542443,0.450368,0.677932,0.585862,0.493053,0.492630,0.598764,0.537137,0.516501,0.448006,0.622825,0.561690
2800,0.305430,0.295775,0.408745,0.410931,0.368690,0.339185,0.300760,0.291907,0.601503,0.383015,0.411673,0.413894,0.446920,0.424196,0.445349,0.435433,0.500085,0.498598,0.504313,0.503202,0.490941,0.476627,0.672856,0.565350,0.486732,0.486258,0.593325,0.505501,0.547902,0.467902,0.743056,0.672637,0.487574,0.486959,0.605862,0.508189,0.550187,0.450280,0.688449,0.587369,0.493077,0.492516,0.605891,0.536222,0.522569,0.448668,0.627006,0.562323
3000,0.301744,0.290167,0.397199,0.399458,0.369352,0.328811,0.293980,0.281089,0.624050,0.378974,0.406283,0.407606,0.443593,0.417970,0.439551,0.428705,0.498760,0.496955,0.502717,0.501702,0.489443,0.474653,0.678649,0.566935,0.485783,0.485337,0.601491,0.502658,0.555497,0.468120,0.757022,0.675317,0.486586,0.485772,0.617616,0.502813,0.556467,0.447163,0.699162,0.588597,0.488671,0.487939,0.615548,0.532993,0.529908,0.448735,0.630815,0.562956
3200,0.298950,0.285286,0.385362,0.387661,0.372900,0.320136,0.290800,0.271722,0.645850,0.375678,0.401817,0.402204,0.440128,0.411549,0.433944,0.421946,0.497989,0.495623,0.500920,0.499931,0.486370,0.471624,0.682575,0.568145,0.484044,0.483656,0.611482,0.503527,0.565102,0.469136,0.771628,0.677608,0.486968,0.486200,0.628278,0.499169,0.564324,0.446554,0.709012,0.589655,0.491104,0.490254,0.624674,0.527815,0.537346,0.449503,0.634309,0.563490
3400,0.296683,0.280976,0.373730,0.376034,0.379653,0.312722,0.289791,0.263608,0.667730,0.373460,0.397407,0.396622,0.438135,0.406305,0.428886,0.415996,0.497106,0.494509,0.499601,0.498737,0.484581,0.469344,0.686842,0.569386,0.485406,0.485426,0.621254,0.503531,0.572428,0.468619,0.782436,0.679600,0.489949,0.489064,0.640948,0.496831,0.571160,0.445572,0.716331,0.590616,0.491548,0.490682,0.633916,0.524827,0.545501,0.450002,0.637475,0.564016
3600,0.295385,0.277646,0.363159,0.365467,0.387862,0.307398,0.292103,0.256588,0.689285,0.370668,0.393520,0.391326,0.436549,0.401460,0.423947,0.409840,0.496536,0.493706,0.497742,0.496884,0.481375,0.465976,0.689313,0.570293,0.485196,0.485343,0.630116,0.503092,0.578513,0.468169,0.794635,0.681287,0.489215,0.488162,0.651669,0.492501,0.579174,0.444210,0.724182,0.591314,0.491353,0.490406,0.643299,0.522363,0.551379,0.449817,0.640242,0.564353
3800,0.294902,0.275121,0.353361,0.355677,0.394987,0.302647,0.295992,0.250722,0.710825,0.368014,0.390412,0.386780,0.435193,0.396643,0.419075,0.404024,0.495668,0.492614,0.496426,0.495579,0.478640,0.463257,0.691553,0.571118,0.484570,0.484762,0.638417,0.502692,0.584675,0.467720,0.804866,0.682914,0.489605,0.488455,0.661429,0.488286,0.586185,0.444234,0.731500,0.592095,0.492547,0.491542,0.653774,0.519625,0.556602,0.449709,0.642817,0.564788
4000,0.294073,0.272594,0.344575,0.346906,0.402841,0.298626,0.301103,0.246196,0.730971,0.365713,0.388412,0.383305,0.434396,0.392366,0.414332,0.398259,0.494933,0.491452,0.494981,0.494189,0.474896,0.459579,0.692602,0.571520,0.485063,0.485063,0.644920,0.502596,0.590160,0.467852,0.812808,0.684275,0.487358,0.486060,0.671416,0.484961,0.591711,0.442815,0.737934,0.592793,0.491860,0.490839,0.664871,0.516833,0.560939,0.449289,0.644974,0.565176
4200,0.294110,0.271119,0.336462,0.338785,0.410981,0.295470,0.306175,0.242410,0.749844,0.362827,0.385622,0.379116,0.433972,0.388643,0.410487,0.393324,0.494724,0.490882,0.493918,0.493219,0.472144,0.456347,0.694624,0.572287,0.484214,0.484361,0.653150,0.502712,0.594723,0.467782,0.820004,0.685205,0.488967,0.487809,0.681995,0.482551,0.598682,0.442370,0.743494,0.593230,0.491050,0.490091,0.675464,0.513775,0.565979,0.449746,0.646927,0.565345
4400,0.293537,0.269130,0.328774,0.331119,0.419413,0.293031,0.312469,0.239594,0.768544,0.360416,0.384031,0.376115,0.433524,0.385025,0.407252,0.388927,0.494298,0.490139,0.491826,0.491144,0.467705,0.452276,0.693050,0.571377,0.484279,0.484185,0.658463,0.502723,0.598958,0.466754,0.826143,0.686279,0.488207,0.486832,0.693543,0.480643,0.604153,0.441387,0.748657,0.593854,0.490563,0.489587,0.685230,0.511358,0.570843,0.450509,0.648752,0.565717
4600,0.293775,0.267831,0.321332,0.323658,0.426764,0.290418,0.318397,0.237472,0.785931,0.358342,0.383132,0.373572,0.432691,0.381457,0.403838,0.384638,0.493578,0.489055,0.489774,0.489183,0.463596,0.448093,0.691337,0.570423,0.484397,0.484419,0.664516,0.503318,0.602507,0.466496,0.830736,0.686862,0.488901,0.487563,0.703005,0.477336,0.609354,0.440115,0.752801,0.594110,0.491061,0.490051,0.693562,0.509033,0.575368,0.450589,0.650019,0.565779
4800,0.293069,0.265960,0.314387,0.316710,0.434566,0.288153,0.324779,0.236084,0.802604,0.356414,0.382202,0.371136,0.432671,0.378478,0.400717,0.380581,0.493244,0.488397,0.488318,0.487816,0.460192,0.444180,0.689364,0.568671,0.485029,0.484843,0.669807,0.504319,0.606670,0.466346,0.835155,0.687619,0.488855,0.487303,0.710349,0.475538,0.613848,0.439498,0.756929,0.594581,0.490605,0.489498,0.703936,0.506795,0.579240,0.450457,0.651480,0.566051
5000,0.293110,0.264902,0.307929,0.310249,0.441030,0.285725,0.330935,0.235003,0.817962,0.354524,0.381658,0.368933,0.433245,0.375802,0.397903,0.376604,0.492892,0.487674,0.486812,0.486414,0.457666,0.441206,0.687395,0.566573,0.484116,0.483910,0.674697,0.504652,0.609342,0.465724,0.838936,0.688213,0.489236,0.487635,0.717467,0.472385,0.617330,0.438045,0.760655,0.594924,0.491483,0.490384,0.709781,0.504558,0.582336,0.450071,0.652604,0.566208
5200,0.292841,0.263636,0.302168,0.304474,0.447415,0.283690,0.336770,0.234609,0.832723,0.352391,0.381562,0.367328,0.433838,0.373576,0.395304,0.373012,0.492989,0.487442,0.485683,0.485301,0.455901,0.438793,0.685742,0.564507,0.483801,0.483496,0.679909,0.505265,0.612641,0.465281,0.842280,0.688684,0.489013,0.487367,0.724870,0.470574,0.620545,0.437389,0.764180,0.595233,0.491408,0.490244,0.716814,0.503429,0.585856,0.450132,0.653632,0.566337
5400,0.292613,0.262507,0.297089,0.299386,0.452899,0.281716,0.342189,0.234116,0.847019,0.351015,0.381685,0.365837,0.433931,0.370990,0.393236,0.369940,0.492292,0.486403,0.484735,0.484337,0.453903,0.436388,0.683654,0.562173,0.483099,0.482703,0.683156,0.505542,0.614579,0.465010,0.844918,0.689090,0.489150,0.487459,0.730730,0.469360,0.624188,0.437447,0.766981,0.595501,0.491166,0.490067,0.723665,0.502082,0.587997,0.449724,0.654527,0.566469
5600,0.292729,0.261750,0.292636,0.294930,0.458262,0.280309,0.347503,0.234203,0.859369,0.349611,0.381902,0.364721,0.434940,0.369365,0.391284,0.366939,0.491782,0.485584,0.483505,0.483184,0.451466,0.433698,0.681550,0.559378,0.483720,0.483468,0.686029,0.506046,0.616568,0.463630,0.847206,0.689487,0.489922,0.488387,0.735301,0.467623,0.626363,0.436497,0.769363,0.595766,0.490291,0.489172,0.729926,0.499507,0.589651,0.448534,0.655332,0.566627
5800,0.292833,0.261090,0.288568,0.290849,0.463192,0.279058,0.352539,0.234274,0.869853,0.347884,0.382246,0.363745,0.435594,0.367511,0.389518,0.364206,0.491886,0.485318,0.482592,0.482335,0.450130,0.431793,0.679352,0.556335,0.483476,0.483201,0.689712,0.506549,0.618438,0.462729,0.848786,0.689668,0.490092,0.488561,0.740164,0.465867,0.628460,0.435699,0.771034,0.595846,0.489845,0.488774,0.735092,0.498167,0.590925,0.447685,0.655823,0.566635
6000,0.292519,0.260192,0.284973,0.287242,0.467527,0.277747,0.356887,0.234392,0.880169,0.346408,0.382954,0.363200,0.436320,0.365993,0.388029,0.361834,0.491619,0.484630,0.481556,0.481395,0.449008,0.430244,0.676299,0.552747,0.482877,0.482737,0.693275,0.507069,0.619450,0.461654,0.850121,0.689856,0.490081,0.488529,0.744674,0.465014,0.630192,0.434907,0.772533,0.595952,0.489606,0.488475,0.739531,0.497302,0.592878,0.447275,0.656291,0.566674
6200,0.292509,0.259589,0.281838,0.284103,0.471505,0.276453,0.361071,0.234766,0.889784,0.345560,0.383220,0.362306,0.437178,0.364634,0.386515,0.359449,0.491375,0.484145,0.480718,0.480623,0.447843,0.428617,0.673876,0.549756,0.482426,0.482297,0.695865,0.507255,0.620676,0.460436,0.851218,0.689935,0.489915,0.488400,0.748385,0.463715,0.631486,0.434042,0.773782,0.595982,0.490246,0.489126,0.743293,0.495796,0.593910,0.446464,0.656619,0.566647
6400,0.292593,0.259142,0.279050,0.281301,0.474848,0.275147,0.364733,0.234947,0.897888,0.344551,0.383889,0.362013,0.438036,0.363751,0.385477,0.357591,0.491765,0.484204,0.480287,0.480240,0.447523,0.427538,0.671982,0.547259,0.482224,0.482150,0.697540,0.506839,0.621472,0.459597,0.852151,0.690113,0.490491,0.488951,0.751578,0.462924,0.632743,0.433492,0.774963,0.596135,0.490044,0.488933,0.746834,0.494477,0.594820,0.445564,0.657040,0.566749
6600,0.292514,0.258640,0.276636,0.278885,0.477820,0.274109,0.368234,0.235450,0.905514,0.344033,0.384336,0.361516,0.438248,0.362604,0.384059,0.355384,0.491897,0.483923,0.479488,0.479496,0.447066,0.426622,0.669801,0.544799,0.481899,0.481806,0.699146,0.506807,0.622144,0.458528,0.852975,0.690255,0.490762,0.489185,0.753432,0.461577,0.633279,0.432406,0.775925,0.596232,0.489795,0.488652,0.749054,0.492913,0.595386,0.444315,0.657345,0.566805
6800,0.292466,0.258201,0.274440,0.276690,0.480285,0.272967,0.371237,0.235925,0.912074,0.343197,0.384840,0.361130,0.438718,0.361638,0.382924,0.353623,0.491977,0.483649,0.478851,0.478871,0.446821,0.425809,0.667814,0.542546,0.481436,0.481168,0.700545,0.506627,0.622585,0.457537,0.853541,0.690303,0.490956,0.489386,0.755540,0.460681,0.634133,0.431620,0.776638,0.596266,0.489743,0.488612,0.751591,0.491604,0.595621,0.443350,0.657553,0.566805
7000,0.292354,0.257775,0.272581,0.274825,0.482791,0.272226,0.374076,0.236302,0.917599,0.342419,0.385349,0.360908,0.438866,0.360587,0.382133,0.352112,0.492275,0.483606,0.478322,0.478377,0.446007,0.424770,0.665938,0.540364,0.481161,0.480870,0.701568,0.506477,0.622597,0.456477,0.853922,0.690254,0.490965,0.489358,0.756808,0.459842,0.633947,0.430552,0.777152,0.596199,0.489674,0.488498,0.753454,0.490413,0.595759,0.442534,0.657607,0.566720
7200,0.292222,0.257352,0.270896,0.273137,0.484775,0.271409,0.376643,0.236836,0.922593,0.341942,0.385862,0.360694,0.438951,0.359573,0.381464,0.350679,0.492424,0.483492,0.477765,0.477853,0.445578,0.424058,0.664201,0.538471,0.481360,0.481058,0.702754,0.506621,0.622870,0.455563,0.854237,0.690216,0.490795,0.489103,0.758002,0.458742,0.633998,0.429684,0.777544,0.596144,0.489628,0.488462,0.754601,0.489232,0.595936,0.441639,0.657649,0.566646
7400,0.292368,0.257191,0.269341,0.271573,0.486763,0.270824,0.378919,0.237204,0.927075,0.341549,0.386297,0.360460,0.439614,0.358908,0.380628,0.349231,0.492491,0.483263,0.477339,0.477452,0.445153,0.423369,0.662376,0.536589,0.481286,0.480870,0.703451,0.506660,0.623006,0.454678,0.854589,0.690259,0.490849,0.489123,0.758995,0.457851,0.633962,0.428896,0.778018,0.596184,0.489504,0.488305,0.755400,0.488123,0.595888,0.440740,0.657775,0.566661
7600,0.292329,0.256897,0.267967,0.270196,0.488297,0.270161,0.381059,0.237598,0.931351,0.341062,0.386716,0.360264,0.439941,0.358268,0.380005,0.348025,0.492495,0.483058,0.476841,0.476969,0.444924,0.422819,0.660724,0.534829,0.481111,0.480703,0.704355,0.506444,0.623002,0.453722,0.854882,0.690284,0.491010,0.489253,0.759801,0.456869,0.633707,0.427726,0.778392,0.596203,0.489565,0.488345,0.756246,0.487109,0.595759,0.439882,0.657874,0.566666
7800,0.292148,0.256495,0.266653,0.268877,0.489975,0.269710,0.383117,0.238039,0.935297,0.340573,0.387179,0.360169,0.440098,0.357509,0.379404,0.346900,0.492581,0.482933,0.476583,0.476720,0.444631,0.422245,0.659309,0.533261,0.481123,0.480624,0.705188,0.506475,0.623078,0.453002,0.855132,0.690286,0.491165,0.489419,0.760234,0.456060,0.633391,0.426728,0.778712,0.596201,0.489646,0.488412,0.756948,0.486183,0.595471,0.438982,0.657932,0.566647
8000,0.292091,0.256198,0.265402,0.267626,0.491313,0.269075,0.385106,0.238456,0.938762,0.339984,0.387539,0.359981,0.440244,0.356830,0.378863,0.345786,0.492528,0.482664,0.476063,0.476243,0.444391,0.421748,0.657766,0.531686,0.480916,0.480335,0.705806,0.506394,0.622979,0.452128,0.855315,0.690263,0.491254,0.489487,0.760756,0.455202,0.633053,0.425776,0.778968,0.596179,0.489340,0.488064,0.757419,0.485312,0.595363,0.438215,0.657962,0.566613
