step,train_loss,val_bpb,ln2_norm_L0,ln2_norm_L1,ln2_norm_L2,ln2_norm_L3,ln2_norm_L4,ln2_norm_L5,ln2_mean_L0,ln2_mean_L1,ln2_mean_L2,ln2_mean_L3,ln2_mean_L4,ln2_mean_L5,ln1_norm_L0,ln1_norm_L1,ln1_norm_L2,ln1_norm_L3,ln1_norm_L4,ln1_norm_L5,lm_g_L0,lm_g_L1,lm_g_L2,lm_g_L3,lm_g_L4,lm_g_L5,lm_beta_L0,lm_beta_L1,lm_beta_L2,lm_beta_L3,lm_beta_L4,lm_beta_L5,lm_gamma_L0,lm_gamma_L1,lm_gamma_L2,lm_gamma_L3,lm_gamma_L4,lm_gamma_L5,lut_tv,lut_tv_L0,lut_tv_L1,lut_tv_L2,lut_tv_L3,lut_tv_L4,lut_tv_L5
5500,11.112308,3.372307,20.395044,20.482985,22.054396,22.246319,22.075518,21.935726,1.040563,1.045085,1.125095,1.134591,1.125181,1.118852,19.558468,19.443403,19.892769,20.696404,20.266394,20.258669,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.12911534,2.15668607,2.30256438,2.61318350,2.74726868,2.60875082,0.94682932,0.94088233,0.90612155,0.78654087,0.75744808,0.81058431,2.50903211e-03,6.06697146e-03,3.26619530e-03,2.10277317e-03,1.72488100e-03,1.06165837e-03,8.31713376e-04
6000,12.009053,3.569382,20.572699,20.833755,22.054411,22.391317,22.131733,21.955000,1.049518,1.062917,1.125098,1.141932,1.127959,1.119822,19.544922,19.537733,19.928928,20.807268,20.278358,20.260738,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.16771412,2.21925259,2.32556200,2.67818570,2.79828739,2.62472725,0.93267983,0.91559684,0.90064472,0.77115011,0.74694496,0.80870235,2.69029416e-03,6.61451416e-03,3.78243695e-03,2.12414982e-03,1.72690372e-03,1.06198702e-03,8.31773272e-04
6500,11.748466,3.264466,20.595564,20.905071,22.259436,22.655956,22.213009,22.016418,1.050623,1.066528,1.135502,1.155270,1.131963,1.122912,19.539660,19.536465,19.956533,20.980511,20.302160,20.267525,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.17660260,2.23145890,2.34989595,2.81930232,2.88262391,2.66421247,0.92932713,0.91150552,0.89928812,0.73674142,0.73051369,0.80205631,2.77681819e-03,7.00480072e-03,3.88551853e-03,2.14640237e-03,1.72967184e-03,1.06250099e-03,8.32014659e-04
7000,12.675054,3.973458,20.600115,21.103037,22.624908,22.878429,22.266371,22.021704,1.050859,1.076505,1.153930,1.166419,1.134583,1.123178,19.537128,19.586376,20.022083,21.049398,20.308100,20.268629,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.18451691,2.27373838,2.39721036,2.95173335,2.93382645,2.66945386,0.92726165,0.89927536,0.88485986,0.70718884,0.72142243,0.80134994,2.87030880e-03,7.26248231e-03,4.17491933e-03,2.15870095e-03,1.73098047e-03,1.06273999e-03,8.32029735e-04
7500,11.522553,3.421598,20.657770,21.112461,22.667994,22.962994,22.292490,22.029028,1.053813,1.076968,1.156067,1.170637,1.135865,1.123545,19.535072,19.578287,19.957565,21.084230,20.310364,20.269524,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.18880844,2.28789425,2.39388895,3.03804874,2.96290398,2.67674160,0.92717159,0.90246922,0.89298695,0.69008011,0.71708459,0.80041969,2.90559512e-03,7.49357836e-03,4.15392313e-03,2.15967675e-03,1.73148769e-03,1.06285140e-03,8.32053367e-04
8000,11.361289,3.448012,20.679153,21.060127,23.168379,23.111996,22.316351,22.032339,1.054949,1.074306,1.181444,1.178092,1.137035,1.123712,19.536875,19.583424,20.042215,21.079248,20.313084,20.270020,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.18684888,2.27862167,2.47253418,3.13219666,2.98993134,2.68015766,0.92797452,0.90770918,0.87123674,0.67300707,0.71296155,0.79999137,2.92519287e-03,7.63485068e-03,4.11680201e-03,2.17237161e-03,1.73212367e-03,1.06294756e-03,8.32061691e-04
8500,11.532144,3.577794,20.690130,21.180307,23.472778,23.187693,22.331739,22.035561,1.055539,1.080402,1.196694,1.181858,1.137789,1.123873,19.534298,19.589508,20.027222,21.135128,20.315538,20.270618,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.19330525,2.32908773,2.55256319,3.20561409,3.01320910,2.68378496,0.92772812,0.88999063,0.85143971,0.66128212,0.70938098,0.79951876,2.99637437e-03,7.85388984e-03,4.31889715e-03,2.17780238e-03,1.73256779e-03,1.06301846e-03,8.32070597e-04
9000,11.646759,3.531146,20.669458,21.334593,23.870514,23.274187,22.349169,22.039434,1.054486,1.088210,1.216594,1.186174,1.138643,1.124068,19.530685,19.607496,20.010012,21.173292,20.318094,20.271246,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.19283056,2.35120010,2.61141825,3.27984071,3.03632379,2.68846965,0.92799884,0.88285488,0.84105444,0.64940655,0.70614767,0.79887223,3.06420469e-03,7.99798500e-03,4.57672123e-03,2.18234747e-03,1.73299480e-03,1.06309645e-03,8.32083169e-04
9500,10.979789,3.311405,20.666731,21.334867,24.018042,23.308912,22.355499,22.040552,1.054410,1.088234,1.224022,1.187907,1.138954,1.124124,19.534590,19.599577,20.006512,21.181992,20.318720,20.271429,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.18687510,2.34680843,2.64494729,3.31152225,3.04520655,2.68965149,0.93060941,0.88582289,0.83533520,0.64495134,0.70499498,0.79874647,3.08353438e-03,8.09951406e-03,4.58922423e-03,2.18412327e-03,1.73313869e-03,1.06312311e-03,8.32082937e-04
10000,11.113603,3.455770,20.671242,21.393307,24.205128,23.372269,22.365561,22.041677,1.054622,1.091162,1.233491,1.191073,1.139447,1.124180,19.539001,19.609896,20.004753,21.195030,20.319857,20.271738,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.18573856,2.36324215,2.69413090,3.36175203,3.05981994,2.69094062,0.93119729,0.87984467,0.82755613,0.63782102,0.70296687,0.79859960,3.11976957e-03,8.15426931e-03,4.74728597e-03,2.18840712e-03,1.73340610e-03,1.06316688e-03,8.32082063e-04
10500,11.651598,3.555662,20.664227,21.391430,24.318449,23.415709,22.372766,22.043228,1.054277,1.091079,1.239282,1.193238,1.139800,1.124258,19.539478,19.623756,20.018915,21.229445,20.321095,20.271896,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.18898559,2.36419010,2.71966052,3.40296960,3.07092452,2.69294286,0.93096715,0.88092762,0.82569504,0.63185757,0.70137340,0.79831553,3.13699891e-03,8.24763160e-03,4.75551421e-03,2.18995730e-03,1.73360773e-03,1.06320006e-03,8.32082529e-04
11000,11.821380,3.596224,20.666876,21.493624,24.544142,23.485779,22.381035,22.044941,1.054383,1.096241,1.250579,1.196741,1.140204,1.124344,19.540567,19.630968,20.025682,21.275053,20.322678,20.272087,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.18988252,2.38037610,2.76906157,3.45319629,3.08395863,2.69506192,0.92979366,0.87577480,0.81599188,0.62443739,0.69941300,0.79804963,3.18174164e-03,8.33681785e-03,4.93200775e-03,2.19239853e-03,1.73390366e-03,1.06323836e-03,8.32083693e-04
11500,11.882974,3.622642,20.716831,21.674118,25.025364,23.548725,22.385128,22.045546,1.056874,1.105351,1.274751,1.199901,1.140404,1.124374,19.537466,19.640535,20.038567,21.319996,20.323629,20.272108,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.20089746,2.40952063,2.84884214,3.49396515,3.08994460,2.69596362,0.92491680,0.86562747,0.79809159,0.61852133,0.69847387,0.79792517,3.24298816e-03,8.46887752e-03,5.16218320e-03,2.19740882e-03,1.73412031e-03,1.06325548e-03,8.32083635e-04
12000,9.299811,2.981172,20.799782,21.967756,25.694399,24.113361,22.530462,22.058994,1.061100,1.120358,1.308825,1.228632,1.147480,1.125035,19.536583,19.642578,20.447582,21.761528,20.463354,20.279417,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.21334624,2.47389150,2.94926190,3.61156750,3.16444468,2.72349215,0.92009801,0.84470296,0.77165222,0.59886962,0.68385249,0.79148203,3.44521064e-03,8.83252174e-03,5.56578301e-03,2.56748917e-03,1.80775754e-03,1.06552348e-03,8.32188933e-04
12500,9.285117,2.861554,20.801489,22.103361,26.143591,24.558924,22.691454,22.075474,1.061180,1.127222,1.331778,1.251380,1.155373,1.125839,19.538593,19.655380,20.521740,21.837116,20.620733,20.288240,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.21387434,2.50477529,3.01469088,3.69610548,3.22425795,2.75794339,0.91958970,0.83581072,0.76078892,0.58522063,0.67380381,0.78388679,3.53444895e-03,8.93587433e-03,5.75029710e-03,2.73019634e-03,1.88963488e-03,1.06834504e-03,8.32346035e-04
13000,9.699829,2.969010,20.814272,22.131630,26.441044,24.795218,22.735746,22.078791,1.061805,1.128713,1.346939,1.263409,1.157537,1.126001,19.538877,19.637596,20.528818,21.868050,20.651606,20.289660,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.21479177,2.52009821,3.05271769,3.74176669,3.23922110,2.76516175,0.91907710,0.83176786,0.75448585,0.57890081,0.67165345,0.78256255,3.55353255e-03,8.99897423e-03,5.77327097e-03,2.74581765e-03,1.90202077e-03,1.06874353e-03,8.32368154e-04
13500,9.741878,2.989557,20.817919,22.153744,26.691837,24.881769,22.738085,22.078806,1.061983,1.129856,1.359663,1.267786,1.157650,1.126002,19.538559,19.641560,20.528809,21.880621,20.652336,20.289660,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.21587420,2.53022146,3.07147145,3.75732160,3.24006534,2.76540232,0.91866308,0.82914227,0.75501835,0.57751143,0.67156297,0.78252578,3.55688857e-03,9.00126435e-03,5.78904850e-03,2.74768192e-03,1.90222007e-03,1.06874842e-03,8.32368154e-04
14000,9.783826,2.992548,20.808764,22.193762,26.872480,24.919714,22.738884,22.078806,1.061525,1.131883,1.368796,1.269702,1.157689,1.126002,19.538404,19.641249,20.530872,21.885160,20.652456,20.289660,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.21429396,2.54399753,3.06707096,3.76314235,3.24036479,2.76547623,0.91931069,0.82533294,0.75879943,0.57706451,0.67152995,0.78251326,3.56351437e-03,9.01522674e-03,5.81416767e-03,2.74828635e-03,1.90228876e-03,1.06874853e-03,8.32368154e-04
14500,9.763609,2.982222,20.805017,22.223709,27.014637,24.948671,22.739449,22.078806,1.061345,1.133402,1.375972,1.271164,1.157717,1.126002,19.537479,19.635952,20.532608,21.888241,20.652508,20.289660,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.21267486,2.55393815,3.06082439,3.76707172,3.24057865,2.76550770,0.92028296,0.82265580,0.76213384,0.57677579,0.67150629,0.78250384,3.56594558e-03,9.01072007e-03,5.83282206e-03,2.74867634e-03,1.90233835e-03,1.06874853e-03,8.32368154e-04
15000,9.741551,2.980098,20.804544,22.262732,27.137318,24.978682,22.740044,22.078806,1.061317,1.135372,1.382167,1.272679,1.157745,1.126002,19.536600,19.636547,20.534212,21.890934,20.652565,20.289660,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.21203542,2.56418490,3.05472779,3.77088857,3.24081564,2.76554084,0.92082405,0.81996989,0.76529175,0.57649559,0.67148286,0.78249496,3.57092834e-03,9.01949313e-03,5.85351884e-03,2.74904631e-03,1.90239493e-03,1.06874865e-03,8.32368154e-04
15500,9.702667,2.952502,20.804697,22.284842,27.204508,24.995068,22.740271,22.078806,1.061328,1.136473,1.385550,1.273505,1.157756,1.126002,19.536604,19.638535,20.536175,21.891443,20.652565,20.289660,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.21219444,2.57310677,3.04530907,3.77304077,3.24092793,2.76554084,0.92080951,0.81753033,0.76821434,0.57633406,0.67147189,0.78249025,3.57561690e-03,9.03401244e-03,5.86698158e-03,2.74916901e-03,1.90242159e-03,1.06874865e-03,8.32368154e-04
16000,11.015567,3.221584,20.818388,22.369526,27.305790,24.998556,22.740271,22.078806,1.062081,1.140659,1.390661,1.273681,1.157756,1.126002,19.534618,19.687813,20.548239,21.890877,20.652565,20.289660,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.21539927,2.59984708,3.04412198,3.77446723,3.24092793,2.76554084,0.91994828,0.80930859,0.77170658,0.57618332,0.67146724,0.78249025,3.60136332e-03,9.08198673e-03,5.97308762e-03,2.74956715e-03,1.90242159e-03,1.06874865e-03,8.32368154e-04
