step,train_loss,qreg_loss,lambda,val_loss,val_loss_snapped
0,6.688290,0.362916,0.000000,6.670768,6.829286
1000,2.184643,0.444787,0.000000,2.126444,2.292240
2000,1.937632,0.487752,0.000000,1.924303,1.966767
3000,1.850071,0.495656,0.000000,1.840288,1.857485
4000,1.794808,0.498344,0.000000,1.788190,1.795120
5000,1.760408,0.499166,0.000000,1.761208,1.765727
6000,1.735485,0.499703,0.000000,1.732432,1.735391
7000,1.716863,0.499917,0.000000,1.713582,1.716935
8000,1.707641,0.499987,0.000000,1.702768,1.703483
9000,1.688492,0.499984,0.000000,1.688594,1.689417
10000,1.678917,0.499975,0.000000,1.677913,1.678967
11000,1.669774,0.500009,0.000000,1.664747,1.665571
12000,1.657876,0.499954,0.000000,1.648276,1.649240
13000,1.646388,0.499983,0.000000,1.640940,1.641255
14000,1.635685,0.500036,0.000000,1.634814,1.634344
15000,1.626908,0.499967,0.000000,1.622691,1.622946
16000,1.623635,0.500007,0.000000,1.618421,1.618630
17000,1.612098,0.500032,0.000000,1.612030,1.612420
18000,1.605526,0.499989,0.000000,1.608421,1.607511
19000,1.609393,0.499982,0.000000,1.603513,1.603185
20000,1.595755,0.500027,0.000000,1.598704,1.598354
21000,1.590157,0.499982,0.000000,1.591643,1.591919
22000,1.598074,0.500013,0.000000,1.587588,1.587747
23000,1.592973,0.499922,0.000000,1.587438,1.588950
24000,1.584855,0.499940,0.000000,1.582477,1.582135
25000,1.584672,0.500024,0.000000,1.580602,1.580288
26000,1.575758,0.500043,0.000000,1.577202,1.577247
27000,1.578597,0.500017,0.000000,1.574079,1.573940
28000,1.576381,0.499987,0.000000,1.571398,1.572675
29000,1.568003,0.499923,0.000000,1.568774,1.568901
30000,1.571928,0.499982,0.000000,1.564520,1.565210
31000,1.563431,0.499951,0.000000,1.564874,1.564267
32000,1.559735,0.499988,0.000000,1.562265,1.561814
33000,1.562549,0.500012,0.000000,1.560685,1.561490
34000,1.557183,0.500009,0.000000,1.557059,1.557292
35000,1.558173,0.499919,0.000000,1.554616,1.555015
36000,1.553466,0.499896,0.000000,1.554084,1.553697
37000,1.556356,0.499987,0.000000,1.551051,1.551193
38000,1.552255,0.500017,0.000000,1.549064,1.549551
39000,1.549093,0.499998,0.000000,1.546644,1.547441
40000,1.546685,0.499971,0.000000,1.546272,1.546589
41000,1.545665,0.500035,0.000000,1.544646,1.544589
42000,1.548069,0.499963,0.000000,1.542931,1.543613
43000,1.540207,0.500026,0.000000,1.542268,1.541866
44000,1.541444,0.499919,0.000000,1.540534,1.540471
45000,1.543365,0.499960,0.000000,1.539181,1.539224
46000,1.543666,0.499991,0.000000,1.538951,1.539475
47000,1.535886,0.500022,0.000000,1.535895,1.536529
48000,1.536794,0.499965,0.000000,1.535965,1.535844
49000,1.532957,0.499967,0.000000,1.534839,1.533890
50000,1.535091,0.499964,0.000000,1.531582,1.531959
51000,1.534965,0.500032,0.000000,1.530116,1.529805
52000,1.528556,0.499916,0.000000,1.530208,1.529704
53000,1.529900,0.500005,0.000000,1.529336,1.528762
54000,1.524533,0.499973,0.000000,1.527280,1.527341
55000,1.524506,0.499976,0.000000,1.526306,1.526492
56000,1.525591,0.500010,0.000000,1.522629,1.524740
57000,1.520298,0.499978,0.000000,1.523690,1.523093
58000,1.521121,0.499986,0.000000,1.522987,1.523034
59000,1.520655,0.499972,0.000000,1.520726,1.521113
60000,1.522614,0.499986,0.000000,1.520216,1.521198
61000,1.521365,0.499934,0.000000,1.519934,1.519375
62000,1.517615,0.499975,0.000000,1.518167,1.518693
63000,1.515165,0.499970,0.000000,1.516544,1.516231
64000,1.514300,0.500046,0.000000,1.516108,1.517098
65000,1.519553,0.499988,0.000000,1.515471,1.515162
66000,1.512659,0.500000,0.000000,1.513789,1.513923
67000,1.508612,0.499949,0.000000,1.512316,1.511895
68000,1.513646,0.499972,0.000000,1.511546,1.511783
69000,1.513109,0.499974,0.000000,1.511402,1.510606
70000,1.506949,0.499931,0.000000,1.509835,1.511092
71000,1.510008,0.499989,0.000000,1.509692,1.509405
72000,1.506791,0.499911,0.000000,1.508317,1.508225
73000,1.509239,0.500012,0.000000,1.507530,1.507220
74000,1.506343,0.499997,0.000000,1.506966,1.506732
75000,1.506070,0.499941,0.000000,1.506039,1.506595
76000,1.505608,0.499927,0.000000,1.505160,1.504201
77000,1.507085,0.499985,0.000000,1.503899,1.503809
78000,1.501307,0.499983,0.000000,1.503247,1.503548
79000,1.505688,0.500063,0.000000,1.502399,1.502823
80000,1.502308,0.499936,0.000000,1.501840,1.502315
81000,1.504132,0.499969,0.000000,1.502085,1.501270
82000,1.500249,0.499917,0.000000,1.499892,1.501456
83000,1.496502,0.499967,0.000000,1.499714,1.499072
84000,1.504259,0.499793,0.000000,1.499371,1.498242
85000,1.500639,0.499927,0.000000,1.497750,1.497860
86000,1.500884,0.499909,0.000000,1.497481,1.497651
87000,1.499772,0.500009,0.000000,1.497580,1.497483
88000,1.498764,0.499951,0.000000,1.496180,1.497166
89000,1.498300,0.500062,0.000000,1.496619,1.496097
90000,1.496144,0.499961,0.000000,1.495814,1.495329
91000,1.496224,0.499856,0.000000,1.496049,1.496705
92000,1.500332,0.500014,0.000000,1.495180,1.495669
93000,1.495802,0.499988,0.000000,1.495660,1.496169
94000,1.493772,0.499858,0.000000,1.495324,1.495243
95000,1.496959,0.499894,0.000000,1.495047,1.495022
96000,1.491304,0.499886,0.000000,1.494718,1.494497
97000,1.492655,0.500140,0.000000,1.493166,1.493960
98000,1.494087,0.499939,0.000000,1.493818,1.494149
99000,1.492854,0.500063,0.000000,1.492910,1.493263
