step,train_loss,val_loss,val_loss_hard
0,5.548307,5.549128,5.549128
1000,3.025822,2.961517,2.961517
2000,2.595949,2.576448,2.576448
3000,2.428182,2.404858,2.404858
4000,2.320152,2.311709,2.311709
5000,2.254594,2.244249,2.244249
6000,2.194560,2.192012,2.192012
7000,2.142065,2.146138,2.146138
8000,2.124200,2.115628,2.115628
9000,2.094421,2.090367,2.090367
10000,2.062973,2.065603,2.065603
11000,2.045796,2.043778,2.043778
12000,2.029302,2.027638,2.027638
13000,2.021056,2.016012,2.016012
14000,2.001865,2.000139,2.000139
15000,2.001468,1.990756,1.990756
16000,1.976124,1.976724,1.976724
17000,1.964941,1.960067,1.960067
18000,1.957741,1.953319,1.953319
19000,1.947036,1.943503,1.943503
20000,1.940195,1.933763,1.933763
21000,1.936876,1.927471,1.927471
22000,1.921994,1.918888,1.918888
23000,1.914205,1.913123,1.913123
24000,1.905641,1.906007,1.906007
25000,1.893422,1.894075,1.894075
26000,1.900340,1.893263,1.893263
27000,1.890530,1.887247,1.887247
28000,1.884648,1.883402,1.883402
29000,1.875149,1.873742,1.873742
30000,1.875950,1.873090,1.873090
31000,1.870650,1.866605,1.866605
32000,1.865748,1.860283,1.860283
33000,1.863133,1.854631,1.854631
34000,1.851076,1.851253,1.851253
35000,1.852998,1.846639,1.846639
36000,1.854689,1.843515,1.843515
37000,1.847962,1.844285,1.844285
38000,1.841386,1.840291,1.840291
39000,1.847118,1.835434,1.835434
40000,1.831259,1.830682,1.830682
41000,1.825431,1.829734,1.829734
42000,1.842310,1.826399,1.826399
43000,1.827505,1.828616,1.828616
44000,1.826070,1.822153,1.822153
45000,1.823104,1.820806,1.820806
46000,1.821824,1.820281,1.820281
47000,1.817102,1.818128,1.818128
48000,1.824356,1.817527,1.817527
49000,1.824912,1.816839,1.816839
