step,L0.qk_joint.T_soft,L0.qk_joint.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_joint.T_soft,L1.qk_joint.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_joint.T_soft,L2.qk_joint.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_joint.T_soft,L3.qk_joint.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_joint.T_soft,L4.qk_joint.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_joint.T_soft,L5.qk_joint.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
2000,0.344824,0.341596,0.460977,0.463248,0.401365,0.391884,0.347890,0.346042,0.478599,0.387943,0.452091,0.455106,0.467998,0.456787,0.468156,0.461357,0.514303,0.512443,0.516782,0.519396,0.538642,0.525182,0.642238,0.636001,0.497869,0.497793,0.589740,0.576776,0.499589,0.442586,0.653763,0.602549,0.488199,0.486513,0.561110,0.428642,0.491289,0.441309,0.620227,0.568727,0.494664,0.494159,0.565799,0.447245,0.531351,0.486268,0.627209,0.576264
2200,0.335000,0.330598,0.447339,0.449622,0.388076,0.375925,0.333130,0.330253,0.495879,0.381782,0.445183,0.448212,0.462647,0.449813,0.460288,0.452946,0.512688,0.510431,0.515412,0.518074,0.539650,0.524255,0.651035,0.644602,0.496834,0.496913,0.602475,0.588343,0.509040,0.440867,0.665307,0.606398,0.487381,0.486033,0.570153,0.422221,0.497100,0.439684,0.627977,0.570629,0.492920,0.492634,0.575749,0.438376,0.540493,0.483364,0.639911,0.578222
2400,0.327294,0.321582,0.435396,0.437728,0.378117,0.361586,0.320304,0.315870,0.515075,0.376332,0.440045,0.442988,0.459637,0.444349,0.453204,0.445257,0.512263,0.509772,0.514769,0.517540,0.540428,0.523343,0.659034,0.651562,0.495841,0.495988,0.613822,0.597648,0.518148,0.440915,0.673139,0.608925,0.485611,0.484608,0.579486,0.415880,0.505700,0.438078,0.634513,0.572151,0.492091,0.491104,0.586631,0.432567,0.545341,0.481423,0.651023,0.579674
2600,0.321245,0.314008,0.421854,0.424183,0.371573,0.348965,0.309328,0.302759,0.534577,0.373228,0.435120,0.437851,0.455346,0.437988,0.445500,0.437018,0.510433,0.507666,0.512799,0.515507,0.539252,0.521175,0.664780,0.656533,0.495282,0.495337,0.629436,0.610087,0.523823,0.439487,0.679708,0.611268,0.486365,0.484854,0.589951,0.410205,0.511746,0.436511,0.639967,0.573663,0.492019,0.490702,0.598030,0.427541,0.550561,0.479000,0.660527,0.581076
2800,0.315895,0.307270,0.409185,0.411551,0.368198,0.337520,0.301053,0.290939,0.554699,0.368636,0.428892,0.431506,0.451153,0.431488,0.438298,0.429121,0.509406,0.506279,0.510466,0.513339,0.537479,0.518555,0.669385,0.660689,0.494728,0.494915,0.643750,0.621124,0.533839,0.439854,0.684978,0.613073,0.482780,0.480864,0.597247,0.404999,0.517625,0.436427,0.644454,0.574806,0.494047,0.493087,0.607065,0.420162,0.557767,0.477115,0.669533,0.582136
3000,0.311503,0.301645,0.397869,0.400281,0.368807,0.328192,0.295338,0.280698,0.575158,0.363817,0.424057,0.426112,0.448229,0.426139,0.431739,0.422012,0.507264,0.503938,0.507475,0.510420,0.533903,0.514965,0.672566,0.663445,0.495770,0.496128,0.653597,0.627381,0.540168,0.439520,0.689706,0.614639,0.481578,0.479184,0.606010,0.398826,0.524158,0.436624,0.648635,0.575840,0.494146,0.493254,0.616761,0.413072,0.567455,0.476261,0.677987,0.583136
3200,0.308531,0.297240,0.385672,0.388107,0.372964,0.319107,0.291454,0.271139,0.596895,0.362267,0.420495,0.421892,0.444082,0.419262,0.425149,0.414686,0.506330,0.502824,0.505337,0.508381,0.531293,0.511500,0.674822,0.665242,0.494179,0.494613,0.662715,0.633599,0.548188,0.439746,0.693834,0.615980,0.482355,0.479418,0.616645,0.394713,0.532245,0.436889,0.652045,0.576664,0.494887,0.493979,0.627979,0.407066,0.574148,0.474464,0.685716,0.583878
3400,0.306270,0.293587,0.373792,0.376231,0.378545,0.313267,0.291194,0.263540,0.616066,0.358116,0.416577,0.417430,0.442554,0.414727,0.419097,0.407897,0.505706,0.501945,0.503561,0.506662,0.529708,0.508698,0.677056,0.666847,0.495010,0.495498,0.675435,0.643505,0.555088,0.439741,0.697293,0.617232,0.483303,0.480381,0.628223,0.391600,0.538786,0.437748,0.655222,0.577537,0.494842,0.493520,0.638090,0.402689,0.582244,0.473505,0.692346,0.584613
3600,0.303615,0.289757,0.363187,0.365615,0.384769,0.308209,0.293543,0.256576,0.635557,0.355758,0.412700,0.412765,0.440506,0.409903,0.414107,0.402088,0.505204,0.501168,0.501375,0.504671,0.526278,0.504502,0.677832,0.666573,0.495197,0.495703,0.689501,0.652416,0.560030,0.439770,0.699973,0.618146,0.483154,0.479931,0.637534,0.388759,0.543748,0.437217,0.657803,0.578167,0.496756,0.495167,0.648506,0.398149,0.588986,0.471119,0.698516,0.585185
3800,0.302346,0.287266,0.352984,0.355432,0.392823,0.303326,0.299139,0.250497,0.654707,0.353614,0.409172,0.408201,0.438420,0.404776,0.408602,0.395540,0.504550,0.500230,0.499337,0.502678,0.522072,0.499889,0.678378,0.665751,0.495789,0.496334,0.700553,0.659358,0.563975,0.439619,0.702791,0.619075,0.486354,0.482584,0.649496,0.385853,0.549258,0.436419,0.660234,0.578796,0.497954,0.495724,0.658423,0.394193,0.594939,0.468470,0.704014,0.585702
4000,0.300931,0.284745,0.343824,0.346264,0.399709,0.299328,0.303204,0.246125,0.673496,0.351577,0.407215,0.405055,0.436837,0.400418,0.404324,0.390544,0.503328,0.498824,0.497203,0.500647,0.518042,0.495622,0.678811,0.665220,0.495137,0.495769,0.711008,0.666527,0.569197,0.439802,0.705235,0.619857,0.487854,0.484191,0.659212,0.383552,0.556086,0.437472,0.662399,0.579280,0.499439,0.497394,0.667515,0.390653,0.601844,0.467117,0.709683,0.586115
4200,0.300259,0.282924,0.335069,0.337508,0.407308,0.296175,0.309229,0.242761,0.691427,0.349704,0.404612,0.401536,0.436488,0.397151,0.400110,0.385426,0.502846,0.498098,0.495269,0.498810,0.514826,0.491633,0.679007,0.664403,0.495954,0.496379,0.721128,0.673019,0.573820,0.439451,0.707573,0.620610,0.488486,0.485011,0.669280,0.380610,0.560945,0.437064,0.664336,0.579740,0.498677,0.496252,0.677152,0.387465,0.607873,0.465679,0.713922,0.586451
4400,0.299057,0.280763,0.327099,0.329547,0.414863,0.293356,0.315654,0.240441,0.708938,0.347665,0.403192,0.398830,0.436133,0.393950,0.395990,0.380423,0.501407,0.496469,0.492802,0.496374,0.510576,0.487156,0.677726,0.661366,0.495594,0.496085,0.731272,0.680583,0.578193,0.439285,0.709695,0.621338,0.487439,0.484109,0.678618,0.378327,0.564675,0.436495,0.666160,0.580224,0.498184,0.495186,0.685215,0.385098,0.612355,0.464074,0.717886,0.586802
4600,0.298502,0.279252,0.319998,0.322455,0.422116,0.290637,0.322021,0.238629,0.725379,0.346543,0.401138,0.395756,0.435151,0.390110,0.392364,0.375842,0.500792,0.495694,0.490863,0.494570,0.506886,0.482514,0.677081,0.658947,0.495342,0.495989,0.739923,0.686174,0.582389,0.439129,0.711713,0.622031,0.485649,0.482438,0.686240,0.375974,0.568945,0.436517,0.667688,0.580640,0.500216,0.497174,0.693079,0.382807,0.616999,0.463335,0.721183,0.587099
4800,0.297349,0.277308,0.313169,0.315609,0.429355,0.288345,0.328033,0.237452,0.739466,0.344665,0.399980,0.393244,0.435669,0.387388,0.389029,0.371615,0.500440,0.495025,0.488506,0.492307,0.503534,0.478768,0.675401,0.655375,0.496490,0.497065,0.748406,0.692804,0.585472,0.438594,0.713495,0.622657,0.485773,0.482516,0.696132,0.373737,0.572837,0.436258,0.669006,0.580991,0.500600,0.497887,0.700161,0.381196,0.620563,0.462559,0.724207,0.587365
5000,0.296985,0.276150,0.306909,0.309336,0.436051,0.286126,0.334334,0.236757,0.754077,0.343881,0.399291,0.391195,0.435057,0.384549,0.386382,0.367983,0.500024,0.494367,0.486397,0.490350,0.500712,0.475172,0.673864,0.652025,0.496211,0.496876,0.757019,0.697428,0.587804,0.438191,0.715045,0.623199,0.485100,0.481718,0.703401,0.371605,0.575656,0.435605,0.670223,0.581314,0.501378,0.498838,0.706458,0.379098,0.623474,0.461529,0.726950,0.587598
5200,0.296420,0.274898,0.301469,0.303883,0.441995,0.284367,0.340383,0.236658,0.767526,0.342094,0.398731,0.389183,0.434636,0.381749,0.383518,0.364304,0.499574,0.493735,0.485138,0.489211,0.498569,0.472523,0.672836,0.649481,0.496524,0.497196,0.762900,0.701510,0.590384,0.437630,0.716322,0.623635,0.485742,0.482285,0.707745,0.370504,0.577951,0.435121,0.671140,0.581524,0.501411,0.498969,0.713009,0.376873,0.627242,0.460772,0.729092,0.587733
5400,0.295804,0.273615,0.296526,0.298937,0.447373,0.282738,0.346328,0.236515,0.780163,0.341727,0.398698,0.387774,0.435238,0.379838,0.381019,0.360987,0.498580,0.492575,0.483346,0.487507,0.496138,0.469570,0.671045,0.646100,0.496985,0.497620,0.769803,0.705727,0.592506,0.437063,0.717426,0.624002,0.487118,0.483532,0.714384,0.368999,0.580519,0.434294,0.671919,0.581696,0.500910,0.498622,0.717801,0.375909,0.629375,0.460048,0.730838,0.587827
5600,0.295491,0.272709,0.292030,0.294434,0.452003,0.281451,0.351445,0.236325,0.791221,0.340890,0.398907,0.386791,0.435323,0.377782,0.379159,0.358392,0.498242,0.492145,0.482133,0.486395,0.494126,0.466911,0.669669,0.643193,0.496473,0.496842,0.774350,0.708508,0.594674,0.436274,0.718249,0.624251,0.486946,0.483026,0.718235,0.367197,0.581991,0.433283,0.672546,0.581830,0.500642,0.497970,0.722027,0.375510,0.631792,0.459994,0.732331,0.587895
5800,0.295216,0.271912,0.288109,0.290503,0.456348,0.280021,0.356266,0.236442,0.801818,0.340291,0.399100,0.385788,0.435293,0.375704,0.377434,0.355817,0.498032,0.491707,0.480823,0.485201,0.492980,0.464764,0.668140,0.640332,0.496726,0.497141,0.779238,0.711720,0.596317,0.435371,0.719067,0.624569,0.486878,0.482922,0.721854,0.365800,0.583577,0.432120,0.673157,0.582019,0.501153,0.498265,0.726357,0.374862,0.633606,0.459551,0.733726,0.588033
6000,0.294811,0.271034,0.284537,0.286931,0.460211,0.278683,0.360843,0.236666,0.811021,0.339613,0.399568,0.384948,0.435544,0.374179,0.376039,0.353537,0.497783,0.491223,0.479392,0.483906,0.491604,0.462755,0.666354,0.637205,0.496868,0.497319,0.782741,0.713761,0.597556,0.434714,0.719574,0.624667,0.487372,0.483395,0.724651,0.364192,0.585238,0.431092,0.673494,0.582035,0.501781,0.498829,0.729639,0.374126,0.635164,0.459052,0.734702,0.588005
6200,0.294329,0.270196,0.281557,0.283943,0.463895,0.277526,0.364946,0.236808,0.819071,0.339112,0.399839,0.384137,0.435386,0.372535,0.374726,0.351505,0.497671,0.490861,0.478350,0.482957,0.490366,0.460863,0.664596,0.634234,0.497926,0.498620,0.786520,0.716407,0.598744,0.434077,0.720038,0.624806,0.487253,0.483203,0.727263,0.363216,0.586925,0.430164,0.673847,0.582096,0.502578,0.499868,0.731514,0.373553,0.635775,0.458121,0.735564,0.588023
6400,0.294145,0.269665,0.278782,0.281152,0.466986,0.276335,0.368774,0.237166,0.826982,0.338609,0.400229,0.383559,0.435759,0.371367,0.373538,0.349619,0.497463,0.490409,0.477350,0.482002,0.489461,0.459209,0.663020,0.631578,0.497753,0.498315,0.788796,0.717752,0.599514,0.433446,0.720466,0.624968,0.487686,0.483355,0.728935,0.361947,0.587603,0.428829,0.674194,0.582206,0.502868,0.499951,0.733425,0.373104,0.636776,0.457712,0.736363,0.588107
6600,0.294051,0.269252,0.276348,0.278709,0.469825,0.275483,0.372331,0.237669,0.833566,0.338149,0.400460,0.382889,0.435775,0.370083,0.372189,0.347613,0.497342,0.490052,0.476332,0.481064,0.488387,0.457692,0.661182,0.628914,0.498113,0.498513,0.790742,0.719020,0.600399,0.432736,0.720798,0.625077,0.488181,0.483771,0.729921,0.360937,0.587980,0.427523,0.674458,0.582272,0.502475,0.499704,0.734167,0.372315,0.636902,0.456442,0.737002,0.588143
6800,0.293853,0.268781,0.274240,0.276593,0.472267,0.274424,0.375451,0.238112,0.839497,0.337621,0.400812,0.382398,0.436188,0.369193,0.371109,0.345971,0.497226,0.489752,0.475589,0.480357,0.487850,0.456310,0.659563,0.626486,0.498489,0.498889,0.793143,0.720619,0.600795,0.431981,0.721052,0.625145,0.488912,0.484365,0.730781,0.360039,0.588375,0.426480,0.674632,0.582298,0.502623,0.499723,0.735135,0.371596,0.637122,0.455513,0.737531,0.588161
7000,0.293624,0.268313,0.272358,0.274704,0.474633,0.273738,0.378251,0.238358,0.845020,0.337457,0.401386,0.382196,0.436397,0.368335,0.370306,0.344535,0.497253,0.489587,0.475112,0.479936,0.487111,0.455044,0.658042,0.624260,0.498758,0.499132,0.794620,0.721240,0.601053,0.431388,0.721241,0.625178,0.488555,0.483945,0.731221,0.359092,0.588451,0.425331,0.674752,0.582298,0.502979,0.499900,0.735469,0.370860,0.636912,0.454387,0.737913,0.588145
7200,0.293519,0.267957,0.270719,0.273060,0.476499,0.272896,0.380779,0.238752,0.849550,0.337083,0.401675,0.381831,0.436415,0.367448,0.369549,0.343236,0.496918,0.489149,0.474416,0.479270,0.486619,0.454007,0.656803,0.622490,0.499121,0.499584,0.796655,0.722500,0.601332,0.430909,0.721315,0.625139,0.488956,0.484166,0.731485,0.358086,0.588759,0.424248,0.674789,0.582242,0.503035,0.499898,0.735803,0.370142,0.636748,0.453465,0.738178,0.588079
7400,0.293345,0.267597,0.269288,0.271626,0.478153,0.272194,0.383103,0.239203,0.853588,0.336687,0.401982,0.381527,0.436682,0.366796,0.368757,0.341927,0.496699,0.488828,0.473805,0.478713,0.486162,0.453071,0.655537,0.620700,0.499133,0.499508,0.797762,0.723083,0.601376,0.430385,0.721496,0.625211,0.489128,0.484237,0.731335,0.357201,0.588777,0.423181,0.674923,0.582288,0.502756,0.499484,0.735854,0.369536,0.636600,0.452559,0.738522,0.588113
7600,0.293251,0.267319,0.267931,0.270261,0.479683,0.271623,0.385254,0.239602,0.857310,0.336220,0.402124,0.381194,0.436885,0.366098,0.368061,0.340720,0.496371,0.488366,0.473144,0.478053,0.485526,0.452032,0.654035,0.618691,0.499162,0.499604,0.799068,0.723822,0.601508,0.429848,0.721591,0.625211,0.489319,0.484394,0.731594,0.356529,0.588914,0.422275,0.674981,0.582274,0.502868,0.499644,0.735821,0.368924,0.636297,0.451665,0.738754,0.588090
7800,0.293096,0.267010,0.266639,0.268964,0.481315,0.271144,0.387387,0.240099,0.861117,0.336030,0.402585,0.381068,0.436884,0.365316,0.367402,0.339607,0.496240,0.488139,0.472683,0.477648,0.485310,0.451301,0.652783,0.616970,0.499471,0.499846,0.799532,0.724015,0.601611,0.429300,0.721700,0.625232,0.489446,0.484481,0.731468,0.355781,0.588874,0.421434,0.675052,0.582279,0.502836,0.499522,0.735569,0.368386,0.635845,0.450754,0.738989,0.588098
8000,0.292887,0.266662,0.265438,0.267759,0.482477,0.270536,0.389391,0.240506,0.864604,0.335725,0.402867,0.380783,0.436904,0.364592,0.366856,0.338511,0.496149,0.487947,0.472145,0.477139,0.484766,0.450399,0.651613,0.615402,0.499461,0.499805,0.800120,0.724330,0.601629,0.428869,0.721763,0.625222,0.489436,0.484348,0.731619,0.355144,0.588929,0.420605,0.675085,0.582258,0.502870,0.499493,0.735299,0.367832,0.635469,0.449879,0.739171,0.588077
