step,train_loss,val_loss
0,8.202282,8.149698
1000,1.892160,1.848933
2000,1.729678,1.727701
3000,1.732026,1.729022
4000,1.768713,1.769977
5000,2.352204,2.227599
6000,1.915145,1.902550
7000,1.864156,1.859287
8000,1.837722,1.817348
9000,1.781537,1.782509
10000,1.843478,1.776261
11000,1.793116,1.752444
12000,1.743579,1.741337
13000,2.058416,2.225752
14000,1.763888,1.761808
15000,1.730292,1.722393
16000,1.722735,1.723195
17000,1.780284,1.772517
18000,1.802343,1.775654
19000,1.728434,1.719796
20000,1.815046,1.748895
21000,1.726215,1.706809
22000,1.801133,1.802441
23000,1.740943,1.715311
24000,1.738924,1.846693
25000,1.701158,1.694562
26000,1.711035,1.697900
27000,1.916284,1.797591
28000,1.706055,1.733661
29000,1.720427,1.735580
30000,1.726112,1.699736
31000,1.724789,1.699854
32000,1.707340,1.706707
33000,2.236635,2.238890
34000,1.698625,1.691338
35000,1.799705,1.774819
36000,1.689947,1.681751
37000,1.698426,1.691582
38000,1.694370,1.688467
39000,1.700033,1.688151
40000,1.718955,1.695207
41000,1.724881,1.693819
42000,1.740450,1.737726
43000,1.710074,1.690732
44000,1.673515,1.676954
45000,1.703295,1.774412
46000,1.818641,1.738183
47000,1.698468,1.758643
48000,1.759608,1.721749
49000,1.673206,1.669409
50000,1.673279,1.665647
51000,1.702003,1.690685
52000,1.680795,1.673423
53000,1.699769,1.691730
54000,1.683663,1.674350
55000,1.666828,1.660372
56000,1.770421,1.684793
57000,1.670189,1.687921
58000,1.660281,1.656595
59000,1.697619,1.723327
60000,1.669491,1.666760
61000,1.656287,1.655211
62000,1.653981,1.651437
63000,1.655559,1.653122
64000,1.653058,1.646840
65000,1.687119,1.657601
66000,1.668170,1.650844
67000,1.655009,1.646288
68000,1.645477,1.640987
69000,1.642223,1.639396
70000,1.645383,1.641405
71000,1.638289,1.645357
72000,1.639141,1.634240
73000,1.641419,1.641083
74000,1.631463,1.631051
75000,1.632214,1.631564
76000,1.632728,1.631538
77000,1.627777,1.626884
78000,1.632635,1.631848
79000,1.627857,1.625936
80000,1.634780,1.627972
81000,1.626486,1.624483
82000,1.622977,1.622685
83000,1.624115,1.622861
84000,1.622289,1.621178
85000,1.623449,1.620997
86000,1.634942,1.673894
87000,1.620606,1.618262
88000,1.621037,1.618836
89000,1.619473,1.618876
90000,1.618405,1.616641
91000,1.619145,1.617894
92000,1.615247,1.615197
93000,1.613243,1.614995
94000,1.612435,1.614831
95000,1.617751,1.614184
96000,1.616083,1.613322
97000,1.617905,1.612533
98000,1.613777,1.611970
99000,1.614047,1.612522
