step,train_loss,val_bpb
200,8.668740,2.314614
400,7.208256,2.079283
600,6.669229,1.994708
800,6.412141,1.954181
1000,6.258724,1.895062
1200,6.128373,1.871148
1400,6.045022,1.849658
1600,5.971079,1.828200
1800,5.912487,1.817401
2000,5.849142,1.802191
2200,5.825282,1.784018
2400,5.792636,1.773014
2600,5.731654,1.770961
2800,5.707647,1.757761
3000,5.677311,1.743814
3200,5.637681,1.736225
3400,5.612334,1.729444
3600,5.589711,1.725861
3800,5.561810,1.715089
4000,5.540088,1.708423
4200,5.516438,1.700393
4400,5.503216,1.694689
4600,5.476738,1.691531
4800,5.482507,1.684897
5000,5.443060,1.680244
5200,5.426261,1.675837
5400,5.408398,1.671055
5600,5.387108,1.666267
5800,5.386418,1.662205
6000,5.368748,1.658049
